G_ID,TEAM,TB_SC,WLS,cluster_team,hit_f1,hit_f2,hit_f3,pit_f1,pit_f2,pit_f3,pit_f4
20160628HHWO0,HH,T,W,0,0.3156839430868296,0.6612295444856287,2.012721812554228,-1.4563155778065868,1.293644956376925,-0.20795582695970535,-1.0884362292601892
20160629HHWO0,HH,T,L,0,0.3604101630037451,0.6222466481785192,-0.7819051840553916,-1.5032529206869327,1.1337413164131842,-0.09603315942322352,0.19665886291957493
20160630HHWO0,HH,T,L,0,0.3582852052258629,0.4816768849372669,0.3126060531006444,-1.5480965512203066,1.0414415739833476,-0.16830718130420594,1.419459613995384
20160706HHSK0,HH,T,W,0,0.3077749887180575,0.3094823715750709,2.216963498816558,-1.4858199344742142,1.0755811113281353,-0.17245579923409793,-1.2318509359239498
20160707HHSK0,HH,T,W,0,0.1319369329604724,0.4177887945857599,2.1778295720802654,-1.4702376223855018,0.9718421910893428,-0.18973997475581167,-0.8226875467403671
20160712HHLG0,HH,T,L,0,0.09334557234512443,0.2693624267850865,-0.8819234889430327,-1.3408895723472738,1.053986198732246,-0.0918660374116946,-0.3495163196878093
20160713HHLG0,HH,T,W,0,0.11356060315927992,0.32687618294951515,-0.390443958076694,-1.303477175697079,1.039090676079931,-0.16182753563940513,-0.31523251675438835
20160714HHLG0,HH,T,W,0,0.0674556352857177,0.4066693786614273,0.5564591853046709,-1.2556372029988307,1.0085580142604509,-0.20262419696415085,-0.7508343496615109
20160722HHLT0,HH,T,L,0,0.07568486538174515,0.2662381063762451,-0.8627320259229033,-1.211895474785017,1.1371312355298506,-0.2961682126370363,0.7087867843990057
20160723HHLT0,HH,T,L,0,0.03258555622481313,0.2464978837382298,0.5604422726065829,-1.2106818772786214,1.079543123045712,-0.2815381842768425,0.2726599945330049
20160724HHLT0,HH,T,W,0,-0.006173220305141649,0.14879350670649982,0.6116106184398128,-1.1022116136247548,1.0662646958992383,-0.2992174929326076,-1.4426173586789537
20160729HHOB0,HH,T,W,0,-0.15109751752919734,0.1848759601815268,0.6960274850353705,-1.0306436248172095,0.9360289450591704,-0.2830290190196007,0.4470287737225357
20160730HHOB0,HH,T,W,0,-0.2302710971104319,0.13687837425500454,1.1883675102811135,-1.0332752124545324,0.8426672654035724,-0.2533716621027757,0.7115868595396746
20160731HHOB0,HH,T,L,0,-0.2059855980529488,0.21309359571537814,-0.9106014463463774,-1.112224235900558,0.8054301782069407,-0.32162292411760784,1.154905253872894
20160802HHHT0,HH,T,L,0,-0.20743866902778252,0.1432883718804927,0.29860836784101524,-1.1582458145719736,0.7931360191658148,-0.3846088807723064,1.1634957881654602
20160803HHHT0,HH,T,W,0,-0.21534874824310096,-0.043127825981474924,0.47638924818579,-1.0792407861670863,0.7872437378060664,-0.4098713337777545,-1.6077743521170054
20160804HHHT0,HH,T,L,0,-0.23314316236710955,0.0010791567856258072,-0.07475496867687717,-1.066708530303875,0.7966919826479462,-0.3743939092418676,0.3047498847479924
20160811HHLT0,HH,T,W,0,-0.3347264979158368,-0.0346789992022388,-0.7536663139745756,-1.0652521573683524,0.5993039602319679,-0.3975793445138716,-1.096361049201266
20160812HHLT0,HH,T,L,0,-0.3049396042586159,0.024561693029127595,-1.0484785653526538,-1.0530295923011759,0.6541831616552627,-0.4397138500004944,-0.8772972742486367
20160813HHHT0,HH,T,L,0,-0.2579989141220213,0.00023488968877168398,-0.8245667580436297,-1.0521408316118102,0.5664183677440591,-0.3794678990692989,0.030660715410350294
20160814HHHT0,HH,T,W,0,-0.21825070118442028,0.03554707227971703,-0.7228018963190384,-1.0077866403351647,0.6003827062792614,-0.36352848878305577,-1.1543644575383636
20160818HHLG0,HH,T,W,0,-0.15779994258128174,0.0411995630217316,-0.4545031053017952,-0.970008536522933,0.4794881877092893,-0.2422531272484017,-0.2381256101744133
20160819HHLG0,HH,T,L,0,-0.10782845364676294,0.051030833154794716,-1.1485542331155918,-0.942587986792352,0.4875120505846167,-0.2615944069701963,-0.9983865479160876
20160820HHKT0,HH,T,L,0,-0.1227936267478288,0.0783892155103024,0.3722713868233314,-0.9796067574670548,0.4872909367127925,-0.2377946276468581,0.7178076765768561
20160821HHKT0,HH,T,W,0,-0.19169078361581346,0.13266456094788565,1.6655237716466749,-0.9989039965495609,0.43693320879523295,-0.2800914206998255,0.0024336956041101283
20160827HHSK0,HH,T,W,0,-0.1607660397336511,0.20974073589521666,0.486432779913479,-1.0778329278633259,0.455112555201358,-0.2264207680191933,-0.5968457914566602
20160828HHSK0,HH,T,W,0,-0.1750733696053683,0.2252398146680127,0.425699071985427,-1.0291577669190544,0.4954145678502073,-0.2196680108281908,-1.4488232428665733
20160830HHOB0,HH,T,L,0,-0.1724634686007036,0.18560503001482306,-0.34319660400030605,-1.068045342649305,0.4741274673546832,-0.14143286285267193,1.4307311808184684
20160903HHWO0,HH,T,W,0,-0.191253295031232,0.061325148633759416,2.038622844391349,-1.0684634699285616,0.4251133571858294,-0.2404071958830968,1.4550509018727924
20160904HHWO0,HH,T,L,0,-0.19942085218214767,0.0934979050743324,-0.021115632764614308,-1.113920217640518,0.37791532913780496,-0.2843269756206563,0.2944748722469298
20160906HHNC0,HH,T,L,0,-0.2172237770875704,0.04720177445620826,0.5605290742228786,-1.149259248247353,0.3905921096425648,-0.2889813974425013,0.2723850737500416
20160907HHNC0,HH,T,L,0,-0.15422658364625855,0.053972208827097766,-1.5018089836620208,-1.1241700569839204,0.3610184063723551,-0.296292894206389,-1.4850092446040126
20160913HHSS0,HH,T,W,0,-0.12939047817154178,0.03661710848234159,-0.2651762394254558,-1.0223392464305676,0.37837202797511177,-0.2262965030650212,-0.32421080624163306
20160914HHSS0,HH,T,L,0,-0.11738853801457308,0.03637605323013929,-0.5248278349828359,-1.0432878702938329,0.3397441963907074,-0.10960677882509952,0.6832789682071153
20160924HHLG0,HH,T,W,0,-0.07197044879999512,-0.0956565097240969,1.1696396171583638,-1.1755106492980667,0.21622298874109827,-0.2939402881305306,0.2602267056199761
20160925HHSK0,HH,T,L,0,-0.049934431097314005,-0.029035231289978005,-0.891225537879635,-1.1530889321240303,0.1741013062955778,-0.19553975857973932,0.8607589748528679
20160930HHNC0,HH,T,W,0,-0.032146143470797965,0.04843663333963108,0.009144599116651648,-1.2006264281878405,0.15232132099596835,-0.21368646261076926,-1.5064132030496469
20161003HHOB0,HH,T,W,0,-0.0805064385330636,0.05190900405524073,2.3529121579948797,-1.1804995823856563,0.12726343998374506,-0.21381777065680507,-0.3390110020038966
20161005HHKT0,HH,T,W,0,-0.13155212082822926,0.05156489798522175,1.195614662497875,-1.1670687475315176,0.13450115108035865,-0.21561441894299105,-1.2078402493957636
20160513HHHT0,HH,B,W,0,-0.6762597883558928,1.0530768863468634,-1.0840997117680145,0.2404946126635772,0.5622524005926397,0.08509515353752989,-0.908689792853998
20160514HHHT0,HH,B,W,0,-0.6936178768872018,0.9203122631732562,0.2340544437752701,0.487759386881615,0.5424999048157028,0.08056357372289445,-1.4569818499666283
20160515HHHT0,HH,B,W,0,-0.7830985023808679,0.6885304752462492,0.5696031163343956,0.20984013656879535,0.3328056707998663,-0.2323909380420329,0.5308371236786187
20160802HHHT0,HH,B,W,0,-0.8898798534106083,0.6944114799966797,0.8096565350067881,-0.4781264857253468,-0.1749346288594713,-0.2334525492247658,0.8027498701581384
20160803HHHT0,HH,B,L,0,-0.8073987799171974,0.7029605516555044,-1.6741154967750476,-0.5436781266093467,-0.1481312873045399,-0.27606795179443444,0.4881931332313135
20160804HHHT0,HH,B,W,0,-0.7910706073137783,0.6817183055662386,-0.360217683237612,-0.5417136708085928,-0.23926238064567296,-0.3508704454502506,-0.2027352975710931
20160813HHHT0,HH,B,W,0,-0.9587010233529724,0.6889170490383738,0.17515717955954727,-0.6854773006201788,-0.23122551920182846,-0.5889209442876872,-0.835374842912222
20160814HHHT0,HH,B,L,0,-0.934144049812563,0.6839503979773291,-0.9332028526275236,-0.6542873993286465,-0.2209808288944564,-0.5736147302253323,-0.8132839741508212
20160506HHKT0,HH,B,W,0,1.0456104637477044,-0.10096737205374556,1.7666296382135842,0.0740113261266012,0.29711882751057905,0.06823036223482606,-0.982234429588362
20160507HHKT0,HH,B,W,0,0.7533691840359394,-0.6759117614298612,2.1682420059220595,-0.09090843944452152,0.35655510316362204,0.16292145980514192,1.3507454312531515
20160508HHKT0,HH,B,W,0,0.5881809398696679,-0.8989567316026451,0.5782162329453865,0.059416824561397824,0.5831434511564714,0.23480482919520726,-0.35919094412850466
20160614HHKT0,HH,B,W,0,1.2119239083279818,-0.2635437203644037,-0.23133711997377795,-0.16413970265308694,0.09493686121131686,-0.053385278909474816,-0.7191562612708466
20160616HHKT0,HH,B,W,0,1.2006995250037515,-0.3247873272392127,-0.12703855902213734,-0.13662286471824045,-0.018658254101820083,-0.01665637420429563,-0.4327755088986168
20160820HHKT0,HH,B,W,0,1.3399913826985943,0.1522309040881795,1.400113129375096,-1.4005578586085314,-1.08385235156141,-0.16153114740710348,0.41319548884631424
20160821HHKT0,HH,B,L,0,1.3148842054333012,0.11126394903741736,0.5083986851552302,-1.4251930024257733,-1.1091135392510274,-0.06659982008775489,1.6030066307898443
20161005HHKT0,HH,B,L,0,1.1601801808939525,0.2394780997316804,-0.13489386940491788,-1.4078656181251932,-1.074057620698209,-0.6653564803002429,0.1773697808430516
20160401HHLG0,HH,B,W,0,3.911624613595333,3.9082316443557215,0.5840857275666599,1.6283945676230032,-1.8522154310537668,-4.780953452282357,0.16537581304347007
20160402HHLG0,HH,B,W,0,0.6652710042539306,-0.7396561847287132,0.8836588949364366,1.1342924715183822,-2.1443181956840824,-4.2278123446506815,0.9139088270331894
20160712HHLG0,HH,B,W,0,0.32602088207657776,-0.4166229435749741,-0.3639649609796271,-0.2815342422162821,-0.202848194985362,-0.0038070658303452297,-0.4697599035732174
20160713HHLG0,HH,B,L,0,0.3740651716226629,-0.42284487246069546,-0.5021780586994511,-0.24609418192790875,-0.2766154744510249,-0.04516508537675172,0.4161733917820636
20160714HHLG0,HH,B,L,0,0.4208222980783049,-0.4542594863358099,-0.6670626829684358,-0.2346361658316057,-0.3159707245258253,0.0005170131896032056,0.4101744996853786
20160818HHLG0,HH,B,L,0,0.10184120567845137,-0.5487583031290721,-0.9676012843762808,-0.20223778979824486,-0.26902716165032137,-0.11763236389652874,0.5828871219165472
20160819HHLG0,HH,B,W,0,0.1396592291581193,-0.5369339578372825,-0.8710883773387081,-0.15833362494417438,-0.2402031069673284,-0.13136776798476998,-1.024765174600475
20160924HHLG0,HH,B,L,0,0.13852116098498773,-0.546203726481757,0.4750218248849272,0.04244695406613259,-0.09893550384187152,0.010597812562602893,0.8474838208302836
20160419HHLT0,HH,B,W,0,-0.11534225551354695,0.3214885928281621,-0.4293898736342877,-0.7326662566090898,2.4125939419530376,-2.5092333134225338,-0.5720804826264485
20160420HHLT0,HH,B,W,0,-0.7129968002403545,-0.3607112687342679,2.136906012292152,-0.5792295383309739,2.097193159270656,-2.1736867608701376,-0.2963127483356905
20160421HHLT0,HH,B,L,0,-0.4282419869973133,-0.5791761994921084,-0.7524451498941452,-0.9575794511320124,2.1153174031063173,-2.662423856720562,0.7886376927675832
20160722HHLT0,HH,B,W,0,-0.3288017393606206,-0.6305012762963322,0.5441607521898065,-0.5314924204654901,0.15220942532446516,0.3858427714484756,-1.2651168274548443
20160723HHLT0,HH,B,W,0,-0.3496538512478341,-0.6731643438040877,0.8846965536376337,-0.5553272621953594,0.08539158271750755,0.38906893623806815,0.0615620429296782
20160724HHLT0,HH,B,L,0,-0.2666561983743289,-0.6146879330663283,-1.8410121391422245,-0.616969694708506,0.07061645355870624,0.374044154512528,0.6363300066400538
20160811HHLT0,HH,B,L,0,-0.14976743957841018,-0.6074841003285617,-1.0621813224761014,-0.7739745926368191,0.05486592292074911,0.4083020797014469,-0.8713418613256002
20160812HHLT0,HH,B,W,0,-0.10050747527894444,-0.6534862071638325,-0.6976217389380552,-0.7217834174832731,0.0597004893517622,0.4115030035600704,-0.8391065495488339
20160408HHNC0,HH,B,W,0,2.555752988765545,0.2945171075500736,0.6349203766677466,2.242074817109351,3.0689393388993853,0.4190682695660613,0.2274976646880849
20160409HHNC0,HH,B,W,0,1.3478066575673542,0.3624219595960842,1.3224783106895523,2.5722512164441507,2.6960451754502435,-0.15685006804816015,-0.5582220850213423
20160410HHNC0,HH,B,L,0,2.6267044392099788,0.7168705939376523,-1.0364574194777287,2.7035610668767376,2.8796224276632403,-0.7404266978012978,-0.1989605175417939
20160621HHNC0,HH,B,L,0,-1.6043149434808397,-0.530027432601531,-1.4774685656382085,1.3645834718790495,0.26914701842321603,-0.5212964171450778,1.1185191559752754
20160623HHNC0,HH,B,D,0,-1.4449455636058384,-0.5535201007119024,-1.3818707356419944,1.4302786973479191,0.25069598965779377,-0.5828279601578256,-0.3076773519185318
20160906HHNC0,HH,B,W,0,-1.1817892687058449,-0.3941763843867164,0.2098344218923004,0.6939111761252937,0.3479988547855177,-0.5226464447595606,0.3899545746998523
20160907HHNC0,HH,B,W,0,-1.1794514347618206,-0.395788676206181,-0.905336117818473,0.7351216715223886,0.3779367919023867,-0.5480205305868178,-1.3358946987758855
20160930HHNC0,HH,B,L,0,-0.8583247268912689,-0.4986106561877373,-0.7210504332548864,0.7542369009427007,0.3969654784273302,-0.29984367427921793,0.3637133880212777
20160422HHOB0,HH,B,W,0,-1.1495224055918511,-1.338797330856304,0.3988766638679575,1.2911960957671251,0.09999089083408498,-2.0676087410233417,-0.5400461834125141
20160423HHOB0,HH,B,W,0,-1.0738583151744103,-1.2657225926300382,-0.7836903754370514,1.5706868401795415,0.10733124141246574,-1.862062595869344,-0.5086308591202726
20160424HHOB0,HH,B,W,0,-0.8065521215290921,-1.6447757093751016,-1.2222141903675687,1.87256133973228,0.2852021896128283,-1.5187945745833897,-0.7494752970242984
20160729HHOB0,HH,B,L,0,-1.0876157337428536,-0.11431580834066545,0.19350860896698086,0.6809791795685552,0.060676190611864037,0.11606480876564533,1.1847067304236467
20160730HHOB0,HH,B,L,0,-1.1387517095773771,2.9481595715251367e-05,0.8136309777888902,0.6208812720068403,0.057870908745591164,0.03865247113458211,1.4722500195171844
20160731HHOB0,HH,B,W,0,-1.1769196495336698,-0.11569019175338127,0.8447935004185623,0.6614991056412248,0.038741897545998286,0.020643092743126455,-0.2528899223667736
20160830HHOB0,HH,B,W,0,-1.450257148927456,0.0574336163041194,1.2082373545309344,0.6031723697248085,-0.08350530730549417,0.26054296407558764,-0.28896507719326026
20161003HHOB0,HH,B,L,0,-1.5078875849215938,0.11727305881432255,-0.664554612134771,0.5505512832910175,-0.21019510017640405,0.21779431499320245,2.289253526547892
20160503HHSK0,HH,B,L,0,1.564175326261097,1.1048467937123594,-0.4779380404187071,2.0928602481688032,1.7068882750499677,1.6827663991510255,0.8934951239371414
20160504HHSK0,HH,B,W,0,1.4300261741381983,0.614574469346917,0.8741701997802223,2.046399327558896,1.8515080195676217,1.6905528050377852,-0.8663599226350988
20160505HHSK0,HH,B,W,0,0.7522916912934242,0.747688437305104,3.98463125954945,1.900428551014689,1.6452537736047583,1.869808544254123,0.5309740867677969
20160706HHSK0,HH,B,L,0,-0.5070635150419608,1.7836668666529831,-1.1491017576268707,0.6239721311562759,0.20746138331100566,0.9163524529846441,2.3121071791469565
20160707HHSK0,HH,B,L,0,-0.5325497857052729,1.7964476685795354,0.11725324843919532,0.5385619521299648,0.07171504298310445,0.9910841077119824,1.4578763847817306
20160827HHSK0,HH,B,L,0,-0.6264412245357959,1.669105709190208,0.09610564837033306,0.17763850516229812,0.17563135664803173,0.7186656672006214,1.7795810837660395
20160828HHSK0,HH,B,L,0,-0.5786883992281016,1.6799289670111428,-1.1472250989400183,0.1656294327035599,0.1284912394658985,0.7318639764451768,1.0372195607968857
20160925HHSK0,HH,B,W,0,-0.6863700755228523,1.451826993300337,0.2554930265301018,0.13455199858355146,-0.012757475859853984,0.5953077225569198,-0.3761707312078597
20160517HHSS0,HH,B,W,0,0.73395532370899,-1.2027837396033252,0.008047542155383202,-0.4022544734813267,-0.3757169770382327,0.045498892876091296,-0.6698550274935182
20160518HHSS0,HH,B,W,0,0.4563544074682609,-1.3836440816360798,1.890236420153376,-0.2464104245040007,-0.3248248273215966,0.05337810893176193,-1.0274424700031757
20160519HHSS0,HH,B,L,0,0.3558914848797255,-1.2623352538511905,0.5346693533215039,-0.3174943746672541,-0.210733801911637,0.4136829469007352,0.9657081458687504
20160603HHSS0,HH,B,L,0,-0.29815704521204905,-1.032377189328446,-0.4630901710180181,-0.30817133839615096,-0.4621040607432606,0.928344314098744,-0.5305596862135776
20160604HHSS0,HH,B,L,0,-0.4146136389082299,-1.0732415139435472,1.004590696071449,-0.3077586601921527,-0.5373558840512375,0.8878564097443369,0.6227460595673258
20160605HHSS0,HH,B,L,0,-0.3587855058557252,-1.0226179347433186,-0.5871910191216342,-0.2956696907924104,-0.4886112599567536,0.8343387102391024,-0.4204556601392037
20160913HHSS0,HH,B,L,0,-0.4101305056239773,-0.3064944073919272,0.17293954359879574,-0.4298433101996339,-0.7939445004996425,1.6551148449565238,0.24007966398831626
20160914HHSS0,HH,B,W,0,-0.4916807079737814,-0.2426501817541133,1.405261540580543,-0.3986715768426573,-0.8093453040607531,1.6919581720779713,-0.657073112170217
20160524HHWO0,HH,B,W,0,0.34077837170999403,0.4295969628854425,-1.2594434644320147,0.8844592894394465,-1.8016114176490852,-0.24662597029263936,-1.1456580380059078
20160525HHWO0,HH,B,W,0,0.2298507556880702,0.2154150328437745,0.9449623242639744,0.7924456108112031,-1.877073867233474,-0.15807110973060026,0.8429865246567184
20160526HHWO0,HH,B,L,0,0.2659298020359862,0.17200452994760573,-0.4945642413951429,0.6846288417397087,-1.8685382471256065,-0.2726377562264095,0.5608234024340111
20160628HHWO0,HH,B,L,0,0.2050522103295006,0.18245419749408687,-0.32763492603366123,0.4632706007837894,-1.4777011970653824,0.33314480431452803,2.2609629345393323
20160629HHWO0,HH,B,W,0,0.037327114628215134,0.2663044221710061,1.2057521307724055,0.4925318599648808,-1.4771116146964336,0.24701267405282426,-0.3757519088204872
20160630HHWO0,HH,B,W,0,-0.004013535652224211,0.16571559938728153,0.3783084992338913,0.4310919150470315,-1.4773933966188824,0.14657887908644046,-0.09806044179703437
20160903HHWO0,HH,B,L,0,-0.7053247442219608,-0.2662183194769948,1.2907953418170832,0.1936833199600588,-1.5313561186673512,0.44753229567246144,2.154040221677267
20160904HHWO0,HH,B,W,0,-0.7523755406034544,-0.3051575101679542,0.6852932890091589,0.19785142718392326,-1.5280250770996575,0.40341694501734177,-0.12043191281706506
20160405WOHH0,WO,B,W,2,0.4862757653328293,-2.875870331509563,0.5846455031640291,-0.11249768756308004,3.9666485752127594,-1.3340575493427345,-0.15383275938974636
20160406WOHH0,WO,B,L,2,-0.270842829504143,-0.11384527961935427,-0.06779663520526871,0.1040774882579049,4.892921375301301,-2.3226689181284064,0.6052305883278366
20160407WOHH0,WO,B,L,2,-0.5294892782856377,1.2158621796895437,0.11262453456253388,0.5763298590650544,4.565677900555014,-0.41910132715035664,0.8770129828433849
20160617WOHH0,WO,B,W,2,0.6937600670183761,-0.02329100439782509,0.9618097982153582,-1.6918767413218818,1.3345400439868704,-0.07561680906325424,-0.557054483401588
20160618WOHH0,WO,B,L,2,0.6621104510815261,0.04687936175523701,0.25943334246130456,-1.7140469271525494,1.2685700725656386,-0.13204055201901088,1.1553649254377345
20160619WOHH0,WO,B,L,2,0.6409078571007202,0.1482569202055187,0.1186608426166268,-1.764449158745799,1.2454651096051537,-0.14829069468268194,1.3317572638989374
20160824WOHH0,WO,B,L,2,-0.2027672311999774,0.14968396214857926,-0.30102941267496264,-1.08322038971526,0.5214610267883851,-0.1650997347456026,1.7223970908514643
20161002WOHH0,WO,B,L,2,0.00382806504743654,0.10444194351006827,-1.2372911813325145,-1.2009057534986185,0.11288901046430568,-0.2397618365273107,-0.640058903954823
20160415WOHT0,WO,B,W,2,0.3794320009705272,0.8060561162767674,1.31044497087102,0.4686457801050206,-0.17370165427021986,-0.6278518472365978,0.3605551289506389
20160417WOHT0,WO,B,L,2,0.3705609758735216,1.0634753946309237,-0.3367049082888504,0.8121882050539513,-0.5094981383885141,-0.558851161835313,-0.7799836886851256
20160603WOHT0,WO,B,L,2,-0.4954103643790129,0.8045340705968405,-1.1509668033606906,-0.6001578659018209,0.26680964768484705,-0.1674775206335783,0.9426235082954753
20160605WOHT0,WO,B,L,2,-0.4941041952448757,0.8812367796221745,-0.6383740776602528,-0.5177441084008977,0.2525581678509658,-0.1127711750881242,-0.7976232466461481
20160913WOHT0,WO,B,W,2,-0.8557482817308398,1.1683175938941612,-0.2082826569099364,-0.6303105158701385,-0.17733409477851467,-0.5821093955256892,-1.0967446398271494
20160914WOHT0,WO,B,L,2,-0.8246261164472339,1.2592685787039002,-1.1066472638816194,-0.6053109910798297,-0.1871496996191788,-0.4903214139896289,0.19076810581507064
20160920WOHT0,WO,B,W,2,-0.6976809119567724,1.3258986094222498,0.2093840713119564,-0.5067175018473236,-0.12219416912728108,-0.4427452372234906,-0.7861708686903792
20160921WOHT0,WO,B,W,2,-0.6894443022744667,1.3634983235380802,-0.7299494765478041,-0.4763513881209186,-0.10755385005363867,-0.4489772681003965,-1.0518892677584388
20160527WOKT0,WO,B,W,2,0.4873976944806717,-0.2729162394639337,0.2526237838097037,-0.14386834799751586,0.35908039382670065,0.4232367041178653,-1.605668467610569
20160528WOKT0,WO,B,L,2,0.6025030469317977,-0.16379108628457054,-1.1379675179881514,-0.16567801467418844,0.33413526461329457,0.3118691597366958,-0.7250647105135769
20160529WOKT0,WO,B,L,2,0.5972796010448332,-0.2362578544223805,-0.1669295488839238,-0.08905046502456801,0.31792789187617604,0.4731657517953465,-0.13852461813698067
20160712WOKT0,WO,B,L,2,1.1123462081759292,0.1086111487128233,0.7763766329317905,-0.8293569613581533,-0.6533073710716777,0.16944731532385862,0.11314613195129945
20160713WOKT0,WO,B,L,2,1.0696397301835314,0.1150848248399836,0.9023441245006792,-0.8672221028529659,-0.5498347511291753,0.20575746513505386,1.4411873067262202
