,G_ID,GDAY_DS,T_ID,VS_T_ID,PA,AB,RBI,RUN,HIT,H1,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,IsoP,OPS,XR,BABIP,HEADER_NO_1,HEADER_NO_2,TB_SC_T
22,20160430SSHH0,20160430,HH,SS,0.39583333333333337,0.8611111111111112,2,3,0.19444444444444445,0.16666666666666666,0.027777777777777776,0.0,0.0,0,1,0.0,0.027777777777777776,0.05555555555555555,0,0.05555555555555555,0.19444444444444445,0.0,0.8,6,0.4,5,2,0.03225806451612903,0.5636200716845878,0.21374558897664261,0.28,0,0,0
23,20160501SSHH0,20160501,HH,SS,0.41666666666666663,0.7567567567567568,9,9,0.21621621621621623,0.08108108108108109,0.10810810810810811,0.0,0.02702702702702703,1,0,0.02702702702702703,0.05405405405405406,0.16216216216216217,1,0.0,0.21621621621621623,0.2,0.0,4,0.363636364,11,4,0.25,0.9246031746031746,0.3642245000840195,0.3333333333333333,0,0,0
24,20160503HHSK0,20160503,HH,SK,0.5,0.6829268292682927,7,7,0.12195121951219512,0.04878048780487805,0.04878048780487805,0.0,0.024390243902439025,2,0,0.04878048780487805,0.0,0.24390243902439024,1,0.024390243902439025,0.14634146341463414,0.2,0.0,7,0.2,10,2,0.17857142857142858,0.7673992673992673,0.3216266173752311,0.19047619047619047,0,0,1
25,20160504HHSK0,20160504,HH,SK,0.45833333333333337,0.8205128205128205,1,1,0.1794871794871795,0.1282051282051282,0.02564102564102564,0.0,0.02564102564102564,0,1,0.0,0.0,0.15384615384615385,0,0.02564102564102564,0.15384615384615385,0.2,0.0,11,0.0,7,0,0.125,0.702724358974359,0.2615526802218115,0.24,0,0,1
26,20160505HHSK0,20160505,HH,SK,0.5208333333333334,0.9285714285714286,6,6,0.30952380952380953,0.23809523809523808,0.0,0.0,0.07142857142857142,1,0,0.0,0.0,0.07142857142857142,0,0.0,0.16666666666666666,0.2,0.8,9,0.25,8,2,0.2307692307692308,0.9450549450549449,0.41707276088052425,0.3448275862068966,0,0,1
27,20160506HHKT0,20160506,HH,KT,0.45833333333333337,0.9487179487179487,3,3,0.2564102564102564,0.15384615384615385,0.10256410256410256,0.0,0.0,0,0,0.0,0.02564102564102564,0.02564102564102564,0,0.0,0.23076923076923078,0.0,0.2,9,0.181818182,11,2,0.10810810810810813,0.6604296604296604,0.26306503108721224,0.3448275862068966,0,0,1
28,20160507HHKT0,20160507,HH,KT,0.5625,0.8409090909090909,9,10,0.2727272727272727,0.18181818181818182,0.045454545454545456,0.0,0.045454545454545456,3,0,0.0,0.0,0.1590909090909091,0,0.0,0.13636363636363635,0.4,0.2,7,0.333333333,9,3,0.21621621621621626,0.9723587223587224,0.4358931272055117,0.3448275862068966,0,0,1
29,20160508HHKT0,20160508,HH,KT,0.39583333333333337,0.8333333333333334,4,4,0.1111111111111111,0.08333333333333333,0.0,0.0,0.027777777777777776,0,0,0.0,0.0,0.1388888888888889,0,0.027777777777777776,0.25,0.2,0.2,5,0.4,5,2,0.1,0.5111111111111111,0.18366661065367168,0.15,0,0,1
30,20160511NCHH0,20160511,HH,NC,0.47916666666666663,0.9,5,6,0.325,0.225,0.1,0.0,0.0,0,0,0.025,0.0,0.075,0,0.0,0.175,0.2,0.6000000000000001,10,0.333333333,12,4,0.1111111111111111,0.8824786324786325,0.3410351201478744,0.4482758620689655,0,0,0
31,20160512NCHH0,20160512,HH,NC,0.39583333333333337,0.9166666666666666,1,1,0.16666666666666666,0.1111111111111111,0.027777777777777776,0.027777777777777776,0.0,0,0,0.0,0.0,0.08333333333333333,0,0.0,0.2777777777777778,0.0,0.0,8,0.0,9,0,0.09090909090909087,0.5227272727272727,0.18669131238447317,0.2608695652173913,0,0,0
32,20160513HHHT0,20160513,HH,HT,0.39583333333333337,0.8888888888888888,2,2,0.16666666666666666,0.1388888888888889,0.027777777777777776,0.0,0.0,0,1,0.0,0.0,0.1111111111111111,0,0.0,0.16666666666666666,0.0,0.2,7,0.333333333,3,1,0.03125,0.4965277777777778,0.16997143337254245,0.2307692307692308,0,0,1
33,20160514HHHT0,20160514,HH,HT,0.27083333333333337,1.0,0,0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.2,0.4,0.2,3,0.0,0,0,0.0,0.3333333333333333,0.06872794488321292,0.20833333333333331,0,0,1
34,20160515HHHT0,20160515,HH,HT,0.625,0.8936170212765957,7,7,0.3829787234042553,0.3404255319148936,0.0425531914893617,0.0,0.0,3,1,0.0,0.0,0.10638297872340426,0,0.0,0.14893617021276595,0.4,0.0,13,0.28571428600000004,21,6,0.047619047619047616,0.9655521783181358,0.4443790959502605,0.5142857142857142,0,0,1
35,20160517HHSS0,20160517,HH,SS,0.47916666666666663,0.9,3,4,0.225,0.175,0.0,0.0,0.05,1,0,0.05,0.0,0.05,0,0.0,0.275,0.2,0.0,6,0.0,9,0,0.16666666666666669,0.7061403508771931,0.2775163838010418,0.3043478260869565,0,0,1
36,20160518HHSS0,20160518,HH,SS,0.375,0.9142857142857143,2,2,0.17142857142857143,0.17142857142857143,0.0,0.0,0.0,0,0,0.0,0.0,0.05714285714285714,0,0.02857142857142857,0.14285714285714285,0.0,0.0,6,0.333333333,6,2,0.0,0.4446428571428571,0.1602251722399597,0.2222222222222222,0,0,1
37,20160519HHSS0,20160519,HH,SS,0.5625,0.8409090909090909,9,9,0.22727272727272727,0.11363636363636363,0.0,0.022727272727272728,0.09090909090909091,1,0,0.0,0.0,0.1590909090909091,0,0.0,0.11363636363636363,0.0,0.2,8,0.333333333,9,3,0.3783783783783784,1.035012285012285,0.48580070576373724,0.21428571428571427,0,0,1
38,20160520KTHH0,20160520,HH,KT,0.5,0.8292682926829268,11,11,0.2926829268292683,0.1951219512195122,0.024390243902439025,0.024390243902439025,0.04878048780487805,1,0,0.024390243902439025,0.0,0.14634146341463414,0,0.0,0.14634146341463414,0.2,0.0,6,0.363636364,11,4,0.2647058823529412,1.0676470588235294,0.44849605108385154,0.38461538461538464,0,0,0
39,20160521KTHH0,20160521,HH,KT,0.8541666666666666,0.8103448275862069,8,8,0.25862068965517243,0.1896551724137931,0.034482758620689655,0.017241379310344827,0.017241379310344827,0,0,0.034482758620689655,0.0,0.10344827586206896,1,0.05172413793103448,0.1206896551724138,0.2,0.0,14,0.3125,16,5,0.14893617021276595,0.8966565349544073,0.47630650310872125,0.35897435897435903,0,0,0
40,20160522KTHH0,20160522,HH,KT,0.5,0.975609756097561,7,7,0.2682926829268293,0.12195121951219512,0.07317073170731707,0.0,0.07317073170731707,1,0,0.0,0.0,0.024390243902439025,0,0.0,0.12195121951219512,0.2,0.0,7,0.2,10,2,0.29999999999999993,0.8676829268292683,0.3635523441438414,0.25,0,0,0
41,20160524HHWO0,20160524,HH,WO,0.39583333333333337,0.8888888888888888,1,1,0.1388888888888889,0.1111111111111111,0.027777777777777776,0.0,0.0,0,1,0.0,0.0,0.1111111111111111,0,0.0,0.2222222222222222,0.0,0.0,8,0.14285714300000002,7,1,0.03125,0.4375,0.14451352713829613,0.20833333333333331,0,0,1
42,20160525HHWO0,20160525,HH,WO,0.5208333333333334,0.8809523809523809,8,8,0.3333333333333333,0.21428571428571427,0.07142857142857142,0.0,0.047619047619047616,0,0,0.023809523809523808,0.023809523809523808,0.07142857142857142,0,0.0,0.11904761904761904,0.2,0.2,7,0.222222222,9,2,0.2432432432432432,1.036255767963085,0.44799193412871785,0.3870967741935484,0,0,1
43,20160526HHWO0,20160526,HH,WO,0.5625,0.8636363636363636,5,7,0.29545454545454547,0.25,0.045454545454545456,0.0,0.0,0,1,0.0,0.0,0.11363636363636363,0,0.022727272727272728,0.11363636363636363,0.2,0.0,10,0.333333333,12,4,0.05263157894736842,0.8265550239234449,0.3433876659384978,0.3939393939393939,0,0,1
44,20160527LTHH0,20160527,HH,LT,0.625,0.8297872340425532,11,11,0.3404255319148936,0.2553191489361702,0.0851063829787234,0.0,0.0,2,0,0.02127659574468085,0.0,0.10638297872340426,1,0.0425531914893617,0.19148936170212766,0.0,0.0,12,0.368421053,19,7,0.10256410256410252,1.0128205128205128,0.48739707612166017,0.5333333333333333,0,0,0
45,20160528LTHH0,20160528,HH,LT,0.45833333333333337,0.9230769230769231,8,9,0.3076923076923077,0.15384615384615385,0.1282051282051282,0.0,0.02564102564102564,0,0,0.02564102564102564,0.0,0.05128205128205128,1,0.0,0.15384615384615385,0.0,0.4,6,0.375,16,6,0.22222222222222227,0.9239766081871346,0.36279616871114095,0.3793103448275862,0,0,0
46,20160529LTHH0,20160529,HH,LT,0.39583333333333337,0.8888888888888888,9,9,0.2777777777777778,0.16666666666666666,0.05555555555555555,0.0,0.05555555555555555,1,0,0.0,0.0,0.08333333333333333,0,0.027777777777777776,0.16666666666666666,0.2,0.0,3,0.8,5,4,0.25,0.9513888888888888,0.36279616871114106,0.3333333333333333,0,0,0
47,20160531SKHH0,20160531,HH,SK,0.47916666666666663,0.875,8,8,0.35,0.25,0.075,0.0,0.025,0,0,0.0,0.025,0.075,0,0.025,0.125,0.4,0.0,8,0.444444444,9,4,0.17142857142857135,1.0214285714285714,0.4131238447319778,0.43333333333333335,0,0,0
48,20160601SKHH0,20160601,HH,SK,0.375,1.0,2,2,0.2857142857142857,0.2,0.08571428571428572,0.0,0.0,0,1,0.0,0.0,0.0,0,0.0,0.22857142857142856,0.0,0.2,6,0.333333333,6,2,0.08571428571428574,0.6571428571428571,0.21845068055788947,0.3703703703703704,0,0,0
49,20160602SKHH0,20160602,HH,SK,0.41666666666666663,0.8918918918918919,4,4,0.2702702702702703,0.21621621621621623,0.02702702702702703,0.0,0.02702702702702703,1,1,0.0,0.0,0.10810810810810811,0,0.0,0.08108108108108109,0.4,0.0,9,0.111111111,9,1,0.12121212121212123,0.8026208026208026,0.28230549487481094,0.3103448275862069,0,0,0
50,20160603HHSS0,20160603,HH,SS,0.6874999999999999,0.9,4,4,0.18,0.16,0.0,0.0,0.02,3,1,0.0,0.0,0.08,0,0.02,0.26,0.0,0.4,10,0.25,12,3,0.06666666666666665,0.5466666666666666,0.2600403293564107,0.25806451612903225,0,0,1
51,20160604HHSS0,20160604,HH,SS,0.5,0.9024390243902439,8,8,0.2926829268292683,0.17073170731707318,0.0975609756097561,0.0,0.024390243902439025,0,0,0.024390243902439025,0.0,0.04878048780487805,0,0.024390243902439025,0.21951219512195122,0.0,0.2,6,0.4,10,4,0.18918918918918914,0.8885135135135135,0.36682910435220983,0.4074074074074074,0,0,1
52,20160605HHSS0,20160605,HH,SS,0.6666666666666666,0.8163265306122449,6,6,0.20408163265306123,0.16326530612244897,0.04081632653061224,0.0,0.0,1,0,0.04081632653061224,0.0,0.10204081632653061,0,0.04081632653061224,0.10204081632653061,0.2,0.0,13,0.28571428600000004,14,4,0.04999999999999999,0.6617021276595745,0.3001176272895312,0.2857142857142857,0,0,1
53,20160607HTHH0,20160607,HH,HT,0.39583333333333337,0.8055555555555556,5,5,0.2222222222222222,0.16666666666666666,0.0,0.0,0.05555555555555555,0,1,0.0,0.027777777777777776,0.16666666666666666,0,0.0,0.16666666666666666,0.2,0.0,7,0.28571428600000004,7,2,0.206896551724138,0.8716475095785441,0.32918837170223497,0.2727272727272727,0,0,0
54,20160608HTHH0,20160608,HH,HT,0.47916666666666663,0.9,5,5,0.3,0.25,0.025,0.0,0.025,2,0,0.0,0.0,0.1,0,0.0,0.25,0.0,0.2,11,0.2,15,3,0.1111111111111111,0.8444444444444444,0.37027390354562256,0.44,0,0,0
55,20160609HTHH0,20160609,HH,HT,0.35416666666666663,0.9117647058823529,1,1,0.14705882352941177,0.11764705882352941,0.0,0.0,0.029411764705882353,0,0,0.029411764705882353,0.0,0.058823529411764705,0,0.0,0.29411764705882354,0.4,0.4,6,0.0,5,0,0.0967741935483871,0.4701857282502444,0.13333893463283483,0.2,0,0,0
56,20160610LGHH0,20160610,HH,LG,0.41666666666666663,0.972972972972973,2,2,0.24324324324324326,0.1891891891891892,0.02702702702702703,0.0,0.02702702702702703,0,0,0.0,0.0,0.0,0,0.02702702702702703,0.24324324324324326,0.2,0.0,7,0.2,5,1,0.1111111111111111,0.6313813813813813,0.222735674676525,0.3076923076923077,0,0,0
57,20160611LGHH0,20160611,HH,LG,0.5,0.8048780487804879,3,3,0.1951219512195122,0.1951219512195122,0.0,0.0,0.0,0,0,0.04878048780487805,0.0,0.14634146341463414,2,0.0,0.12195121951219512,0.2,0.0,11,0.222222222,9,2,0.0,0.6013986013986015,0.22912115610821715,0.2857142857142857,0,0,0
58,20160612LGHH0,20160612,HH,LG,0.5208333333333334,0.8095238095238095,6,6,0.2619047619047619,0.21428571428571427,0.0,0.0,0.047619047619047616,0,0,0.0,0.023809523809523808,0.14285714285714285,1,0.023809523809523808,0.14285714285714285,0.2,0.0,10,0.3,10,3,0.1764705882352941,0.9285714285714286,0.40858679213577553,0.3333333333333333,0,0,0
59,20160614HHKT0,20160614,HH,KT,0.45833333333333337,0.8717948717948718,3,3,0.1794871794871795,0.1282051282051282,0.0,0.0,0.05128205128205128,0,1,0.0,0.0,0.10256410256410256,0,0.02564102564102564,0.23076923076923078,0.0,0.2,9,0.0,8,0,0.1764705882352941,0.6900452488687783,0.2702066879516048,0.21739130434782608,0,0,1
60,20160616HHKT0,20160616,HH,KT,0.4375,0.9736842105263158,4,4,0.3157894736842105,0.2631578947368421,0.0,0.02631578947368421,0.02631578947368421,0,0,0.0,0.0,0.0,0,0.02631578947368421,0.10526315789473684,0.4,0.2,7,0.222222222,9,2,0.13513513513513514,0.8015647226173542,0.2928919509326164,0.34375,0,0,1
61,20160617WOHH0,20160617,HH,WO,0.41666666666666663,0.8108108108108109,8,8,0.2972972972972973,0.1891891891891892,0.02702702702702703,0.0,0.08108108108108109,1,2,0.05405405405405406,0.02702702702702703,0.10810810810810811,0,0.0,0.1891891891891892,0.0,0.0,5,0.428571429,7,3,0.3333333333333333,1.1285714285714286,0.43261636699714323,0.3809523809523809,0,0,0
62,20160618WOHH0,20160618,HH,WO,0.5,0.9024390243902439,6,6,0.2682926829268293,0.17073170731707318,0.04878048780487805,0.024390243902439025,0.024390243902439025,0,0,0.0,0.024390243902439025,0.07317073170731707,0,0.0,0.14634146341463414,0.2,0.2,8,0.3,10,3,0.1891891891891892,0.8279499011206328,0.3455721727440767,0.3225806451612903,0,0,0
63,20160619WOHH0,20160619,HH,WO,0.4375,0.9210526315789473,6,6,0.23684210526315788,0.10526315789473684,0.07894736842105263,0.02631578947368421,0.02631578947368421,1,0,0.0,0.0,0.07894736842105263,0,0.0,0.05263157894736842,0.0,0.4,5,0.3,10,3,0.2285714285714286,0.8015037593984962,0.32171063686775336,0.25,0,0,0
64,20160621HHNC0,20160621,HH,NC,0.5,0.8780487804878049,8,8,0.2682926829268293,0.14634146341463414,0.04878048780487805,0.024390243902439025,0.04878048780487805,1,0,0.024390243902439025,0.0,0.07317073170731707,0,0.024390243902439025,0.14634146341463414,0.4,0.0,6,0.375,16,6,0.2777777777777778,0.9583333333333334,0.38128045706603925,0.32142857142857145,0,0,1
65,20160623HHNC0,20160623,HH,NC,0.625,0.9148936170212766,3,3,0.2127659574468085,0.1702127659574468,0.0425531914893617,0.0,0.0,1,1,0.02127659574468085,0.0,0.0425531914893617,0,0.02127659574468085,0.23404255319148937,0.2,0.0,8,0.333333333,9,3,0.04651162790697674,0.5616784630940344,0.21450176440934288,0.3125,0,0,1
66,20160624LTHH0,20160624,HH,LT,0.39583333333333337,0.9444444444444444,2,2,0.19444444444444445,0.1388888888888889,0.027777777777777776,0.0,0.027777777777777776,0,1,0.0,0.0,0.027777777777777776,0,0.027777777777777776,0.3055555555555556,0.2,0.0,4,0.5,2,1,0.11764705882352945,0.5735294117647058,0.18089396740043692,0.2727272727272727,0,0,0
67,20160625LTHH0,20160625,HH,LT,0.5625,0.8636363636363636,8,8,0.3409090909090909,0.18181818181818182,0.06818181818181818,0.022727272727272728,0.06818181818181818,1,0,0.0,0.0,0.13636363636363635,0,0.0,0.20454545454545456,0.0,0.0,12,0.4166666670000001,12,5,0.368421052631579,1.2404306220095696,0.578558225508318,0.4615384615384616,0,0,0
68,20160626LTHH0,20160626,HH,LT,0.45833333333333337,0.9743589743589743,4,4,0.3076923076923077,0.20512820512820512,0.07692307692307693,0.0,0.02564102564102564,0,0,0.0,0.02564102564102564,0.0,0,0.0,0.2564102564102564,0.0,0.2,8,0.1,10,1,0.15789473684210525,0.7813765182186234,0.3244832801209881,0.3928571428571429,0,0,0
69,20160628HHWO0,20160628,HH,WO,0.5208333333333334,0.9047619047619048,13,13,0.3333333333333333,0.11904761904761904,0.09523809523809523,0.0,0.11904761904761904,0,1,0.023809523809523808,0.023809523809523808,0.023809523809523808,0,0.023809523809523808,0.16666666666666666,0.0,0.2,2,0.625,8,5,0.5,1.2586649550706035,0.5590657032431523,0.3333333333333333,0,0,1
70,20160629HHWO0,20160629,HH,WO,0.39583333333333337,0.9166666666666666,4,4,0.25,0.2222222222222222,0.027777777777777776,0.0,0.0,0,0,0.0,0.0,0.05555555555555555,0,0.027777777777777776,0.25,0.4,0.0,5,0.25,8,2,0.03030303030303033,0.6363636363636364,0.20761216602251728,0.375,0,0,1
71,20160630HHWO0,20160630,HH,WO,0.5833333333333334,0.8444444444444444,5,5,0.28888888888888886,0.26666666666666666,0.022222222222222223,0.0,0.0,0,0,0.0,0.022222222222222223,0.1111111111111111,0,0.022222222222222223,0.17777777777777778,0.2,0.0,13,0.230769231,13,3,0.02631578947368418,0.7906432748538011,0.3621240127709629,0.41935483870967744,0,0,1
72,20160702OBHH0,20160702,HH,OB,0.39583333333333337,0.8055555555555556,1,1,0.16666666666666666,0.1388888888888889,0.027777777777777776,0.0,0.0,1,0,0.027777777777777776,0.027777777777777776,0.1388888888888889,0,0.0,0.1388888888888889,0.2,0.0,8,0.0,7,0,0.03448275862068967,0.5556650246305419,0.218618719542934,0.24,0,0,0
73,20160706HHSK0,20160706,HH,SK,0.7083333333333334,0.8235294117647058,13,13,0.3137254901960784,0.21568627450980393,0.058823529411764705,0.0196078431372549,0.0196078431372549,3,0,0.0,0.0,0.1568627450980392,0,0.0196078431372549,0.11764705882352941,0.0,0.0,11,0.411764706,17,7,0.19047619047619047,1.0616246498599442,0.5682238279280792,0.42857142857142855,0,0,1
74,20160707HHSK0,20160707,HH,SK,0.6041666666666666,0.9565217391304348,14,14,0.391304347826087,0.2391304347826087,0.043478260869565216,0.021739130434782608,0.08695652173913043,0,1,0.0,0.0,0.043478260869565216,0,0.0,0.17391304347826086,0.2,0.2,5,0.857142857,7,6,0.3636363636363636,1.2075098814229248,0.56713157452529,0.4375,0,0,1
75,20160708SSHH0,20160708,HH,SS,0.375,0.9428571428571428,6,6,0.2571428571428571,0.11428571428571428,0.05714285714285714,0.0,0.08571428571428572,0,0,0.0,0.0,0.02857142857142857,0,0.02857142857142857,0.08571428571428572,0.0,0.0,5,0.333333333,6,2,0.33333333333333337,0.9203463203463204,0.3541421609813477,0.2222222222222222,0,0,0
76,20160709SSHH0,20160709,HH,SS,0.7291666666666666,0.8269230769230769,4,4,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0,2,0.019230769230769232,0.0,0.15384615384615385,0,0.0,0.1346153846153846,0.4,0.0,12,0.272727273,11,3,0.0,0.6712266301869585,0.2818013779196774,0.3333333333333333,0,0,0
77,20160710SSHH0,20160710,HH,SS,0.5416666666666666,0.7441860465116279,9,10,0.27906976744186046,0.18604651162790697,0.046511627906976744,0.0,0.046511627906976744,0,0,0.023255813953488372,0.046511627906976744,0.13953488372093023,0,0.046511627906976744,0.06976744186046512,0.2,0.0,9,0.214285714,14,3,0.25,1.1011904761904765,0.4957150058813645,0.3448275862068966,0,0,0
