,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,H1,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,CUM_HP,CUM_R,CUM_H1,CUM_H2,CUM_H3,cFIP,K/9,BB/9,K/BB,OAVG,OOBP,OSLG,OOPS,WHIP,BABIP,DICE,ERA,RA9,FIP,kFIP,HR/9,H/9
23,20160403LTWO0,20160403,LT,WO,0,T,0,L,0,25,178,42,34,11,2,0,0,3,0,1,0,7,1,0,7,0,1,0,0,6,6,2.666666667,3.333333333,1.8,9,10,76,19,16,26,0,94,1,1,12,23,3,0,3.792,0.5263157894736842,0.9235993208828522,0.349264705882353,0.2765957446808511,0.38392857142857145,0.30851063829787234,0.6924392097264438,0.7238153523343243,0.34210526315789475,0.2932330827067672,0.4440789473684211,0.4661654135338346,0.31971232428898344,0.3107287449392716,0.0,0.48268698060941817
24,20160405LGHT0,20160405,HT,LG,0,B,0,W,2,27,137,35,34,7,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,1,1,0.75,1.0,0.6,7,9,78,23,8,23,3,97,0,1,9,17,3,0,3.792,0.6963562753036439,0.4499586435070306,0.8455882352941176,0.2371134020618557,0.3018867924528302,0.3608247422680412,0.6627115347208714,0.10748553771809566,0.28169014084507044,0.351170568561873,0.3894230769230769,0.3021978021978022,0.3769708552317249,0.4275147928994084,0.46153846153846145,0.29251012145749
25,20160405LGHT0,20160405,LG,HT,0,T,0,L,0,24,123,31,28,6,1,0,1,0,0,0,0,3,0,0,10,2,1,0,0,4,2,2.0,1.588235294,0.6,4,13,93,29,9,32,1,117,0,2,15,24,7,0,3.792,0.7606112054329373,0.4245577523413111,0.9477124183006537,0.27350427350427353,0.3359375,0.35897435897435903,0.694911858974359,0.2799368673337166,0.3563218390804598,0.07513524343818878,0.47177419354838707,0.4792626728110599,0.11841314365858546,0.15322580645161332,0.12903225806451613,0.49066213921901525
26,20160405NCOB0,20160405,OB,NC,0,B,0,W,0,27,146,37,31,5,0,0,0,0,0,0,0,5,0,1,9,1,0,0,0,2,2,1.8,1.0,1.5,5,13,78,22,9,29,2,99,0,3,13,23,3,1,3.792,0.6477732793522268,0.5062034739454094,0.7189542483660132,0.2929292929292929,0.36936936936936937,0.404040404040404,0.7734097734097733,0.4638849522570454,0.36,0.30817009077878654,0.5625,0.49999999999999994,0.35977066411849,0.392011834319527,0.30769230769230765,0.6022267206477728
27,20160405NCOB0,20160405,NC,OB,0,T,0,L,0,24,156,39,28,6,1,1,0,2,1,0,0,7,0,4,5,0,0,0,0,6,6,2.5,3.0,1.875,4,14,78,23,15,22,2,95,0,5,14,13,6,1,3.792,0.6963562753036439,0.8436724565756824,0.4509803921568628,0.23157894736842105,0.3652173913043478,0.37894736842105264,0.7441647597254004,0.4129707501800526,0.2857142857142857,0.5231724796942189,0.6057692307692308,0.5494505494505495,0.5489727663640708,0.5961538461538466,0.30769230769230765,0.24089068825910942
28,20160405SKLT0,20160405,LT,SK,0,B,0,W,3,27,152,35,30,4,2,0,0,1,0,0,1,2,0,2,12,0,0,0,1,1,1,0.75,0.666666667,0.666666667,2,11,103,31,18,30,0,124,2,3,13,25,5,0,3.792,0.7194685743484925,0.7666771061697462,0.5065359477124184,0.2419354838709677,0.3469387755102041,0.28225806451612906,0.6291968400263331,0.37985180319793077,0.3157894736842105,0.1919435566544052,0.3604368932038835,0.34396671289875164,0.2114816378218659,0.23431665421956727,0.0,0.2779764946346449
29,20160405SKLT0,20160405,SK,LT,0,T,0,L,0,24,111,34,30,5,0,0,0,0,0,0,0,3,0,1,7,0,1,0,1,2,2,0.375,1.0,1.333333333,5,17,108,26,19,31,3,133,1,3,18,26,2,0,3.792,0.49122807017543857,0.7718040621266428,0.40247678018575855,0.2330827067669173,0.33974358974358976,0.3157894736842105,0.6555330634278003,0.3677136816671698,0.26666666666666666,0.49689440993788836,0.53125,0.49999999999999994,0.5341614906832296,0.544871794871795,0.3333333333333333,0.26096491228070173
30,20160405SSKT0,20160405,KT,SS,0,B,0,W,0,27,181,45,38,10,2,0,0,0,0,0,0,6,0,1,6,1,1,0,0,3,2,1.5,0.75,0.461538462,8,14,109,23,15,38,2,143,1,4,15,25,11,0,3.792,0.3785610816030902,0.603728913879846,0.4509803921568628,0.2657342657342657,0.3496932515337423,0.38461538461538464,0.7343086361491269,0.46014813008625666,0.3025210084033613,0.37728645506866487,0.43348623853211005,0.38794233289646124,0.43267422645164955,0.4130204657727595,0.2201834862385321,0.5089328826653788
31,20160405SSKT0,20160405,SS,KT,0,T,0,L,0,24,159,42,32,11,4,0,1,2,0,0,2,8,0,0,6,1,1,0,0,8,8,1.846153846,4.714285714,2.0,6,18,78,15,15,31,4,101,3,1,19,17,10,0,3.792,0.3076923076923077,0.8436724565756824,0.29411764705882354,0.3069306930693069,0.39166666666666666,0.5247524752475248,0.9164191419141914,0.8711985688729873,0.3176470588235294,0.7811753463927381,0.778846153846154,0.7967032967032968,0.8069756330625898,0.8091715976331363,0.6153846153846153,0.7054655870445342
32,20160405WOHH0,20160405,HH,WO,0,B,0,W,0,27,180,40,32,7,0,0,1,2,2,0,0,7,0,1,11,1,3,0,1,5,3,2.4,2.166666667,1.2,6,15,91,31,19,28,3,114,0,2,18,20,4,1,3.792,0.8698669751301331,0.9159872385678838,0.47987616099071206,0.2456140350877193,0.362962962962963,0.3771929824561404,0.7401559454191033,0.5802602712901714,0.3125,0.47771483175209917,0.5563186813186813,0.6200941915227629,0.49982936318340043,0.5822062552831787,0.3956043956043956,0.34412955465587014
33,20160405WOHH0,20160405,WO,HH,0,T,0,L,0,24,129,41,35,13,4,0,0,1,0,0,1,4,0,1,1,1,1,0,0,9,8,2.333333333,2.470588235,1.666666667,9,16,105,21,15,44,0,144,2,1,19,33,10,1,3.792,0.33684210526315794,0.6267281105990782,0.4117647058823529,0.3055555555555556,0.3703703703703704,0.3888888888888889,0.7592592592592593,0.760642015791517,0.35200000000000004,0.24330079858030185,0.5142857142857142,0.5551020408163265,0.24330079858030174,0.19725274725274755,0.0,0.7924812030075187
34,20160406NCOB0,20160406,OB,NC,0,B,0,W,0,27,118,29,28,2,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0.0,0.333333333,0.857142857,2,13,105,34,10,31,2,127,0,3,13,25,3,1,3.792,0.8060150375939847,0.41781874039938566,1.0,0.2440944881889764,0.3142857142857143,0.3307086614173229,0.6449943757030372,0.07984639944772853,0.31868131868131866,0.12830523513753334,0.4178571428571429,0.3346938775510205,0.18580301685891742,0.2368131868131872,0.22857142857142854,0.293984962406015
35,20160406NCOB0,20160406,NC,OB,0,T,0,L,0,24,133,32,30,5,0,0,1,0,0,0,0,1,0,1,8,0,0,1,0,2,2,0.272727273,0.75,0.3,4,16,102,31,16,27,3,125,0,6,16,17,6,1,3.792,0.7306501547987614,0.6881720430107525,0.5698529411764706,0.21600000000000003,0.3333333333333333,0.35200000000000004,0.6853333333333333,0.20332403574537627,0.2637362637362637,0.38911216660577286,0.5294117647058822,0.4621848739495797,0.48776032151991255,0.5418552036199097,0.3529411764705882,0.17105263157894723
36,20160406SKLT0,20160406,LT,SK,0,B,0,W,0,15,74,21,16,1,0,0,0,0,0,0,0,4,0,1,2,1,0,0,0,1,0,1.5,1.333333333,0.428571429,1,11,118,33,22,31,0,140,2,4,14,26,5,0,3.792,0.6387154326494202,0.8179332968835429,0.4411764705882353,0.22142857142857145,0.3392857142857143,0.2571428571428571,0.5964285714285714,0.3128682511812191,0.28440366972477066,0.22202337088114543,0.3146186440677966,0.3147699757869249,0.2731866512264449,0.2832464146023469,0.0,0.163024085637823
37,20160406SKLT0,20160406,SK,LT,0,T,0,L,0,15,112,31,27,14,3,0,3,1,1,1,0,2,0,1,2,0,0,0,0,11,11,2.5,3.428571429,6.0,8,28,123,28,21,45,6,160,1,4,29,34,5,0,3.792,0.4415917843388959,0.7490165224232885,0.39215686274509803,0.28125,0.3763440860215054,0.425,0.8013440860215053,0.6600909017244809,0.3070866141732284,0.6848962278442662,0.7682926829268292,0.7665505226480835,0.7339797000454477,0.7565666041275799,0.5853658536585366,0.5783055198973045
38,20160406SSKT0,20160406,KT,SS,0,B,0,L,0,27,170,47,41,14,3,1,0,2,0,1,0,5,0,0,3,1,1,1,0,11,7,1.636363636,1.8,4.5,10,21,136,26,20,52,2,184,1,4,26,35,14,1,3.792,0.3034055727554177,0.6451612903225805,0.3823529411764706,0.2826086956521739,0.3636363636363637,0.4021739130434783,0.7658102766798419,0.6316023238047863,0.3184713375796178,0.3726708074534163,0.5211397058823529,0.5945378151260501,0.43185970040190014,0.39592760180995523,0.17647058823529407,0.6447368421052625
39,20160406SSKT0,20160406,SS,KT,0,T,0,W,0,27,138,38,36,7,2,0,3,0,0,0,0,2,0,0,6,0,1,0,0,6,6,3.0,0.428571429,1.5,2,24,105,21,17,38,7,137,3,1,25,19,12,0,3.792,0.33684210526315794,0.7102918586789553,0.3633217993079585,0.2773722627737226,0.35443037974683544,0.5182481751824818,0.8726785549293172,0.6093541010484531,0.2767857142857143,0.8438331854480926,0.7714285714285715,0.7755102040816326,0.8629991126885538,0.882967032967033,0.7999999999999999,0.5624060150375939
40,20160406WOHH0,20160406,HH,WO,0,B,0,L,0,27,177,40,32,6,2,0,0,0,0,0,0,7,0,1,12,0,2,0,1,6,6,2.571428571,1.941176471,0.9,4,21,118,43,26,34,3,146,0,3,24,24,6,1,3.792,0.9598572702943797,0.9666484417714598,0.4864253393665158,0.2328767123287671,0.36,0.3493150684931507,0.7093150684931506,0.5484543048595076,0.31,0.39825244762606604,0.600635593220339,0.641646489104116,0.4323613011895989,0.5237940026075624,0.30508474576271183,0.2653880463871542
41,20160406WOHH0,20160406,WO,HH,0,T,0,W,1,27,124,36,35,11,3,0,2,1,0,1,0,0,0,0,5,1,1,0,0,4,4,0.6,1.411764706,1.5,6,20,132,26,15,55,2,179,2,1,23,39,13,1,3.792,0.3253588516746412,0.49853372434017595,0.5098039215686275,0.30726256983240224,0.3604060913705584,0.4245810055865922,0.7849870969571506,0.6351418137887481,0.3464052287581699,0.3015245623941277,0.5113636363636364,0.529220779220779,0.31677018633540377,0.2814685314685318,0.18181818181818182,0.782894736842105
42,20160407LGHT0,20160407,HT,LG,0,B,0,L,0,27,162,43,38,11,1,0,2,2,0,0,0,4,0,1,9,0,0,0,0,8,8,1.875,2.0625,2.625,8,17,105,32,12,34,5,135,0,2,17,25,4,0,3.792,0.7338345864661653,0.5013824884792627,0.7843137254901961,0.2518518518518518,0.3221476510067114,0.3925925925925926,0.7147402435993041,0.26895629287655876,0.2959183673469388,0.46051464063886427,0.5464285714285714,0.48163265306122444,0.4796805678793258,0.5467032967032969,0.5714285714285714,0.4090225563909772
43,20160407LGHT0,20160407,LG,HT,0,T,0,W,2,27,137,37,34,9,5,0,0,1,1,0,0,2,0,1,6,1,1,0,0,4,4,3.0,1.071428571,0.666666667,4,17,120,35,11,41,1,151,0,3,19,28,12,0,3.792,0.6842105263157894,0.4021505376344086,0.9358288770053476,0.271523178807947,0.3333333333333333,0.3708609271523179,0.7041942604856513,0.2500453035336756,0.3478260869565217,0.08757763975155286,0.478125,0.4678571428571429,0.1211180124223602,0.14038461538461566,0.09999999999999999,0.4809210526315787
44,20160407NCOB0,20160407,OB,NC,0,B,0,L,0,27,159,43,41,15,2,1,0,0,1,0,0,2,0,0,4,0,0,0,0,8,8,4.2,3.857142857,2.333333333,12,21,132,38,12,46,2,168,0,3,21,37,5,2,3.792,0.6698564593301433,0.39882697947214074,0.9313725490196079,0.27380952380952384,0.3333333333333333,0.3630952380952381,0.6964285714285714,0.2741138354246171,0.34375,0.13382269904009036,0.5369318181818182,0.4707792207792208,0.1795595708639186,0.20279720279720304,0.18181818181818182,0.5083732057416265
45,20160407NCOB0,20160407,NC,OB,0,T,0,W,0,27,156,40,36,10,1,0,0,0,0,0,0,2,0,2,9,1,1,0,0,2,2,0.75,1.0,1.090909091,9,18,129,40,18,37,3,161,0,8,18,26,7,1,3.792,0.7539779681762548,0.6121530382595648,0.6535947712418301,0.2298136645962733,0.33689839572192515,0.3416149068322981,0.6785133025542233,0.22233850519410248,0.288135593220339,0.3037700418893543,0.4709302325581395,0.3953488372093022,0.39737108190090986,0.4485688729874774,0.27906976744186046,0.26009791921664605
46,20160407SKLT0,20160407,LT,SK,0,B,0,L,0,27,156,42,36,12,1,0,3,2,1,0,2,3,0,1,5,0,1,0,0,8,8,1.714285714,1.666666667,1.5,8,19,145,38,25,43,3,176,4,5,22,34,6,0,3.792,0.5720508166969147,0.7563959955506119,0.4470588235294118,0.24431818181818185,0.3476190476190476,0.3295454545454545,0.6771645021645021,0.39155167206490393,0.28776978417266186,0.3946455343756695,0.4422413793103448,0.4423645320197043,0.4501606339687302,0.46803713527851476,0.2482758620689655,0.29927404718693273
47,20160407SKLT0,20160407,SK,LT,0,T,0,W,0,27,143,33,31,5,1,0,1,0,0,0,1,1,0,0,8,0,1,0,0,3,3,0.0,0.666666667,0.6,3,31,150,36,22,50,7,191,2,4,32,37,6,0,3.792,0.488421052631579,0.6434408602150538,0.4812834224598931,0.2617801047120419,0.3470319634703196,0.4031413612565445,0.7501733247268639,0.43537299909392924,0.2866666666666667,0.5850931677018635,0.6975,0.6799999999999999,0.638757763975155,0.6653846153846158,0.5599999999999999,0.4473684210526315
48,20160407SSKT0,20160407,KT,SS,0,B,0,L,0,27,187,40,35,9,2,0,1,3,0,1,0,4,0,0,4,0,0,0,0,3,3,0.692307692,1.4444444440000002,1.2,6,24,163,30,24,61,3,219,1,4,29,41,16,1,3.792,0.27639651275427823,0.6459528992677617,0.36764705882352944,0.2785388127853881,0.3588709677419355,0.4018264840182648,0.7606974517602003,0.6000726338863023,0.31016042780748665,0.4148534847387877,0.49693251533742333,0.5433829973707271,0.4642380825362956,0.4269702689948093,0.22085889570552145,0.6120439134646428
49,20160407SSKT0,20160407,SS,KT,0,T,0,W,1,27,139,34,30,4,1,0,0,0,1,0,0,4,0,0,9,0,1,0,0,1,1,2.0,0.8888888890000001,1.0,3,25,132,30,21,42,7,167,3,1,26,22,13,0,3.792,0.4401913875598088,0.6979472140762464,0.42016806722689076,0.25149700598802394,0.3333333333333333,0.4550898203592814,0.7884231536926147,0.4245421597430057,0.2631578947368421,0.6826651609260307,0.6392045454545454,0.6168831168831168,0.6979107848673068,0.722027972027972,0.6363636363636365,0.38636363636363635
50,20160407WOHH0,20160407,HH,WO,0,B,0,L,0,27,141,37,33,7,1,1,2,1,0,0,0,4,1,0,4,1,1,0,0,7,7,3.75,3.0,1.5,3,28,145,47,30,41,5,179,0,3,31,27,7,2,3.792,0.8072595281306716,0.907675194660734,0.4607843137254903,0.2290502793296089,0.3490566037735849,0.3743016759776536,0.7233582797512386,0.47371666024432635,0.28346456692913385,0.4871707003641038,0.6517241379310346,0.6817733990147781,0.5288070250588991,0.6017241379310346,0.41379310344827586,0.2437386569872958
