G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,H1,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,CUM_HP,CUM_R,CUM_H1,CUM_H2,CUM_H3,cFIP,K/9,BB/9,K/BB,OAVG,OOBP,OSLG,OOPS,WHIP,BABIP,DICE,ERA,RA9,FIP,kFIP,HR/9,H/9
20170401HHOB0,20170401,HH,OB,0,T,0,W,0,33,208,49,42,9,0,0,1,1,0,0,1,6,0,0,7,0,1,0,0,5,5,3.0,1.363636364,3.0,8,6,57,15,8,13,1,69,3,2,8,11,1,0,3.735,7.105263157894737,3.789473684210526,1.875,0.18840579710144928,0.2804878048780488,0.2463768115942029,0.5268646164722517,1.105263157894737,0.21428571428571427,3.3684210526315788,2.8421052631578947,3.789473684210526,4.41921052631579,5.261315789473684,0.47368421052631576,6.157894736842105
20170401HTSS0,20170401,SS,HT,0,B,0,L,0,30,167,49,43,14,2,1,0,0,0,1,1,3,1,1,9,0,0,0,2,9,7,3.0,1.714285714,1.363636364,11,13,57,14,11,21,3,77,1,1,16,13,3,2,3.735,6.631578947368421,5.2105263157894735,1.2727272727272727,0.2727272727272727,0.36666666666666664,0.4805194805194805,0.8471861471861472,1.6842105263157894,0.29508196721311475,5.473684210526316,6.157894736842105,7.578947368421052,6.208684210526316,7.103421052631578,1.4210526315789473,9.947368421052632
20170401HTSS0,20170401,HT,SS,0,T,0,W,0,30,182,47,39,10,1,0,1,1,0,1,0,4,1,3,8,0,2,0,0,7,3,2.333333333,0.681818182,1.2,8,5,57,15,5,17,3,70,0,3,9,12,2,0,3.735,7.105263157894737,2.3684210526315788,3.0,0.24285714285714285,0.32051282051282054,0.4,0.7205128205128206,1.1578947368421053,0.2692307692307692,4.7368421052631575,2.3684210526315788,4.2631578947368425,5.471842105263158,6.419210526315789,1.4210526315789473,8.052631578947368
20170401KTSK0,20170401,SK,KT,0,B,0,L,0,27,112,30,30,3,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,2,0.0,0.333333333,0.75,2,4,54,14,2,12,2,65,0,0,5,8,2,0,3.735,7.0,1.0,7.0,0.18461538461538463,0.208955223880597,0.3076923076923077,0.5166475315729047,0.7777777777777778,0.20408163265306123,3.2222222222222223,2.0,2.5,3.957222222222222,4.846111111111111,1.0,6.0
20170401KTSK0,20170401,KT,SK,0,T,0,W,1,27,108,32,32,7,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0.0,0.7777777779999999,0.272727273,7,2,54,13,0,15,0,65,0,1,2,14,1,0,3.735,6.5,0.0,0.0,0.23076923076923078,0.24242424242424243,0.24615384615384617,0.4885780885780886,0.8333333333333334,0.28846153846153844,1.5555555555555556,1.0,1.0,2.457222222222222,3.179444444444444,0.0,7.5
20170401LGWO0,20170401,WO,LG,0,B,0,L,0,27,150,39,36,11,5,0,2,1,0,1,0,1,0,1,9,0,0,1,0,8,8,1.5,7.5,0.6,4,9,54,19,4,15,3,67,0,1,10,7,5,0,3.735,9.5,2.0,4.75,0.22388059701492538,0.2777777777777778,0.43283582089552236,0.7106135986733002,1.0555555555555556,0.26666666666666666,3.888888888888889,4.5,5.0,4.623888888888889,5.846111111111111,1.5,7.5
20170401LGWO0,20170401,LG,WO,0,T,0,W,0,27,147,40,37,12,3,0,0,1,0,0,0,2,0,1,9,1,1,0,0,3,3,1.0,3.0,1.6666666669999999,9,4,54,15,6,17,0,67,0,1,4,11,5,1,3.735,7.5,3.0,2.5,0.2537313432835821,0.32432432432432434,0.3582089552238806,0.6825332795482049,1.2777777777777777,0.3269230769230769,2.5,2.0,2.0,3.235,4.068333333333333,0.0,8.5
20170401LTNC0,20170401,NC,LT,0,B,0,L,0,27,164,38,32,6,2,0,0,0,0,1,0,4,0,1,11,0,2,0,0,3,3,1.714285714,2.5714285709999998,1.125,4,6,54,19,4,13,1,65,0,2,8,8,4,0,3.735,9.5,2.0,4.75,0.2,0.2676056338028169,0.3076923076923077,0.5752979414951246,0.9444444444444444,0.26666666666666666,2.4444444444444446,3.0,4.0,3.346111111111111,4.457222222222222,0.5,6.5
20170401LTNC0,20170401,LT,NC,0,T,0,W,1,27,174,38,35,7,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0.0,0.5,1.0,7,5,51,18,7,18,1,67,0,2,6,12,5,0,3.735,9.529411764705882,3.7058823529411766,2.5714285714285716,0.26865671641791045,0.35526315789473684,0.3880597014925373,0.7433228593872742,1.4705882352941178,0.3541666666666667,2.8823529411764706,2.6470588235294117,3.176470588235294,3.9702941176470588,5.087941176470588,0.5294117647058824,9.529411764705882
20170402HHOB0,20170402,OB,HH,0,B,0,W,0,36,184,54,44,8,1,1,1,2,0,0,0,7,0,3,9,0,0,0,0,4,4,1.6666666669999999,1.4444444440000002,3.0,5,10,96,25,16,28,2,117,0,3,10,22,3,1,3.735,7.03125,4.5,1.5625,0.23931623931623933,0.34558823529411764,0.3333333333333333,0.678921568627451,1.375,0.28888888888888886,4.03125,2.8125,2.8125,4.766249999999999,5.609999999999999,0.5625,7.875
20170402HHOB0,20170402,HH,OB,0,T,0,L,0,34,181,46,40,8,0,0,2,0,0,1,0,5,1,0,7,2,0,0,0,5,2,6.0,1.038461538,1.25,6,8,91,22,13,21,3,109,3,2,13,17,1,0,3.735,6.527472527472527,3.857142857142857,1.6923076923076923,0.1926605504587156,0.28346456692913385,0.28440366972477066,0.5678682366539045,1.120879120879121,0.20689655172413793,4.1208791208791204,2.3736263736263736,3.857142857142857,5.053681318681319,5.877857142857143,0.8901098901098902,6.230769230769231
20170402HTSS0,20170402,SS,HT,0,B,0,W,0,27,151,40,38,10,3,0,1,0,0,0,0,2,0,0,12,0,0,0,0,3,2,0.666666667,1.0,1.6666666669999999,6,15,84,26,13,31,4,115,1,1,19,19,6,2,3.735,8.357142857142858,4.178571428571429,2.0,0.26956521739130435,0.34615384615384615,0.4608695652173913,0.8070234113712375,1.5714285714285714,0.313953488372093,4.392857142857142,4.821428571428571,6.107142857142857,5.234999999999999,6.3064285714285715,1.2857142857142858,9.964285714285714
20170402HTSS0,20170402,HT,SS,0,T,0,L,0,24,191,48,40,17,2,1,2,1,0,1,1,4,0,2,6,1,2,0,0,16,15,3.0,3.75,2.625,12,20,81,21,9,34,5,110,1,5,25,24,4,1,3.735,7.0,3.0,2.3333333333333335,0.3090909090909091,0.384,0.5,0.884,1.5925925925925926,0.3411764705882353,5.074074074074074,6.666666666666667,8.333333333333334,6.142407407407408,7.10537037037037,1.6666666666666667,11.333333333333334
20170402KTSK0,20170402,SK,KT,0,B,0,L,0,27,178,46,38,11,1,0,2,1,0,0,1,7,0,0,6,0,0,0,1,8,7,3.0,1.928571429,3.0,8,11,81,20,9,23,4,103,1,0,13,16,3,0,3.735,6.666666666666667,3.0,2.2222222222222223,0.22330097087378642,0.2831858407079646,0.36893203883495146,0.6521178795429161,1.1851851851851851,0.2375,4.444444444444445,3.6666666666666665,4.333333333333333,5.179444444444444,6.068333333333333,1.3333333333333333,7.666666666666667
20170402KTSK0,20170402,KT,SK,0,T,0,W,0,27,102,28,28,3,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,1,1,0.0,0.5,0.375,2,3,81,17,0,18,1,93,0,1,3,16,1,0,3.735,5.666666666666667,0.0,0.0,0.1935483870967742,0.20212765957446807,0.23655913978494625,0.43868679935941435,0.6666666666666666,0.22666666666666666,2.2222222222222223,1.0,1.0,3.0683333333333334,3.735,0.3333333333333333,6.0
20170402LGWO0,20170402,WO,LG,0,B,0,L,0,27,158,41,36,10,2,0,1,1,1,0,0,5,0,0,9,0,2,0,0,9,9,4.2,1.2,1.0,7,18,81,28,9,25,4,103,0,1,19,14,7,0,3.735,9.333333333333334,3.0,3.111111111111111,0.24271844660194175,0.30973451327433627,0.42718446601941745,0.7369189792937537,1.2592592592592593,0.29577464788732394,3.851851851851852,6.0,6.333333333333333,4.697962962962963,5.883148148148148,1.3333333333333333,8.333333333333334
20170402LGWO0,20170402,LG,WO,0,T,0,W,2,27,136,33,28,3,1,0,0,1,1,0,1,4,0,0,6,0,1,0,0,2,1,1.2,0.666666667,0.6,2,5,81,21,10,20,0,95,1,1,6,13,6,1,3.735,7.0,3.3333333333333335,2.1,0.21052631578947367,0.2897196261682243,0.29473684210526313,0.5844564682734874,1.1111111111111112,0.26666666666666666,2.5555555555555554,1.6666666666666667,2.0,3.4016666666666664,4.179444444444444,0.0,6.666666666666667
20170402LTNC0,20170402,NC,LT,0,B,0,L,0,27,170,45,37,13,2,0,5,1,0,0,1,5,0,2,10,1,1,0,0,12,12,1.875,2.307692308,2.25,6,18,81,29,9,26,6,102,1,4,20,14,6,0,3.735,9.666666666666666,3.0,3.2222222222222223,0.2549019607843137,0.33620689655172414,0.49019607843137253,0.8264029749830967,1.2962962962962963,0.29411764705882354,4.962962962962963,6.0,6.666666666666667,5.9201851851851846,7.216481481481481,2.0,8.666666666666666
20170402LTNC0,20170402,LT,NC,0,T,0,W,1,27,149,36,31,4,0,1,0,2,0,0,0,4,0,1,10,1,0,0,0,4,4,1.5,0.6,1.0,3,9,78,28,11,22,1,98,0,3,10,15,5,1,3.735,9.692307692307692,3.8076923076923075,2.5454545454545454,0.22448979591836735,0.32142857142857145,0.32653061224489793,0.6479591836734694,1.2692307692307692,0.30434782608695654,2.730769230769231,3.1153846153846154,3.4615384615384617,3.6965384615384616,4.811923076923077,0.34615384615384615,7.615384615384615
20170404NCHH0,20170404,HH,NC,0,B,0,W,0,27,139,34,31,3,1,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0.75,1.0,0.6,2,8,118,32,16,24,3,140,3,2,13,19,2,0,3.735,7.322033898305084,3.661016949152542,2.0,0.17142857142857143,0.2608695652173913,0.25,0.5108695652173914,1.0169491525423728,0.19444444444444445,3.584745762711864,1.830508474576271,2.9745762711864403,4.47228813559322,5.362118644067796,0.6864406779661016,5.491525423728813
20170404NCHH0,20170404,NC,HH,0,T,0,L,0,24,140,37,31,10,3,0,1,0,1,2,0,2,0,2,5,2,1,0,0,6,5,1.0909090909999999,3.0,0.545454545,6,23,105,34,11,36,7,133,1,6,26,20,9,0,3.735,8.742857142857142,2.8285714285714287,3.090909090909091,0.2706766917293233,0.3509933774834437,0.49624060150375937,0.8472339789872031,1.3428571428571427,0.3118279569892473,4.771428571428571,5.914285714285715,6.685714285714286,5.849285714285714,7.020714285714286,1.8,9.257142857142858
20170404OBKT0,20170404,KT,OB,0,B,0,L,0,27,147,40,32,8,3,0,0,3,0,0,1,5,0,2,4,1,0,0,0,2,2,1.363636364,1.4444444440000002,2.0,5,5,108,21,5,26,1,125,1,3,5,21,4,0,3.735,5.25,1.25,4.2,0.208,0.2537313432835821,0.264,0.5177313432835822,0.8611111111111112,0.2403846153846154,2.7777777777777777,1.25,1.25,3.596111111111111,4.207222222222222,0.25,6.5
20170404OBKT0,20170404,OB,KT,0,T,0,W,1,27,139,32,30,3,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0.0,0.5555555560000001,0.6,3,10,123,32,18,31,2,147,0,3,10,25,3,1,3.735,7.024390243902439,3.951219512195122,1.7777777777777777,0.2108843537414966,0.30952380952380953,0.2857142857142857,0.5952380952380952,1.1951219512195121,0.25663716814159293,3.3902439024390243,2.1951219512195124,2.1951219512195124,4.344756097560976,5.174024390243902,0.43902439024390244,6.804878048780488
20170404SKHT0,20170404,HT,SK,0,B,0,W,0,27,136,33,29,5,1,0,0,0,1,0,0,4,0,0,10,2,0,0,0,1,1,3.0,1.333333333,1.0,4,21,108,31,13,39,5,139,1,5,26,28,5,1,3.735,7.75,3.25,2.3846153846153846,0.2805755395683453,0.36075949367088606,0.43884892086330934,0.7996084145341954,1.4444444444444444,0.3269230769230769,4.166666666666667,5.25,6.5,5.318333333333333,6.318333333333333,1.25,9.75
20170404SKHT0,20170404,SK,HT,0,T,0,L,0,24,139,34,29,6,3,0,0,1,0,0,0,3,0,2,4,1,0,0,0,6,5,2.4,1.411764706,1.333333333,3,16,105,24,12,29,4,132,1,2,19,19,6,0,3.735,6.171428571428572,3.085714285714286,2.0,0.2196969696969697,0.2925170068027211,0.3560606060606061,0.6485776128633272,1.1714285714285715,0.23809523809523808,4.314285714285714,4.114285714285714,4.885714285714286,5.049285714285714,5.849285714285714,1.0285714285714285,7.457142857142857
20170404SSLG0,20170404,LG,SS,0,B,0,W,0,27,133,37,35,7,0,0,0,0,0,0,0,1,0,1,12,0,1,0,0,0,0,0.0,1.0,0.3,7,5,108,33,11,27,0,130,1,2,6,20,6,1,3.735,8.25,2.75,3.0,0.2076923076923077,0.2777777777777778,0.2692307692307692,0.5470085470085471,1.0555555555555556,0.2755102040816326,2.1666666666666665,1.25,1.5,2.985,3.9016666666666664,0.0,6.75
20170404SSLG0,20170404,SS,LG,0,T,0,L,0,24,158,44,41,16,2,0,0,2,0,0,0,2,0,1,5,0,0,0,0,11,6,2.1,6.0,2.25,14,21,108,31,15,47,4,156,1,2,30,33,8,2,3.735,7.75,3.75,2.066666666666667,0.30128205128205127,0.367816091954023,0.4551282051282051,0.822944297082228,1.7222222222222223,0.3524590163934426,4.055555555555555,5.25,7.5,4.873888888888889,5.846111111111111,1.0,11.75
20170404WOLT0,20170404,LT,WO,0,B,0,W,0,27,130,37,33,9,0,0,1,0,0,0,1,3,0,0,5,1,0,0,0,2,2,1.0,3.0,1.6666666669999999,8,11,105,33,14,31,2,131,1,3,12,23,5,1,3.735,8.485714285714286,3.6,2.357142857142857,0.2366412213740458,0.3221476510067114,0.33587786259541985,0.6580255136021312,1.2857142857142858,0.29896907216494845,3.057142857142857,2.8285714285714287,3.085714285714286,4.049285714285714,5.049285714285714,0.5142857142857142,7.9714285714285715
20170404WOLT0,20170404,WO,LT,0,T,0,L,0,24,111,31,31,9,1,0,2,1,1,0,0,0,0,0,7,1,0,0,0,5,5,3.0,9.0,1.5,6,23,105,35,9,34,6,134,0,1,24,20,8,0,3.735,9.0,2.3142857142857145,3.888888888888889,0.2537313432835821,0.3055555555555556,0.44776119402985076,0.7533167495854063,1.2285714285714286,0.3010752688172043,4.0,5.914285714285715,6.171428571428572,4.820714285714286,5.992142857142857,1.542857142857143,8.742857142857142
20170406NCHH0,20170406,HH,NC,0,B,0,L,0,27,150,39,35,11,1,0,0,0,0,1,0,1,0,2,8,3,0,0,0,5,5,0.9,1.928571429,2.142857143,10,13,145,40,17,35,3,175,3,4,18,29,3,0,3.735,7.448275862068965,3.1655172413793102,2.3529411764705883,0.2,0.2814070351758794,0.26857142857142857,0.549978463747308,1.0758620689655172,0.23703703703703705,3.3310344827586205,2.4206896551724135,3.3517241379310345,4.190172413793103,5.079827586206896,0.5586206896551724,6.517241379310344
20170406NCHH0,20170406,NC,HH,0,T,0,W,1,27,136,37,34,8,1,0,1,0,0,0,0,1,0,2,7,2,0,0,0,2,2,0.5,0.75,1.875,6,25,132,41,12,44,8,167,1,8,28,26,10,0,3.735,8.386363636363637,2.4545454545454546,3.4166666666666665,0.2634730538922156,0.3404255319148936,0.46706586826347307,0.8074914001783666,1.2727272727272727,0.3025210084033613,4.454545454545455,5.113636363636363,5.7272727272727275,5.598636363636364,6.712272727272727,1.6363636363636365,9.0
20170406OBKT0,20170406,KT,OB,0,B,0,W,2,27,131,36,34,7,0,0,1,0,0,0,0,1,0,1,11,0,0,0,0,1,1,0.0,1.0,1.0,6,6,135,32,6,33,2,159,1,4,6,27,4,0,3.735,6.4,1.2,5.333333333333333,0.20754716981132076,0.2529411764705882,0.27044025157232704,0.5233814280429152,0.8666666666666667,0.24603174603174602,2.6222222222222222,1.2,1.2,3.5572222222222223,4.312777777777778,0.4,6.6
20170406OBKT0,20170406,OB,KT,0,T,0,L,0,24,144,38,28,8,2,0,1,1,0,2,0,8,1,0,10,1,0,0,0,5,5,1.8,2.0526315790000003,3.0,5,15,147,42,26,39,3,175,0,3,15,30,5,1,3.735,7.714285714285714,4.775510204081633,1.6153846153846154,0.22285714285714286,0.3333333333333333,0.3142857142857143,0.6476190476190475,1.3265306122448979,0.27692307692307694,3.673469387755102,2.7551020408163267,2.7551020408163267,4.592142857142857,5.5105102040816325,0.5510204081632653,7.163265306122449
20170406SKHT0,20170406,HT,SK,0,B,0,W,1,27,156,37,34,8,1,0,2,2,0,0,1,2,0,0,5,0,0,0,0,4,4,0.857142857,1.2272727270000001,1.5,5,25,135,36,15,47,7,173,2,5,30,33,6,1,3.735,7.2,3.0,2.4,0.27167630057803466,0.3435897435897436,0.4393063583815029,0.7828961019712465,1.3777777777777778,0.30303030303030304,4.4222222222222225,5.0,6.0,5.490555555555556,6.446111111111112,1.4,9.4
20170406SKHT0,20170406,SK,HT,0,T,0,L,0,24,142,38,32,10,2,0,0,3,1,0,0,5,0,1,10,1,2,0,0,6,6,2.625,2.1,2.142857143,8,22,129,34,17,39,4,164,1,3,25,27,8,0,3.735,7.116279069767442,3.558139534883721,2.0,0.23780487804878048,0.31891891891891894,0.3597560975609756,0.6786750164798945,1.302325581395349,0.2755905511811024,3.883720930232558,4.604651162790698,5.232558139534884,4.758255813953488,5.641976744186047,0.8372093023255814,8.162790697674419
20170406SSLG0,20170406,LG,SS,0,B,0,W,0,27,105,31,31,4,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.6,0.3,3,5,135,40,11,31,0,161,1,2,6,23,6,2,3.735,8.0,2.2,3.6363636363636362,0.19254658385093168,0.25142857142857145,0.2546583850931677,0.5060869565217392,0.9333333333333333,0.2540983606557377,1.9555555555555555,1.0,1.2,2.823888888888889,3.7127777777777777,0.0,6.2
20170406SSLG0,20170406,SS,LG,0,T,0,L,0,24,134,34,29,8,0,1,1,0,1,1,1,3,0,0,6,0,1,0,0,4,3,1.285714286,1.5,2.142857143,6,24,132,37,18,55,5,185,2,2,34,39,8,3,3.735,7.568181818181818,3.6818181818181817,2.0555555555555554,0.2972972972972973,0.36231884057971014,0.4540540540540541,0.8163728946337643,1.6590909090909092,0.3448275862068966,4.0227272727272725,4.909090909090909,6.954545454545454,4.8940909090909095,5.848636363636364,1.0227272727272727,11.25
20170406WOLT0,20170406,LT,WO,0,B,0,W,0,27,114,34,34,8,1,0,2,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0.0,0.666666667,2.142857143,5,14,132,38,14,39,4,165,1,3,15,28,6,1,3.735,7.7727272727272725,2.8636363636363638,2.7142857142857144,0.23636363636363636,0.30601092896174864,0.3575757575757576,0.6635866865375062,1.2045454545454546,0.28225806451612906,3.409090909090909,2.8636363636363638,3.0681818181818183,4.348636363636364,5.303181818181818,0.8181818181818182,7.9772727272727275
20170406WOLT0,20170406,WO,LT,0,T,0,L,0,24,131,41,37,17,3,1,2,0,1,0,3,1,0,0,7,0,1,0,0,12,12,3.5,2.5714285709999998,1.8,11,35,129,42,10,51,8,171,3,1,36,31,11,1,3.735,8.790697674418604,2.0930232558139537,4.2,0.2982456140350877,0.33513513513513515,0.5146198830409356,0.8497550181760708,1.4186046511627908,0.3467741935483871,4.162790697674419,7.325581395348837,7.534883720930233,4.967558139534884,6.1303488372093025,1.6744186046511629,10.674418604651162
20170407HHHT0,20170407,HT,HH,0,B,1,W,0,27,115,38,37,10,2,1,0,0,0,0,0,1,0,0,3,1,0,0,0,2,2,0.375,0.7142857140000001,1.0,7,27,162,39,16,57,7,210,2,5,32,40,8,2,3.735,6.5,2.6666666666666665,2.4375,0.2714285714285714,0.33476394849785407,0.42857142857142855,0.7633353770692826,1.3518518518518519,0.30120481927710846,4.12962962962963,4.5,5.333333333333333,5.142407407407408,5.994259259259259,1.1666666666666667,9.5
20170407HHHT0,20170407,HH,HT,0,T,0,L,0,24,107,32,27,7,2,0,0,0,1,2,1,1,1,1,3,0,1,0,0,4,4,1.125,1.4,0.272727273,5,17,169,43,18,42,3,202,4,5,22,34,5,0,3.735,6.8698224852071,2.8757396449704142,2.388888888888889,0.2079207920792079,0.2838427947598253,0.27722772277227725,0.5610705175321026,1.0650887573964496,0.24375,3.1775147928994083,2.7159763313609466,3.5147928994082838,4.125532544378698,4.942100591715976,0.47928994082840237,6.710059171597633
20170407LGLT0,20170407,LT,LG,0,B,0,L,0,27,159,37,35,10,3,0,0,0,0,0,0,1,0,1,8,1,0,0,0,6,6,1.5,0.75,0.9,7,20,159,46,15,49,4,200,1,4,21,35,9,1,3.735,7.811320754716981,2.547169811320755,3.066666666666667,0.245,0.3090909090909091,0.36,0.6690909090909091,1.2075471698113207,0.2980132450331126,3.150943396226415,3.3962264150943398,3.5660377358490565,4.055754716981132,4.999150943396226,0.6792452830188679,8.320754716981131
20170407LGLT0,20170407,LG,LT,0,T,0,W,3,27,135,37,31,5,1,0,1,0,0,1,0,4,0,1,12,1,0,0,0,4,1,1.125,0.9,0.6,3,6,162,52,15,36,1,192,1,3,10,26,7,2,3.735,8.666666666666666,2.5,3.466666666666667,0.1875,0.2559241706161137,0.2604166666666667,0.5163408372827805,0.9444444444444444,0.25,2.2037037037037037,1.0,1.6666666666666667,3.0498148148148148,4.031296296296296,0.16666666666666666,6.0
20170407NCSK0,20170407,SK,NC,0,B,0,L,0,27,153,42,34,10,1,0,1,2,0,2,0,4,0,2,8,1,0,0,0,5,5,1.6666666669999999,1.5555555559999998,2.25,8,27,156,42,21,49,5,198,1,5,30,35,9,0,3.735,7.269230769230769,3.6346153846153846,2.0,0.2474747474747475,0.3333333333333333,0.3686868686868687,0.702020202020202,1.3461538461538463,0.2894736842105263,3.9615384615384617,4.673076923076923,5.1923076923076925,4.8696153846153845,5.773461538461538,0.8653846153846154,8.48076923076923
