G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,H1,wBB,wHBP,w1B,w2B,w3B,wHR,AVG,SLG,IsoP,OBP,OPS,RC,XR,wOBA,BABIP
20180325LGNC0,20180325,LG,NC,0,T,35,30,1,1,3,0,0,1,0,0,0,0,4,0,1,7,0,3,7,0.0,4,0,2,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.1,0.2,0.1,0.22857142857142856,0.4285714285714286,1.6685714285714286,1.6540000000000008,0.21011428571428573,0.09090909090909091
20180325LTSK0,20180325,SK,LT,0,B,36,31,5,5,9,2,0,3,1,0,0,0,5,0,0,9,2,1,7,0.28571428600000004,7,2,4,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2903225806451613,0.6451612903225806,0.3548387096774193,0.3888888888888889,1.0340501792114696,7.273333333333334,6.848000000000001,0.42680555555555555,0.3157894736842105
20180325LTSK0,20180325,LT,SK,0,T,33,32,0,0,5,1,0,0,0,0,0,0,1,0,0,9,1,0,6,0.0,2,0,4,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.15625,0.1875,0.03125,0.18181818181818182,0.3693181818181818,0.9484848484848484,0.18799999999999972,0.17115151515151517,0.21739130434782608
20180325SSOB0,20180325,OB,SS,0,B,34,28,3,5,8,0,0,1,0,0,1,1,3,0,1,4,2,0,5,0.25,4,1,7,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2857142857142857,0.39285714285714285,0.10714285714285715,0.36363636363636365,0.7564935064935066,3.8470588235294114,4.137999999999999,0.33023529411764707,0.2916666666666667
20180325SSOB0,20180325,SS,OB,0,T,33,31,4,4,6,0,0,1,0,1,1,0,1,0,0,4,0,1,2,0.4,5,2,5,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.1935483870967742,0.2903225806451613,0.09677419354838712,0.21875,0.5090725806451613,1.7781818181818179,1.7180000000000004,0.21766666666666667,0.19230769230769232
20180327HHNC0,20180327,NC,HH,0,B,38,32,6,9,9,1,0,2,0,0,0,1,3,0,2,8,0,0,5,0.25,8,2,6,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.28125,0.5,0.21875,0.3684210526315789,0.868421052631579,6.565263157894737,6.536000000000001,0.3726315789473685,0.30434782608695654
20180327HHNC0,20180327,HH,NC,0,T,41,34,6,6,10,0,0,2,0,0,0,0,5,0,2,6,2,1,8,0.4,5,2,8,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.29411764705882354,0.47058823529411764,0.1764705882352941,0.4146341463414634,0.8852223816355811,6.519512195121951,6.311999999999999,0.3953658536585366,0.3076923076923077
20180327KTSK0,20180327,SK,KT,0,B,43,39,8,8,14,0,1,3,4,0,0,0,3,0,1,9,0,1,11,0.28571428600000004,14,4,10,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.358974358974359,0.6410256410256411,0.2820512820512821,0.4186046511627907,1.0596302921884317,11.771162790697673,10.118,0.44732558139534884,0.4074074074074074
20180327KTSK0,20180327,KT,SK,0,T,36,34,4,5,8,1,0,2,1,1,0,0,2,0,0,6,0,2,4,0.25,4,1,5,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.23529411764705882,0.4411764705882353,0.20588235294117646,0.2777777777777778,0.7189542483660131,4.01,4.251999999999999,0.3057777777777778,0.23076923076923078
20180327LGWO0,20180327,WO,LG,0,B,45,39,4,5,14,3,0,0,0,1,2,0,3,1,1,5,1,0,11,0.272727273,11,3,11,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.358974358974359,0.4358974358974359,0.07692307692307693,0.4186046511627907,0.8545020870602267,6.6915555555555555,6.029999999999999,0.3647954545454546,0.4117647058823529
20180327LGWO0,20180327,LG,WO,0,T,43,38,4,4,10,3,0,0,0,0,1,0,4,0,0,10,0,1,9,0.214285714,14,3,7,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2631578947368421,0.34210526315789475,0.07894736842105265,0.3333333333333333,0.6754385964912281,4.740465116279069,4.46,0.303953488372093,0.35714285714285715
20180327LTOB0,20180327,OB,LT,0,B,38,29,5,5,7,3,0,0,1,0,0,1,6,0,2,11,1,0,9,0.222222222,9,2,4,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2413793103448276,0.3448275862068966,0.10344827586206898,0.39473684210526316,0.7395644283121597,4.833684210526315,4.992,0.3491578947368421,0.3684210526315789
20180327LTOB0,20180327,LT,OB,0,T,31,29,0,0,3,0,0,0,0,0,0,0,2,0,0,11,1,0,4,0.0,3,0,3,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.10344827586206896,0.10344827586206896,0.0,0.16129032258064516,0.26473859844271413,0.4541935483870968,-0.6179999999999998,0.13587096774193547,0.16666666666666666
20180327SSHT0,20180327,HT,SS,0,B,46,36,17,17,14,3,0,6,1,0,0,0,9,0,1,10,2,0,5,0.41666666700000005,12,5,5,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.3888888888888889,0.9722222222222222,0.5833333333333333,0.5217391304347826,1.4939613526570048,18.23130434782609,14.080000000000002,0.5816304347826087,0.4
20180327SSHT0,20180327,SS,HT,0,T,34,32,0,0,6,1,0,0,0,0,0,0,2,0,0,5,1,0,7,0.0,7,0,5,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.1875,0.21875,0.03125,0.23529411764705882,0.4540441176470588,1.5482352941176472,1.15,0.21452941176470589,0.2222222222222222
20180328HHNC0,20180328,NC,HH,0,B,34,30,2,2,5,2,0,0,0,0,0,0,3,0,1,4,2,2,5,0.166666667,6,1,3,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.16666666666666666,0.23333333333333334,0.06666666666666668,0.2647058823529412,0.4980392156862745,1.6552941176470586,1.2780000000000002,0.24044117647058827,0.19230769230769232
20180328HHNC0,20180328,HH,NC,0,T,41,37,6,6,10,1,0,1,3,0,0,0,4,0,0,5,0,0,8,0.5,8,4,8,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2702702702702703,0.3783783783783784,0.10810810810810811,0.34146341463414637,0.7198417930125247,5.66829268292683,5.59,0.3259268292682927,0.2903225806451613
20180328KTSK0,20180328,SK,KT,0,B,36,35,3,5,9,2,0,1,1,0,0,0,1,0,0,6,2,2,4,0.333333333,9,3,6,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2571428571428571,0.4,0.1428571428571429,0.2777777777777778,0.6777777777777778,3.2844444444444445,3.2719999999999985,0.2940833333333333,0.2857142857142857
20180328KTSK0,20180328,KT,SK,0,T,45,41,8,8,15,4,0,2,2,0,0,0,4,0,0,10,1,1,10,0.25,16,4,9,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.36585365853658536,0.6097560975609756,0.24390243902439024,0.4222222222222222,1.0319783197831978,10.831999999999999,9.19,0.4414666666666667,0.4482758620689655
20180328LGWO0,20180328,WO,LG,0,B,37,30,3,3,4,1,0,2,0,0,0,0,6,0,1,8,1,2,7,0.166666667,6,1,1,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.13333333333333333,0.36666666666666664,0.2333333333333333,0.2972972972972973,0.663963963963964,3.4648648648648646,3.7060000000000004,0.29689189189189186,0.1
20180328LGWO0,20180328,LG,WO,0,T,43,39,9,9,13,3,0,2,0,1,1,0,3,0,0,5,0,0,7,0.454545455,11,5,8,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.3333333333333333,0.5641025641025641,0.23076923076923078,0.38095238095238093,0.945054945054945,8.127906976744185,7.399999999999999,0.3948372093023255,0.34375
20180328LTOB0,20180328,OB,LT,0,B,39,31,6,6,5,0,1,1,2,0,1,0,5,0,2,6,0,1,9,0.3,10,3,3,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.16129032258064516,0.3225806451612903,0.16129032258064516,0.3157894736842105,0.6383701188455009,4.116923076923077,4.372000000000001,0.28938461538461535,0.16666666666666666
20180328LTOB0,20180328,LT,OB,0,T,42,36,5,5,10,4,1,0,0,0,1,0,4,0,1,9,1,2,10,0.2,15,3,5,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2777777777777778,0.4444444444444444,0.16666666666666663,0.36585365853658536,0.8102981029810298,5.94,5.378000000000001,0.3513809523809524,0.37037037037037035
20180328SSHT0,20180328,HT,SS,0,B,35,32,0,0,5,3,0,0,0,0,0,0,2,0,1,5,0,1,8,0.0,8,0,2,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.15625,0.25,0.09375,0.22857142857142856,0.47857142857142854,2.0068571428571427,1.7099999999999997,0.22202857142857144,0.18518518518518517
20180328SSHT0,20180328,SS,HT,0,T,41,39,6,6,14,0,0,1,2,0,0,0,2,0,0,7,2,0,8,0.384615385,13,5,13,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.358974358974359,0.4358974358974359,0.07692307692307693,0.3902439024390244,0.8261413383364603,6.3375609756097555,5.933999999999998,0.37241463414634146,0.41935483870967744
20180329HHNC0,20180329,NC,HH,0,B,37,32,4,4,10,0,0,1,1,1,0,1,1,0,3,7,1,1,9,0.125,8,1,9,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.3125,0.40625,0.09375,0.3783783783783784,0.7846283783783784,4.890810810810811,5.124,0.35464864864864865,0.36
20180329HHNC0,20180329,HH,NC,0,T,35,33,1,1,6,2,0,0,0,0,0,0,2,0,0,4,1,2,7,0.166666667,6,1,4,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.18181818181818182,0.24242424242424243,0.06060606060606061,0.22857142857142856,0.47099567099567097,1.704,1.2880000000000003,0.2176,0.20689655172413793
20180329KTSK0,20180329,SK,KT,0,B,34,33,1,1,7,3,0,0,0,0,0,0,1,0,0,5,0,0,6,0.0,7,0,4,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.21212121212121213,0.30303030303030304,0.09090909090909091,0.23529411764705882,0.5383244206773619,2.4141176470588235,2.12,0.23917647058823532,0.25
20180329KTSK0,20180329,KT,SK,0,T,39,37,7,7,12,1,0,4,1,0,0,0,2,0,0,11,1,0,5,0.0,2,0,7,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.32432432432432434,0.6756756756756757,0.3513513513513513,0.358974358974359,1.0346500346500347,8.68,8.132000000000001,0.4246666666666667,0.36363636363636365
20180329LGWO0,20180329,WO,LG,0,B,40,34,8,9,12,0,0,3,0,0,0,0,6,0,0,6,2,1,7,0.25,8,2,9,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.35294117647058826,0.6176470588235294,0.2647058823529412,0.45,1.0676470588235294,9.024,8.092,0.455175,0.36
20180329LGWO0,20180329,LG,WO,0,T,42,35,4,4,11,2,0,0,0,0,0,1,6,0,0,6,3,0,11,0.272727273,11,3,9,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.3142857142857143,0.37142857142857144,0.05714285714285716,0.40476190476190477,0.7761904761904762,5.026666666666666,5.031999999999999,0.36000000000000004,0.36666666666666664
20180329LTOB0,20180329,OB,LT,0,B,34,32,4,4,9,2,0,0,1,1,0,0,2,0,0,8,0,1,6,0.28571428600000004,7,2,7,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.28125,0.34375,0.0625,0.3235294117647059,0.6672794117647058,3.541176470588235,3.345999999999999,0.3051764705882353,0.375
20180329LTOB0,20180329,LT,OB,0,T,36,32,1,1,4,0,0,1,0,0,0,0,4,0,0,8,0,1,8,0.0,3,0,3,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.125,0.21875,0.09375,0.2222222222222222,0.4409722222222222,1.7866666666666664,1.716,0.20891666666666667,0.13043478260869565
20180329SSHT0,20180329,HT,SS,0,B,39,33,7,7,13,1,0,2,0,1,1,0,4,0,1,7,2,0,8,0.333333333,12,4,10,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.3939393939393939,0.6060606060606061,0.21212121212121215,0.47368421052631576,1.079744816586922,8.392307692307693,7.424,0.4567435897435897,0.4583333333333333
20180329SSHT0,20180329,SS,HT,0,T,34,28,0,0,3,0,0,0,1,1,0,0,6,0,0,9,1,0,7,0.0,3,0,3,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.10714285714285714,0.10714285714285714,0.0,0.2647058823529412,0.37184873949579833,1.0458823529411765,0.7080000000000003,0.20929411764705882,0.15789473684210525
20180330HTLG0,20180330,LG,HT,0,B,40,36,3,3,10,3,0,0,1,1,0,0,3,0,1,6,1,0,10,0.166666667,12,2,7,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2777777777777778,0.3611111111111111,0.08333333333333331,0.35,0.711111111111111,4.367999999999999,4.122,0.327425,0.3333333333333333
20180330HTLG0,20180330,HT,LG,0,T,38,35,3,4,10,4,0,0,4,1,0,0,3,0,0,10,1,1,7,0.23076923100000002,13,3,6,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2857142857142857,0.4,0.11428571428571432,0.34210526315789475,0.7421052631578948,4.880526315789473,4.6000000000000005,0.33331578947368423,0.4
20180330NCLT0,20180330,LT,NC,0,B,34,32,5,5,6,1,0,2,0,0,0,0,2,0,0,11,1,1,2,0.333333333,3,1,3,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.1875,0.40625,0.21875,0.23529411764705882,0.6415441176470589,2.783529411764706,2.9819999999999993,0.2696470588235294,0.21052631578947367
20180330NCLT0,20180330,NC,LT,0,T,39,37,7,7,10,2,0,1,0,0,0,0,2,0,0,4,1,1,5,0.3,10,3,7,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2702702702702703,0.40540540540540543,0.13513513513513514,0.3076923076923077,0.7130977130977132,4.377435897435897,4.227999999999998,0.3136666666666667,0.28125
20180330OBKT0,20180330,KT,OB,0,B,34,33,2,2,7,1,0,1,0,0,0,0,1,0,0,6,0,0,5,0.0,7,0,5,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.21212121212121213,0.3333333333333333,0.12121212121212119,0.23529411764705882,0.5686274509803921,2.6494117647058824,2.612,0.24779411764705883,0.23076923076923078
20180330OBKT0,20180330,OB,KT,0,T,43,36,6,6,11,3,1,1,3,0,1,1,5,0,0,7,0,0,10,0.15789473699999998,19,3,6,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.3055555555555556,0.5277777777777778,0.2222222222222222,0.38095238095238093,0.9087301587301587,8.52093023255814,7.984,0.3782790697674419,0.3448275862068966
20180330SKHH0,20180330,HH,SK,0,B,36,34,3,4,9,1,0,1,0,3,0,0,2,0,0,9,0,1,5,0.1,10,1,7,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2647058823529412,0.38235294117647056,0.11764705882352938,0.3055555555555556,0.6879084967320261,3.0044444444444443,3.058,0.30530555555555555,0.3333333333333333
20180330SKHH0,20180330,SK,HH,0,T,39,33,7,8,6,0,0,2,0,0,0,0,6,0,0,15,0,0,4,0.375,8,3,4,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.3076923076923077,0.6713286713286714,4.172307692307692,4.37,0.30128205128205127,0.25
20180330WOSS0,20180330,SS,WO,0,B,57,51,8,8,14,1,1,3,1,0,1,0,4,1,1,12,0,0,13,0.23076923100000002,13,3,9,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.27450980392156865,0.5098039215686274,0.23529411764705876,0.3392857142857143,0.8490896358543417,9.36,8.983999999999998,0.3492321428571429,0.3055555555555556
20180330WOSS0,20180330,WO,SS,0,T,62,51,10,10,19,1,0,2,2,1,2,1,6,1,2,15,0,2,16,0.3125,16,5,16,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.37254901960784315,0.5098039215686274,0.13725490196078427,0.45,0.9598039215686274,12.756774193548388,11.72,0.40675409836065574,0.4857142857142857
20180331HTLG0,20180331,LG,HT,0,B,35,33,6,6,9,3,0,2,0,0,0,1,1,0,0,5,0,0,5,0.333333333,6,2,4,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2727272727272727,0.5454545454545454,0.2727272727272727,0.2857142857142857,0.8311688311688311,5.365714285714286,5.55,0.3384571428571429,0.25925925925925924
20180331HTLG0,20180331,HT,LG,0,T,35,31,4,4,6,2,1,0,0,0,0,1,3,0,0,4,1,1,4,0.111111111,9,1,3,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.1935483870967742,0.3225806451612903,0.12903225806451613,0.2571428571428571,0.5797235023041474,2.5828571428571427,2.7180000000000004,0.25585714285714284,0.21428571428571427
20180331NCLT0,20180331,LT,NC,0,B,38,30,5,5,9,2,0,0,0,1,1,2,5,0,0,4,2,0,6,0.333333333,6,2,7,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.3,0.36666666666666664,0.06666666666666665,0.3783783783783784,0.745045045045045,4.012105263157895,4.437999999999999,0.3303684210526316,0.32142857142857145
20180331NCLT0,20180331,NC,LT,0,T,45,39,10,10,14,2,1,1,0,0,0,0,5,1,1,4,0,0,8,0.666666667,9,6,10,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.358974358974359,0.5384615384615384,0.17948717948717946,0.4444444444444444,0.9829059829059829,9.911111111111111,8.588000000000001,0.4257045454545455,0.38235294117647056
20180331OBKT0,20180331,KT,OB,0,B,55,47,17,20,22,4,0,3,1,0,1,0,7,0,0,6,0,0,11,0.42105263200000004,19,8,15,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.46808510638297873,0.7446808510638298,0.276595744680851,0.5370370370370371,1.2817178881008668,19.962545454545456,15.001999999999995,0.5349272727272727,0.5
20180331OBKT0,20180331,OB,KT,0,T,42,38,8,8,13,1,2,1,0,0,0,1,2,0,1,9,1,2,7,0.571428571,7,4,9,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.34210526315789475,0.5526315789473685,0.21052631578947373,0.38095238095238093,0.9335839598997494,7.964285714285714,7.438000000000001,0.39642857142857146,0.41379310344827586
20180331SKHH0,20180331,HH,SK,0,B,37,33,1,1,8,1,1,1,0,0,0,0,3,0,1,10,2,1,9,0.0,8,0,5,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.24242424242424243,0.42424242424242425,0.18181818181818182,0.32432432432432434,0.7485667485667487,4.064864864864864,3.99,0.3287297297297297,0.3181818181818182
20180331SKHH0,20180331,SK,HH,0,T,45,38,11,12,13,2,0,3,0,0,0,0,5,1,2,7,3,0,6,0.5,10,5,8,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.34210526315789475,0.631578947368421,0.28947368421052627,0.4444444444444444,1.0760233918128654,9.655999999999999,8.634000000000002,0.4505681818181818,0.35714285714285715
20180331WOSS0,20180331,SS,WO,0,B,35,32,2,2,7,0,0,0,0,0,0,1,2,0,0,8,1,0,6,0.2,5,1,7,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.21875,0.21875,0.0,0.2571428571428571,0.4758928571428571,1.8377142857142854,1.8659999999999997,0.2254857142857143,0.28
20180331WOSS0,20180331,WO,SS,0,T,41,33,4,4,9,5,0,1,0,0,2,0,4,0,2,10,1,0,10,0.214285714,14,3,3,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2727272727272727,0.5151515151515151,0.24242424242424243,0.38461538461538464,0.8997668997668997,6.692682926829268,6.049999999999998,0.37163414634146336,0.36363636363636365
20180401HTLG0,20180401,LG,HT,0,B,40,34,6,6,10,1,0,1,0,0,1,0,5,1,0,3,0,0,8,0.375,8,3,8,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.29411764705882354,0.4117647058823529,0.11764705882352938,0.38461538461538464,0.7963800904977376,5.834999999999999,5.626,0.3426410256410256,0.3
20180401HTLG0,20180401,HT,LG,0,T,39,33,5,5,9,0,0,2,0,1,1,0,4,0,1,2,1,0,7,0.28571428600000004,7,2,7,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.3684210526315789,0.8229665071770335,5.1753846153846155,5.254,0.3541282051282052,0.2413793103448276
20180401NCLT0,20180401,LT,NC,0,B,36,33,3,3,10,2,1,0,0,0,0,0,3,0,0,5,1,0,9,0.3,10,3,7,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.30303030303030304,0.42424242424242425,0.12121212121212122,0.3611111111111111,0.7853535353535354,4.926666666666666,4.52,0.35097222222222224,0.35714285714285715
20180401NCLT0,20180401,NC,LT,0,T,36,33,2,2,7,1,0,0,1,0,0,1,2,0,0,6,0,1,7,0.125,8,1,6,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.21212121212121213,0.24242424242424243,0.030303030303030304,0.25,0.49242424242424243,2.3899999999999997,2.5619999999999994,0.22816666666666668,0.25
20180401OBKT0,20180401,KT,OB,0,B,40,34,9,9,13,0,1,4,1,1,0,1,5,0,0,7,1,0,7,0.571428571,7,4,8,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.38235294117647056,0.7941176470588235,0.4117647058823529,0.45,1.2441176470588236,11.736,10.414,0.498775,0.375
20180401OBKT0,20180401,OB,KT,0,T,40,34,4,4,10,0,1,1,1,0,2,1,3,0,0,10,0,0,9,0.0,9,0,8,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.29411764705882354,0.4411764705882353,0.14705882352941174,0.34210526315789475,0.78328173374613,5.8045,5.89,0.3232,0.375
20180401SKHH0,20180401,HH,SK,0,B,31,31,1,1,4,0,0,1,0,0,0,0,0,0,0,10,0,1,3,0.0,1,0,3,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.12903225806451613,0.22580645161290322,0.0967741935483871,0.12903225806451613,0.3548387096774194,0.9032258064516129,0.42999999999999994,0.14893548387096775,0.15
20180401SKHH0,20180401,SK,HH,0,T,49,42,13,13,15,3,0,6,1,0,0,1,6,0,0,5,0,0,9,0.333333333,12,4,6,0.726,0.753,0.92,1.242,1.5330000000000001,1.857,0.35714285714285715,0.8571428571428571,0.49999999999999994,0.42857142857142855,1.2857142857142856,16.542857142857144,13.919999999999998,0.5049795918367347,0.28125
