G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,RELIEF_CK,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,H1,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,CUM_HP,CUM_R,CUM_H1,CUM_H2,CUM_H3,cFIP,ERA,K/9,BB/9,K/BB,WHIP,BABIP,DICE,FIP,kFIP,RA9,HR/9,H/9,OAVG,OOBP,OSLG,OOPS
20170331HTSS0,20170331,SS,HT,0,B,66492,0,1,0,0, ,0,1,25,5,3,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,1,2,1,0,2,2,1,3,0,0,2,1,0,0,3.735,54.0,0.0,54.0,0.0,12.0,0.5,60.0,60.735,63.735,54.0,27.0,54.0,0.6666666666666666,0.8,1.6666666666666667,2.466666666666667
20170331HTSS0,20170331,HT,SS,0,T,66643,1,0,0,0,W,0,21,91,26,25,6,1,0,1,0,0,1,0,0,0,0,6,0,1,0,0,1,1,0.0,0.857142857,1.285714286,4,1,21,6,0,6,1,25,0,0,1,4,1,0,3.735,1.2857142857142858,7.714285714285714,0.0,0.0,0.8571428571428571,0.2777777777777778,3.142857142857143,3.8778571428571427,4.877857142857143,1.2857142857142858,1.2857142857142858,7.714285714285714,0.24,0.24,0.4,0.64
20170331HTSS0,20170331,SS,HT,0,B,67435,1,0,0,0,L,0,19,104,26,24,4,1,1,1,0,0,0,0,2,0,0,2,0,0,0,0,2,1,1.0,0.947368421,1.5,1,1,19,2,2,4,1,24,0,0,2,1,1,1,3.735,1.4210526315789473,2.8421052631578947,2.8421052631578947,1.0,0.9473684210526316,0.14285714285714285,5.368421052631579,6.103421052631579,6.577105263157895,2.8421052631578947,1.4210526315789473,5.684210526315789,0.16666666666666666,0.23076923076923078,0.4166666666666667,0.6474358974358975
20170331HTSS0,20170331,SS,HT,0,B,67443,0,1,0,0, ,0,1,11,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3.0,0.0,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3.735,0.0,27.0,27.0,1.0,3.0,0.0,6.0,6.734999999999999,9.735,0.0,0.0,0.0,0.0,0.5,0.0,0.5
20170331HTSS0,20170331,SS,HT,0,B,74630,0,1,0,1, ,0,3,20,5,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0.0,0.0,6.0,0,1,3,1,1,1,1,4,0,0,1,0,0,0,3.735,9.0,9.0,9.0,1.0,2.0,0.0,17.0,17.735,19.735,9.0,9.0,9.0,0.25,0.4,1.0,1.4
20170331HTSS0,20170331,SS,HT,0,B,77446,0,1,0,0, ,0,1,14,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0.0,6.0,0.0,0,2,1,0,2,0,0,1,0,0,2,0,0,0,3.735,54.0,0.0,54.0,0.0,6.0,0.0,21.0,21.735,21.735,54.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666
20170331KTSK0,20170331,KT,SK,0,T,64001,0,1,0,0, ,1,5,30,6,6,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.6,0.0,1,0,5,2,0,1,0,6,0,0,0,1,0,0,3.735,0.0,10.799999999999999,0.0,0.0,0.6,0.25,0.6000000000000001,1.335,2.535,0.0,0.0,5.3999999999999995,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333
20170331KTSK0,20170331,KT,SK,0,T,65062,0,1,0,1,S,0,3,13,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,1,0,3,1,0,1,0,4,0,0,0,1,0,0,3.735,0.0,9.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.7349999999999999,2.735,0.0,0.0,9.0,0.25,0.25,0.25,0.5
20170331KTSK0,20170331,KT,SK,0,T,65067,0,1,0,0, ,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.735,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.735,3.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170331KTSK0,20170331,SK,KT,0,B,65856,1,0,0,0,L,0,18,91,26,25,7,2,0,1,0,0,0,0,1,1,0,8,0,0,0,0,3,2,2.0,1.333333333,0.857142857,4,2,18,8,1,7,1,25,0,0,3,4,2,0,3.735,3.0,12.0,1.5,8.0,1.3333333333333333,0.375,3.0,3.735,5.234999999999999,4.5,1.5,10.5,0.28,0.3076923076923077,0.48,0.7876923076923077
20170331KTSK0,20170331,SK,KT,0,B,66859,0,1,0,0, ,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3.735,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.735,3.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170331KTSK0,20170331,KT,SK,0,T,67033,1,0,0,0,W,0,18,84,25,22,6,1,0,0,0,0,1,0,0,0,1,5,1,0,0,0,2,2,2.0,1.0,0.375,5,2,18,5,0,6,0,22,0,1,2,5,1,0,3.735,3.0,7.5,0.0,0.0,1.0,0.35294117647058826,1.8333333333333333,2.5683333333333334,3.4016666666666664,3.0,0.0,9.0,0.2727272727272727,0.30434782608695654,0.3181818181818182,0.6225296442687747
20170331KTSK0,20170331,SK,KT,0,B,71845,0,1,0,1, ,0,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3.735,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.735,3.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170331KTSK0,20170331,SK,KT,0,B,75250,0,1,0,0, ,0,3,21,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,2.0,1.5,1,0,3,0,1,1,0,3,0,0,0,1,0,0,3.735,0.0,0.0,9.0,0.0,2.0,0.3333333333333333,6.0,6.734999999999999,6.734999999999999,0.0,0.0,9.0,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333333
20170331KTSK0,20170331,SK,KT,0,B,76858,0,1,0,0, ,0,1,13,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,3.0,0.0,1,0,1,0,0,1,0,3,0,0,0,1,0,0,3.735,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,3.0,3.735,3.735,0.0,0.0,27.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
20170331LGWO0,20170331,LG,WO,0,T,60140,0,1,0,0, ,1,2,16,4,3,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1.5,3.0,1.5,0,0,2,2,1,1,0,3,0,0,0,0,1,0,3.735,0.0,27.0,13.5,2.0,3.0,1.0,1.5,2.235,5.234999999999999,0.0,0.0,13.5,0.3333333333333333,0.5,0.6666666666666666,1.1666666666666665
20170331LGWO0,20170331,WO,LG,0,B,62322,1,0,0,0,L,0,18,99,24,21,3,0,0,1,0,0,0,0,3,0,0,6,1,0,0,0,2,1,0.0,1.0,0.857142857,2,1,18,6,3,3,1,21,0,0,2,2,0,0,3.735,1.5,9.0,4.5,2.0,1.0,0.14285714285714285,4.666666666666667,5.401666666666666,6.568333333333333,3.0,1.5,4.5,0.14285714285714285,0.25,0.2857142857142857,0.5357142857142857
20170331LGWO0,20170331,LG,WO,0,T,62698,1,0,0,0,W,0,19,74,23,21,4,1,1,0,0,0,0,0,2,0,0,2,2,0,0,1,1,1,1.0,0.947368421,0.666666667,2,1,19,2,2,4,0,21,0,0,1,2,1,1,3.735,1.4210526315789473,2.8421052631578947,2.8421052631578947,1.0,0.9473684210526316,0.21052631578947367,3.3157894736842106,4.05078947368421,4.366578947368421,1.4210526315789473,0.0,5.684210526315789,0.19047619047619047,0.2608695652173913,0.3333333333333333,0.5942028985507246
20170331LGWO0,20170331,LG,WO,0,T,71118,0,1,0,0, ,1,3,17,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1.5,1.0,0.0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,3.735,0.0,0.0,9.0,0.0,1.0,0.0,6.0,6.734999999999999,6.734999999999999,0.0,0.0,0.0,0.0,0.25,0.0,0.25
20170331LGWO0,20170331,WO,LG,0,B,72749,0,1,0,0, ,0,3,19,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,3.735,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.7349999999999999,2.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170331LGWO0,20170331,WO,LG,0,B,75258,0,1,0,0, ,0,3,19,4,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,1.0,3.0,1,0,3,2,0,1,0,4,0,0,0,1,0,0,3.735,0.0,18.0,0.0,0.0,1.0,0.5,-1.0,-0.2650000000000001,1.7349999999999999,0.0,0.0,9.0,0.25,0.25,0.25,0.5
20170331LGWO0,20170331,WO,LG,0,B,76430,0,1,0,1, ,0,3,14,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,3.735,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.7349999999999999,2.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170331LGWO0,20170331,LG,WO,0,T,76650,0,1,0,0, ,1,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3.735,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.7349999999999999,2.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170331LGWO0,20170331,LG,WO,0,T,78148,0,1,0,1,S,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.735,0.0,27.0,0.0,0.0,0.0,0.0,-3.0,-2.265,0.7349999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170331LTNC0,20170331,LT,NC,0,T,60559,0,1,0,0, ,0,2,15,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.5,0.0,1,0,2,0,0,1,0,3,0,0,0,1,0,0,3.735,0.0,0.0,0.0,0.0,1.5,0.3333333333333333,3.0,3.735,3.735,0.0,0.0,13.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
20170331LTNC0,20170331,LT,NC,0,T,65546,1,0,0,0,L,0,16,102,25,21,6,4,0,0,0,1,0,0,2,0,2,7,0,0,0,0,3,3,1.2,1.5,1.8,2,3,16,7,2,6,0,21,0,2,3,2,4,0,3.735,5.0625,11.8125,3.375,3.5,1.5,0.42857142857142855,2.625,3.36,4.672499999999999,5.0625,0.0,10.125,0.2857142857142857,0.4,0.47619047619047616,0.8761904761904762
20170331LTNC0,20170331,NC,LT,0,B,67948,1,0,0,0,W,0,21,89,24,23,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0.0,0.28571428600000004,0.857142857,2,1,21,4,0,2,0,23,0,1,1,2,0,0,3.735,1.2857142857142858,5.142857142857143,0.0,0.0,0.2857142857142857,0.10526315789473684,2.2857142857142856,3.0207142857142855,3.592142857142857,1.2857142857142858,0.0,2.5714285714285716,0.08695652173913043,0.125,0.08695652173913043,0.21195652173913043
20170331LTNC0,20170331,LT,NC,0,T,72551,0,1,0,0, ,0,1,21,4,2,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,3,2,0.0,6.0,0.0,0,2,1,1,2,1,1,2,0,0,3,0,0,0,3.735,54.0,27.0,54.0,0.5,9.0,0.0,54.0,54.735,60.735,81.0,27.0,27.0,0.5,0.75,2.0,2.75
20170331LTNC0,20170331,LT,NC,0,T,72862,0,1,0,1, ,0,3,12,4,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,2.0,0.0,1,0,3,1,0,2,0,4,0,0,0,1,1,0,3.735,0.0,9.0,0.0,0.0,2.0,0.6666666666666666,1.0,1.7349999999999999,2.735,0.0,0.0,18.0,0.5,0.5,0.75,1.25
20170331LTNC0,20170331,NC,LT,0,B,75867,0,1,0,0, ,1,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0.0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,3.735,0.0,27.0,0.0,0.0,0.0,0.0,-3.0,-2.265,0.7349999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170331LTNC0,20170331,NC,LT,0,B,76118,0,1,0,0, ,0,1,11,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0.0,0.0,0.0,2,1,1,1,0,3,0,4,0,0,3,2,1,0,3.735,27.0,27.0,0.0,0.0,9.0,1.0,-3.0,-2.265,0.7349999999999999,81.0,0.0,81.0,0.75,0.75,1.0,1.75
20170331LTNC0,20170331,LT,NC,0,T,76540,0,1,0,0, ,0,2,10,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,2,0,0,1,0,2,0,0,0,1,0,0,3.735,0.0,0.0,0.0,0.0,1.5,0.5,3.0,3.735,3.735,0.0,0.0,13.5,0.5,0.5,0.5,1.0
20170331LTNC0,20170331,NC,LT,0,B,78352,0,1,0,1,S,0,3,24,4,4,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.0,2.0,3.0,0,1,3,1,0,2,1,4,0,0,1,0,1,0,3.735,9.0,9.0,0.0,0.0,2.0,0.5,14.0,14.735,16.735,9.0,9.0,18.0,0.5,0.5,1.5,2.0
20170401HHOB0,20170401,OB,HH,0,B,67246,0,1,0,0, ,0,1,11,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0,1,0,1,0,0,1,0,2,0,0,0,1,0,0,3.735,0.0,0.0,0.0,0.0,3.0,0.5,3.0,3.735,3.735,0.0,0.0,27.0,0.5,0.5,0.5,1.0
20170401HHOB0,20170401,HH,OB,0,T,67748,1,0,0,0, ,0,14,90,22,19,5,0,0,1,0,0,0,1,2,0,0,4,0,1,0,0,4,4,3.0,1.5,4.0,4,4,14,4,2,5,1,19,1,0,4,4,0,0,3.735,7.7142857142857135,7.7142857142857135,3.8571428571428568,2.0,1.5,0.26666666666666666,5.357142857142858,6.092142857142857,7.163571428571428,7.7142857142857135,1.9285714285714284,9.642857142857142,0.2631578947368421,0.3181818181818182,0.42105263157894735,0.7392344497607655
20170401HHOB0,20170401,OB,HH,0,B,73226,0,1,0,0, ,0,3,20,4,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,1.0,0.0,1,0,6,3,0,1,0,7,0,0,0,1,0,0,3.735,0.0,13.5,0.0,0.0,0.5,0.25,0.0,0.7349999999999999,2.235,0.0,0.0,4.5,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857
20170401HHOB0,20170401,OB,HH,0,B,73248,0,1,0,0, ,0,2,10,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,1,0,2,0,1,1,0,2,0,0,0,1,0,0,3.735,0.0,0.0,13.5,0.0,3.0,0.5,7.5,8.235,8.235,0.0,0.0,13.5,0.5,0.6666666666666666,0.5,1.1666666666666665
20170401HHOB0,20170401,HH,OB,0,T,73750,0,1,0,1,W,0,6,38,9,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.0,1.5,1.5,2,1,6,0,1,2,0,8,0,0,1,2,0,0,3.735,4.5,0.0,4.5,0.0,1.5,0.25,4.5,5.234999999999999,5.234999999999999,4.5,0.0,9.0,0.25,0.3333333333333333,0.25,0.5833333333333333
20170401HHOB0,20170401,HH,OB,0,T,74731,0,1,0,0, ,0,6,36,8,6,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3.0,1.0,3.0,0,0,7,2,2,0,0,7,0,0,0,0,0,0,3.735,0.0,7.7142857142857135,7.7142857142857135,1.0,0.8571428571428571,0.0,3.857142857142857,4.592142857142857,5.449285714285714,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222
20170401HHOB0,20170401,HH,OB,0,T,74857,0,1,0,0, ,0,2,16,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0,2,0,2,0,0,2,0,4,0,0,0,2,0,0,3.735,0.0,0.0,0.0,0.0,3.0,0.5,3.0,3.735,3.735,0.0,0.0,27.0,0.5,0.5,0.5,1.0
20170401HHOB0,20170401,OB,HH,0,B,76329,0,1,0,0,L,0,5,30,11,7,4,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,2,2,2.25,3.6,6.0,3,2,5,0,2,4,0,7,0,0,2,3,1,0,3.735,10.799999999999999,0.0,10.799999999999999,0.0,3.5999999999999996,0.5714285714285714,6.6,7.334999999999999,7.334999999999999,10.799999999999999,0.0,21.599999999999998,0.5714285714285714,0.6666666666666666,0.7142857142857143,1.380952380952381
20170401HHOB0,20170401,OB,HH,0,B,77211,0,1,0,0, ,0,5,20,7,5,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1.5,1.2,1.5,1,0,5,1,1,1,0,5,0,0,0,1,0,0,3.735,0.0,5.3999999999999995,5.3999999999999995,1.0,1.2,0.25,3.6,4.335,4.935,0.0,0.0,5.3999999999999995,0.2,0.3333333333333333,0.2,0.5333333333333333
20170401HHOB0,20170401,OB,HH,0,B,78247,0,1,0,1, ,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.735,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.735,3.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170401HHOB0,20170401,OB,HH,0,B,79229,1,0,0,0, ,0,16,101,26,23,8,1,0,1,0,0,1,0,2,0,0,5,0,1,0,0,4,4,0.75,1.875,1.5,6,4,16,5,2,8,1,23,0,0,4,6,1,0,3.735,6.75,8.4375,3.375,2.5,1.875,0.4117647058823529,4.6875,5.422499999999999,6.547499999999999,6.75,1.6875,13.5,0.34782608695652173,0.4,0.5217391304347826,0.9217391304347826
20170401HHOB0,20170401,HH,OB,0,T,79764,0,1,0,0, ,0,5,22,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,7,2,0,1,0,8,0,0,0,1,0,0,3.735,0.0,7.7142857142857135,0.0,0.0,0.42857142857142855,0.16666666666666666,1.2857142857142858,2.020714285714286,2.8778571428571427,0.0,0.0,3.8571428571428568,0.125,0.125,0.125,0.25
20170401HHOB0,20170401,HH,OB,0,T,99737,0,1,0,0, ,0,0,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,3.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20170401HTSS0,20170401,SS,HT,0,B,60146,0,1,0,0, ,0,3,24,7,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,2.0,0.0,0.0,1,1,3,0,2,1,0,3,1,1,1,1,0,0,3.735,9.0,0.0,18.0,0.0,3.0,0.25,12.0,12.735,12.735,9.0,0.0,9.0,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.9047619047619047
20170401HTSS0,20170401,HT,SS,0,T,60636,0,1,0,1,S,0,3,17,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,6,2,1,0,0,5,0,0,0,0,0,0,3.735,0.0,9.0,4.5,2.0,0.5,0.0,2.5,3.235,4.234999999999999,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
20170401HTSS0,20170401,SS,HT,0,B,61411,0,1,0,1,L,0,3,29,8,7,4,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,2,4.5,5.0,0.0,4,2,3,2,1,4,0,7,0,0,2,4,0,0,3.735,18.0,18.0,9.0,2.0,5.0,0.8,2.0,2.735,4.734999999999999,18.0,0.0,36.0,0.5714285714285714,0.625,0.5714285714285714,1.1964285714285714
20170401HTSS0,20170401,HT,SS,0,T,61666,0,1,0,0, ,0,1,14,3,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,2,6.0,0.0,3.0,1,2,1,1,1,1,0,2,0,0,2,1,0,0,3.735,54.0,27.0,27.0,1.0,6.0,1.0,6.0,6.734999999999999,9.735,54.0,0.0,27.0,0.5,0.6666666666666666,0.5,1.1666666666666665
20170401HTSS0,20170401,HT,SS,0,T,62637,0,1,0,0, ,0,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,3.735,0.0,18.0,0.0,0.0,0.0,0.0,-1.0,-0.2650000000000001,1.7349999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170401HTSS0,20170401,HT,SS,0,T,67645,1,0,0,0, ,0,21,103,28,24,5,1,0,0,0,0,1,0,1,0,2,4,0,1,0,0,0,0,0.857142857,0.666666667,0.428571429,4,0,21,4,1,5,0,24,0,2,0,4,1,0,3.735,0.0,5.142857142857143,1.2857142857142858,4.0,0.8571428571428571,0.25,3.142857142857143,3.8778571428571427,4.449285714285714,0.0,0.0,6.428571428571429,0.20833333333333334,0.2962962962962963,0.25,0.5462962962962963
20170401HTSS0,20170401,HT,SS,0,T,70142,0,1,0,0, ,0,1,12,4,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,1,2,1,0,0,2,1,4,0,0,3,1,0,0,3.735,54.0,0.0,0.0,0.0,6.0,0.3333333333333333,42.0,42.735,45.735,81.0,27.0,54.0,0.5,0.5,1.25,1.75
