,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,RELIEF_CK,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,ERA,K/9,BB/9,K/BB,WHIP,BABIP
26,20160401KTSK0,20160401,SK,KT,0,B,77829,1,0,0,0,L,0,14,91,26,22,9,0,0,2,2,0,0,1,2,0,1,4,0,0,0,0,7,7,1.5,2.357142857,1.8,7,14,4,2,9,2,22,1,13.5,7.7142857142857135,3.8571428571428568,2.0,2.357142857142857,0.4117647058823529
27,20160401LTWO0,20160401,WO,LT,0,B,60339,0,1,0,0, ,0,3,22,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0,3,0,1,1,0,4,0,0.0,0.0,9.0,0.0,2.0,0.25
28,20160401LTWO0,20160401,WO,LT,0,B,65331,1,0,0,0,L,0,18,90,26,26,9,2,0,0,1,0,0,0,0,0,0,5,2,0,0,0,2,1,0.3,1.5,1.285714286,1,18,5,0,9,0,26,0,1.5,7.5,0.0,0.0,1.5,0.42857142857142855
29,20160401LTWO0,20160401,LT,WO,0,T,65543,1,0,0,0,W,0,18,98,26,21,4,1,0,0,0,1,0,0,5,0,0,5,0,0,0,0,0,0,0.0,1.5,1.5,0,18,5,5,4,0,21,0,0.0,7.5,7.5,1.0,1.5,0.25
30,20160401LTWO0,20160401,LT,WO,0,T,70615,0,1,0,0, ,1,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31,20160401LTWO0,20160401,LT,WO,0,T,71801,0,1,0,0, ,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
32,20160401LTWO0,20160401,LT,WO,0,T,72535,0,1,0,0, ,1,1,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3.0,0.0,0,1,0,0,1,0,2,0,0.0,0.0,0.0,0.0,3.0,0.5
33,20160401LTWO0,20160401,WO,LT,0,B,72749,0,1,0,0, ,0,3,17,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0,3,1,1,0,0,3,0,0.0,9.0,9.0,1.0,1.0,0.0
34,20160401LTWO0,20160401,LT,WO,0,T,72862,0,1,0,0, ,1,2,12,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5,0.0,0,2,0,0,1,0,2,0,0.0,0.0,0.0,0.0,1.5,0.5
35,20160401LTWO0,20160401,LT,WO,0,T,75321,0,1,0,1,S,0,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,3,1,0,0,0,3,0,0.0,9.0,0.0,0.0,0.0,0.0
36,20160401LTWO0,20160401,WO,LT,0,B,75342,0,1,0,1, ,0,3,16,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,3,0,0,1,0,4,0,0.0,0.0,0.0,0.0,1.0,0.25
37,20160401OBSS0,20160401,OB,SS,0,T,61240,1,0,0,0,W,0,18,101,23,22,6,0,0,0,1,1,0,0,1,0,0,5,1,0,0,0,1,1,1.5,2.0,3.0,1,18,5,1,6,0,22,0,1.5,7.5,1.5,5.0,1.1666666666666667,0.35294117647058826
38,20160401OBSS0,20160401,SS,OB,0,B,61457,0,1,0,0, ,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
39,20160401OBSS0,20160401,OB,SS,0,T,63248,0,1,0,0, ,0,2,11,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,2,1,0,1,0,3,0,0.0,13.5,0.0,0.0,1.5,0.5
40,20160401OBSS0,20160401,OB,SS,0,T,76329,0,1,0,1, ,0,3,16,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
41,20160401OBSS0,20160401,SS,OB,0,B,76455,1,0,0,0,L,0,18,110,25,21,5,0,0,1,2,1,0,1,3,0,0,1,1,0,0,1,4,3,0.6,2.5714285709999998,2.4,3,18,1,3,5,1,21,1,4.5,1.5,4.5,0.3333333333333333,1.3333333333333333,0.2
42,20160401OBSS0,20160401,OB,SS,0,T,77263,0,1,0,0, ,1,4,18,5,4,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0,4,0,1,1,0,4,0,0.0,0.0,6.75,0.0,1.5,0.25
43,20160401OBSS0,20160401,SS,OB,0,B,77446,0,1,0,0, ,0,1,7,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,2,0,0.0,27.0,0.0,0.0,3.0,1.0
44,20160401OBSS0,20160401,SS,OB,0,B,79791,0,1,0,1, ,0,3,18,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,3,1,0,0,0,3,0,0.0,9.0,0.0,0.0,0.0,0.0
45,20160401OBSS0,20160401,SS,OB,0,B,99445,0,1,0,0, ,0,5,10,6,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,6.0,1,5,0,0,2,1,5,0,5.3999999999999995,0.0,0.0,0.0,1.2,0.25
46,20160402HHLG0,20160402,LG,HH,0,B,60146,0,1,0,0, ,0,1,16,4,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0.0,9.0,6.0,3,1,0,1,2,0,3,0,81.0,0.0,27.0,0.0,9.0,0.6666666666666666
47,20160402HHLG0,20160402,HH,LG,0,T,60764,0,1,0,0, ,0,0,16,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
48,20160402HHLG0,20160402,LG,HH,0,B,61891,0,1,0,0, ,0,3,9,5,4,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3.0,2.0,0.0,1,3,1,0,2,0,4,0,9.0,9.0,0.0,0.0,2.0,0.6666666666666666
49,20160402HHLG0,20160402,LG,HH,0,B,62146,0,1,0,1,W,0,2,11,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.5,1.5,1.5,0,2,0,1,0,0,2,0,0.0,0.0,13.5,0.0,1.5,0.0
50,20160402HHLG0,20160402,HH,LG,0,T,66741,1,0,0,0, ,0,5,42,9,7,4,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,3,3,0.0,3.6,3.0,3,5,0,2,4,0,7,0,16.2,0.0,10.799999999999999,0.0,3.5999999999999996,0.5714285714285714
51,20160402HHLG0,20160402,LG,HH,0,B,70839,0,1,0,0, ,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0.0,27.0,0.0,0.0,0.0,0.0
52,20160402HHLG0,20160402,LG,HH,0,B,71118,0,1,0,0, ,1,4,16,5,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.75,0.0,0,4,3,0,1,0,5,0,0.0,20.25,0.0,0.0,0.75,0.5
53,20160402HHLG0,20160402,HH,LG,0,T,71260,0,1,0,1,L,0,3,23,5,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0.0,2.0,0.0,1,3,1,1,1,0,4,0,9.0,9.0,9.0,1.0,2.0,0.3333333333333333
54,20160402HHLG0,20160402,HH,LG,0,T,72447,0,1,0,0, ,0,5,34,9,8,3,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,2,3.0,2.4,6.0,2,5,2,1,3,0,8,0,10.799999999999999,10.799999999999999,5.3999999999999995,2.0,2.4,0.5
55,20160402HHLG0,20160402,LG,HH,0,B,73117,1,0,0,0, ,0,15,86,22,19,5,2,0,0,0,1,0,0,1,0,2,4,0,0,0,0,3,3,0.75,1.0,1.0,3,15,4,1,5,0,19,0,5.4,7.2,1.8,4.0,1.2,0.3333333333333333
56,20160402HHLG0,20160402,HH,LG,0,T,74731,0,1,0,0, ,0,7,34,8,8,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.428571429,0.0,0,7,5,0,1,0,8,0,0.0,19.285714285714285,0.0,0.0,0.42857142857142855,0.3333333333333333
57,20160402HHLG0,20160402,LG,HH,0,B,76650,0,1,0,0, ,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
58,20160402HHLG0,20160402,LG,HH,0,B,79140,0,1,0,0, ,0,7,31,9,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.857142857,0.0,0,7,0,0,2,0,8,0,0.0,0.0,0.0,0.0,0.8571428571428571,0.25
59,20160402HHLG0,20160402,HH,LG,0,T,79764,0,1,0,0, ,0,10,73,16,13,3,0,0,1,0,0,0,0,2,0,1,1,0,0,0,1,1,1,3.0,1.714285714,3.0,1,10,1,2,3,1,13,0,2.6999999999999997,2.6999999999999997,5.3999999999999995,0.5,1.5,0.18181818181818182
60,20160402HTNC0,20160402,HT,NC,0,T,60636,0,1,0,0, ,0,2,17,4,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0.0,0.0,6.0,2,2,1,1,1,1,3,0,27.0,13.5,13.5,1.0,3.0,0.0
61,20160402HTNC0,20160402,NC,HT,0,B,62966,0,1,0,0, ,0,3,16,4,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,1.0,1.5,1,3,1,0,1,1,4,0,9.0,9.0,0.0,0.0,1.0,0.0
62,20160402HTNC0,20160402,NC,HT,0,B,63959,0,1,0,0, ,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0.0,27.0,0.0,0.0,0.0,0.0
63,20160402HTNC0,20160402,NC,HT,0,B,64907,0,1,0,0, ,0,3,20,4,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,1.5,0.0,0.0,0,3,1,2,0,0,1,0,0.0,9.0,18.0,0.5,2.0,0.0
64,20160402HTNC0,20160402,NC,HT,0,B,65931,1,0,0,0,L,0,15,93,25,22,7,2,0,0,1,0,0,0,3,0,0,2,0,0,0,0,3,3,5.0,1.928571429,3.75,3,15,2,3,7,0,22,0,5.4,3.6,5.4,0.6666666666666666,2.0,0.35
65,20160402HTNC0,20160402,NC,HT,0,B,65933,0,1,0,0, ,0,2,11,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,2,0,0,0,2,0,0.0,27.0,0.0,0.0,0.0,0.0
66,20160402HTNC0,20160402,HT,NC,0,T,66643,1,0,0,0,W,0,21,111,28,26,6,1,0,0,1,0,0,0,1,0,1,3,1,0,0,0,1,1,0.75,0.75,0.857142857,1,21,3,1,6,0,26,0,1.2857142857142858,3.857142857142857,1.2857142857142858,3.0,1.0,0.2608695652173913
67,20160402HTNC0,20160402,NC,HT,0,B,66928,0,1,0,0, ,0,2,7,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,2,1,0,0,0,2,0,0.0,13.5,0.0,0.0,0.0,0.0
68,20160402HTNC0,20160402,HT,NC,0,T,75668,0,1,0,1,S,0,4,18,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,4,1,0,0,0,4,0,0.0,6.75,0.0,0.0,0.0,0.0
69,20160402HTNC0,20160402,NC,HT,0,B,78243,0,1,0,1, ,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
70,20160402KTSK0,20160402,KT,SK,0,T,60264,1,0,0,0, ,0,8,49,14,12,5,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,3,3,1.0,2.25,12.0,3,8,1,1,5,1,12,0,10.125,3.375,3.375,1.0,2.25,0.4
71,20160402KTSK0,20160402,KT,SK,0,T,65056,0,1,0,0, ,0,7,40,9,7,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1.5,1.285714286,1.0,0,7,1,2,1,0,7,0,0.0,3.8571428571428568,7.7142857142857135,0.5,1.2857142857142856,0.16666666666666666
72,20160402KTSK0,20160402,KT,SK,0,T,65062,0,1,0,0, ,0,6,32,7,7,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.5,0.0,0,6,3,0,1,0,7,0,0.0,13.5,0.0,0.0,0.5,0.25
73,20160402KTSK0,20160402,KT,SK,0,T,65067,0,1,0,0, ,0,6,32,9,8,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.0,1.5,0.0,0,6,1,1,2,0,8,0,0.0,4.5,4.5,1.0,1.5,0.2857142857142857
74,20160402KTSK0,20160402,SK,KT,0,B,65856,1,0,0,0, ,0,18,99,26,24,7,0,0,0,0,1,0,0,2,0,0,2,1,0,0,0,3,2,3.0,1.5,0.428571429,2,18,2,2,7,0,24,0,3.0,3.0,3.0,1.0,1.5,0.3181818181818182
75,20160402KTSK0,20160402,SK,KT,0,B,71845,0,1,0,0, ,0,5,31,6,4,1,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,1.5,1.8,0.75,0,5,1,2,1,0,4,0,0.0,5.3999999999999995,10.799999999999999,0.5,1.7999999999999998,0.3333333333333333
76,20160402KTSK0,20160402,SK,KT,0,B,75138,0,1,0,0, ,0,1,6,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0,3.0,0.0,0,1,0,1,0,0,0,0,0.0,0.0,27.0,0.0,3.0,0.0
77,20160402KTSK0,20160402,SK,KT,0,B,75250,0,1,0,1,W,0,6,26,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.5,0.0,0,6,0,1,0,0,6,0,0.0,0.0,4.5,0.0,0.5,0.0
78,20160402KTSK0,20160402,KT,SK,0,T,77318,0,1,0,1,L,0,1,20,5,3,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,1,6.0,9.0,3.0,1,1,0,2,1,0,3,0,27.0,0.0,54.0,0.0,9.0,0.3333333333333333
79,20160402LTWO0,20160402,LT,WO,0,T,63935,0,1,0,1, ,0,6,28,9,9,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3.0,0.0,1.5,0,6,2,0,3,0,9,0,0.0,9.0,0.0,0.0,1.5,0.42857142857142855
80,20160402LTWO0,20160402,WO,LT,0,B,65343,0,1,0,0, ,1,3,15,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,3,1,0,1,0,4,0,0.0,9.0,0.0,0.0,1.0,0.3333333333333333
81,20160402LTWO0,20160402,LT,WO,0,T,65546,1,0,0,0,L,0,17,89,24,20,6,0,0,0,1,1,0,0,3,0,1,4,1,0,0,0,4,4,2.25,1.588235294,1.714285714,4,17,4,3,6,0,20,0,6.352941176470588,6.352941176470588,4.764705882352941,1.3333333333333333,1.588235294117647,0.375
82,20160402LTWO0,20160402,WO,LT,0,B,66323,1,0,0,0,W,0,15,93,21,17,2,1,0,0,2,0,0,0,4,0,0,5,0,0,0,0,1,1,2.0,1.2,0.5,1,15,5,4,2,0,17,0,1.8,9.0,7.2,1.25,1.2,0.16666666666666666
83,20160402LTWO0,20160402,LT,WO,0,T,71801,0,1,0,0, ,0,1,10,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0,1,0,1,0,0,1,0,0.0,0.0,27.0,0.0,3.0,0.0
84,20160402LTWO0,20160402,WO,LT,0,B,72749,0,1,0,0, ,1,3,18,3,3,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,3,2,0,1,0,3,0,0.0,18.0,0.0,0.0,1.0,1.0
85,20160402LTWO0,20160402,WO,LT,0,B,75342,0,1,0,0, ,1,3,17,5,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,2.0,3.0,0,3,1,1,1,0,4,0,0.0,9.0,9.0,1.0,2.0,0.3333333333333333
86,20160402LTWO0,20160402,WO,LT,0,B,76350,0,1,0,1, ,0,3,24,6,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.5,0.0,0.0,2,3,0,0,3,0,6,0,18.0,0.0,0.0,0.0,3.0,0.5
87,20160402OBSS0,20160402,OB,SS,0,T,61295,0,1,0,1, ,0,2,10,3,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0.0,0.0,3.0,2,2,0,1,1,1,2,0,27.0,0.0,13.5,0.0,3.0,0.0
88,20160402OBSS0,20160402,SS,OB,0,B,61365,0,1,0,0, ,0,5,25,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,3.0,0,5,0,0,1,0,6,0,0.0,0.0,0.0,0.0,0.6,0.16666666666666666
89,20160402OBSS0,20160402,SS,OB,0,B,61411,0,1,0,1,W,0,5,33,7,6,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0.0,0.0,6.0,1,5,2,1,1,0,6,0,5.3999999999999995,10.799999999999999,5.3999999999999995,2.0,1.2,0.25
90,20160402OBSS0,20160402,OB,SS,0,T,63248,0,1,0,0, ,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
91,20160402OBSS0,20160402,SS,OB,0,B,66402,1,0,0,0, ,0,15,75,23,20,6,3,0,1,1,0,0,0,3,0,0,3,1,0,1,0,4,4,0.857142857,1.8,4.5,4,15,3,3,6,1,20,0,7.2,5.4,5.4,1.0,1.8,0.3125
92,20160402OBSS0,20160402,OB,SS,0,T,73241,0,1,0,0, ,0,5,25,5,5,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,5,3,0,0,0,5,0,0.0,16.2,0.0,0.0,0.0,0.0
93,20160402OBSS0,20160402,SS,OB,0,B,74630,0,1,0,0, ,0,1,15,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.0,0.0,0,1,1,0,1,0,2,0,0.0,27.0,0.0,0.0,3.0,1.0
94,20160402OBSS0,20160402,OB,SS,0,T,77263,0,1,0,0,L,0,1,7,4,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3.0,6.0,0.0,3,1,0,0,2,0,3,0,81.0,0.0,0.0,0.0,6.0,0.6666666666666666
95,20160402OBSS0,20160402,SS,OB,0,B,77927,0,1,0,0, ,0,1,12,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,9.0,0.0,1,1,0,0,3,0,4,0,27.0,0.0,0.0,0.0,9.0,0.75
