G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,AVG,SLG,IsoP,OBP,OPS,RC,XR,wOBA,BABIP,WLS
20160402HHLG0,20160402,HH,LG,0,T,50,43,7,7,13,4,0,0,0,1,2,0,3,1,2,9,0,1,10,0.333333333,15,5,0.2921348314606741,0.3595505617977528,0.06741573033707865,0.3505154639175257,0.7100660257152785,6.487199999999999,5.9780000000000015,0.31486138613861386,0.37142857142857133,L
20160402HHLG0,20160402,LG,HH,0,B,49,40,8,8,12,2,1,1,1,2,0,0,8,0,1,9,0,1,11,0.3,10,3,0.25609756097560976,0.4024390243902439,0.14634146341463414,0.3578947368421053,0.7603337612323492,8.476326530612244,7.927999999999999,0.34803125,0.31666666666666665,W
20160402HTNC0,20160402,NC,HT,0,B,36,33,3,3,7,1,0,1,1,0,0,0,2,0,1,5,1,0,6,0.0,4,0,0.25396825396825395,0.4444444444444444,0.19047619047619047,0.3380281690140845,0.7824726134585289,3.075,3.1099999999999994,0.34661111111111115,0.2826086956521739,L
20160402HTNC0,20160402,HT,NC,0,T,39,33,4,4,8,2,0,1,1,1,1,0,5,0,0,8,0,0,8,0.428571429,7,3,0.2388059701492537,0.4029850746268657,0.16417910447761194,0.32894736842105265,0.7319324430479184,4.72,4.666,0.3299610389610389,0.2978723404255319,W
20160402KTSK0,20160402,KT,SK,0,T,41,34,3,3,8,0,0,0,0,2,1,0,6,0,0,3,2,1,8,0.375,8,3,0.2714285714285714,0.35714285714285715,0.08571428571428574,0.36585365853658536,0.7229965156794425,2.4585365853658536,2.3360000000000003,0.33840963855421685,0.288135593220339,W
20160402KTSK0,20160402,SK,KT,0,B,44,37,4,4,10,2,0,1,2,0,0,0,6,2,1,6,1,1,12,0.111111111,9,1,0.273972602739726,0.4520547945205479,0.1780821917808219,0.3375,0.7895547945205479,6.3054545454545465,6.091999999999998,0.3442692307692308,0.3103448275862069,L
20160402LTWO0,20160402,LT,WO,0,T,39,34,3,3,8,3,0,0,2,1,0,0,5,0,0,9,0,1,9,0.181818182,11,2,0.2676056338028169,0.3380281690140845,0.07042253521126762,0.3333333333333333,0.6713615023474178,4.104615384615384,3.988,0.31807692307692303,0.3392857142857143,W
20160402LTWO0,20160402,WO,LT,0,B,35,30,5,5,9,0,0,0,1,1,0,0,4,0,1,6,1,0,6,0.375,8,3,0.25,0.26666666666666666,0.016666666666666663,0.35211267605633795,0.6187793427230046,3.709714285714286,3.752,0.3096619718309859,0.30612244897959184,L
20160402OBSS0,20160402,OB,SS,0,T,42,38,6,6,12,6,0,1,1,0,0,0,4,0,0,6,1,0,9,0.1875,16,3,0.2898550724637681,0.5072463768115942,0.2173913043478261,0.35897435897435903,0.8662207357859533,8.057142857142857,7.041999999999999,0.3761898734177215,0.29310344827586204,W
20160402OBSS0,20160402,SS,OB,0,B,41,36,10,10,16,3,1,2,1,1,2,0,2,0,1,7,1,0,7,0.454545455,11,5,0.35294117647058826,0.5147058823529411,0.16176470588235287,0.40540540540540543,0.9201112877583466,12.165365853658535,9.813999999999998,0.4041052631578947,0.4150943396226415,L
20160403KTSK0,20160403,KT,SK,0,T,40,33,5,5,7,2,0,1,0,1,0,0,6,0,1,9,0,0,8,0.3,10,3,0.2524271844660194,0.3592233009708738,0.10679611650485438,0.3606557377049181,0.7198790386757918,4.4915,4.5280000000000005,0.33791869918699186,0.2804878048780488,L
20160403KTSK0,20160403,SK,KT,0,B,38,32,4,4,8,2,0,0,1,1,0,1,3,0,2,4,0,0,7,0.125,8,1,0.26666666666666666,0.4095238095238095,0.14285714285714285,0.3389830508474576,0.7485068603712671,3.8968421052631577,4.177999999999999,0.3349310344827586,0.2988505747126437,W
20160403LTWO0,20160403,LT,WO,0,T,43,38,5,5,12,1,1,0,0,0,0,1,4,0,0,5,1,0,11,0.4166666670000001,12,5,0.28440366972477066,0.3577981651376147,0.07339449541284404,0.3471074380165289,0.7049056031541436,5.776744186046512,5.739999999999998,0.33123966942148764,0.34444444444444444,L
20160403LTWO0,20160403,WO,LT,0,B,42,34,6,6,11,2,0,0,3,0,1,0,7,1,0,7,0,1,11,0.35714285700000004,14,5,0.2765957446808511,0.30851063829787234,0.03191489361702127,0.38392857142857145,0.6924392097264438,7.131428571428571,6.684,0.33491071428571434,0.34210526315789475,W
20160405LGHT0,20160405,HT,LG,0,B,31,28,4,4,6,1,0,1,0,0,0,0,3,0,0,10,2,0,3,0.25,4,1,0.23157894736842105,0.3894736842105263,0.15789473684210525,0.3177570093457944,0.7072306935563206,2.4341935483870967,2.38,0.32032407407407404,0.296875,W
20160405LGHT0,20160405,LG,HT,0,T,35,34,1,1,7,0,0,0,1,0,0,0,1,0,0,9,0,1,7,0.2,5,1,0.2413793103448276,0.3448275862068966,0.10344827586206898,0.3230769230769231,0.6679045092838196,1.7782857142857142,1.5179999999999991,0.3111908396946565,0.3058823529411765,L
20160405NCOB0,20160405,NC,OB,0,T,37,31,2,2,5,0,0,0,0,0,0,0,5,0,1,9,1,0,8,0.28571428600000004,7,2,0.22340425531914893,0.35106382978723405,0.12765957446808512,0.3240740740740741,0.6751379038613081,1.7729729729729733,1.7579999999999996,0.3136238532110092,0.2647058823529412,W
20160405NCOB0,20160405,OB,NC,0,B,39,28,5,6,6,1,1,0,2,1,0,0,7,0,4,5,0,0,9,0.28571428600000004,7,2,0.26804123711340205,0.4536082474226804,0.1855670103092784,0.38461538461538464,0.8382236320380649,5.292307692307691,5.52,0.3784915254237289,0.2839506172839506,L
20160405SKLT0,20160405,LT,SK,0,B,34,30,2,2,5,0,0,0,0,0,0,0,3,0,1,7,0,0,8,0.111111111,9,1,0.2589928057553957,0.31654676258992803,0.05755395683453235,0.3290322580645161,0.6455790206544442,1.5988235294117648,1.5540000000000005,0.308483870967742,0.3185840707964602,W
20160405SKLT0,20160405,SK,LT,0,T,35,30,1,1,4,2,0,0,1,0,0,1,2,0,2,12,0,1,7,0.14285714300000002,7,1,0.23703703703703705,0.362962962962963,0.12592592592592594,0.3137254901960784,0.6766884531590414,1.846857142857143,1.914,0.3068079470198675,0.2830188679245283,L
20160405SSKT0,20160405,KT,SS,0,B,42,32,8,8,11,4,0,1,2,0,0,2,8,0,0,6,1,3,10,0.266666667,15,4,0.2740740740740741,0.4074074074074074,0.1333333333333333,0.38414634146341453,0.7915537488708221,9.497142857142855,8.832,0.3648121212121212,0.3027522935779817,W
20160405SSKT0,20160405,SS,KT,0,T,45,38,3,3,10,2,0,0,0,0,0,0,6,0,1,6,1,0,15,0.235294118,17,4,0.3207547169811321,0.4433962264150944,0.12264150943396228,0.3949579831932773,0.8383542096083716,4.913777777777779,4.882,0.3807107438016529,0.3764705882352941,L
20160405WOHH0,20160405,WO,HH,0,T,40,32,4,5,7,0,0,1,2,2,0,0,7,0,1,11,1,1,8,0.14285714300000002,7,1,0.2619047619047619,0.30952380952380953,0.047619047619047616,0.3815789473684211,0.6911027568922306,3.9360000000000004,4.1720000000000015,0.3360197368421053,0.3333333333333333,W
20160405WOHH0,20160405,HH,WO,0,B,41,35,8,9,13,4,0,0,1,0,0,1,4,0,1,1,1,1,8,0.428571429,14,6,0.3145161290322581,0.3951612903225806,0.08064516129032256,0.37681159420289856,0.7719728845254792,8.019024390243901,7.272,0.34613380281690137,0.37142857142857133,L
20160406NCOB0,20160406,NC,OB,0,T,29,28,0,0,2,0,0,0,0,0,0,0,1,0,0,12,1,3,2,0.0,0,0,0.1885245901639344,0.2868852459016393,0.09836065573770493,0.2773722627737226,0.5642575086753621,0.1558620689655172,-1.4660000000000002,0.26681159420289857,0.2380952380952381,L
20160406NCOB0,20160406,OB,NC,0,B,32,30,2,2,5,0,0,1,0,0,0,0,1,0,1,8,0,0,6,0.083333333,12,1,0.2440944881889764,0.4094488188976378,0.1653543307086614,0.34899328859060397,0.7584421074882418,1.86375,1.806,0.3457133333333333,0.2647058823529412,W
20160406SKLT0,20160406,LT,SK,0,B,31,27,11,11,14,3,0,3,1,1,1,0,2,0,1,2,0,1,5,0.5,10,5,0.3012048192771085,0.42168674698795183,0.12048192771084335,0.3675675675675676,0.7892543145555194,14.358709677419355,10.214,0.3610107526881721,0.3481481481481481,W
20160406SKLT0,20160406,SK,LT,0,T,21,16,1,1,1,0,0,0,0,0,0,0,4,0,1,2,1,1,5,0.25,4,1,0.2185430463576159,0.3311258278145696,0.11258278145695366,0.3103448275862069,0.6414706554007765,0.5476190476190477,0.4640000000000003,0.2967093023255814,0.25833333333333336,L
20160406SSKT0,20160406,SS,KT,0,T,47,41,7,11,14,3,1,0,2,0,1,0,5,0,0,3,1,2,9,0.3125,16,5,0.32653061224489793,0.4489795918367347,0.12244897959183675,0.4,0.8489795918367347,8.371914893617022,7.475999999999997,0.3846964285714286,0.3739837398373984,L
20160406SSKT0,20160406,KT,SS,0,B,38,36,6,6,7,2,0,3,0,0,0,0,2,0,0,6,0,2,5,0.5,4,2,0.2573099415204678,0.4269005847953216,0.1695906432748538,0.3564356435643564,0.7833362283596781,4.3863157894736835,4.781999999999999,0.35377339901477833,0.2720588235294117,W
20160406WOHH0,20160406,HH,WO,0,B,36,35,4,4,11,3,0,2,1,0,1,0,0,0,0,5,1,0,5,0.222222222,9,2,0.31446540880503143,0.4339622641509434,0.11949685534591198,0.36416184971098253,0.7981241138619259,5.844444444444443,5.689999999999999,0.3507303370786517,0.3609022556390977,L
20160406WOHH0,20160406,WO,HH,0,T,40,32,5,6,6,2,0,0,0,0,0,0,7,0,1,12,0,0,7,0.25,8,2,0.2468354430379747,0.2974683544303797,0.05063291139240503,0.375,0.6724683544303798,3.528,3.7239999999999998,0.3302083333333334,0.3275862068965517,W
20160407LGHT0,20160407,HT,LG,0,B,37,34,4,4,9,5,0,0,1,1,0,0,2,0,1,6,1,0,6,0.444444444,9,4,0.24031007751937986,0.3953488372093023,0.15503875968992245,0.3194444444444444,0.7147932816537468,4.135135135135135,3.8119999999999994,0.3241655172413793,0.3043478260869565,L
20160407LGHT0,20160407,LG,HT,0,T,43,38,8,8,11,1,0,2,2,0,0,0,4,0,1,9,0,0,8,0.333333333,12,4,0.2532467532467532,0.37662337662337664,0.12337662337662343,0.3352601156069364,0.711883492230313,7.568372093023256,7.158000000000001,0.32844252873563223,0.3125,W
20160407NCOB0,20160407,NC,OB,0,T,43,41,8,8,15,2,1,0,0,1,0,0,2,0,0,4,0,0,8,0.5,10,5,0.2331288343558282,0.3312883435582822,0.09815950920245398,0.3055555555555556,0.6368438991138378,7.263255813953488,6.467999999999999,0.29700000000000004,0.2892561983471074,L
20160407NCOB0,20160407,OB,NC,0,B,40,36,2,2,10,1,0,0,0,0,0,0,2,0,2,9,1,0,11,0.111111111,9,1,0.25153374233128833,0.38650306748466257,0.13496932515337426,0.3492063492063492,0.7357094166910118,3.913,3.798,0.3403578947368421,0.2868217054263566,W
20160407SKLT0,20160407,SK,LT,0,T,42,36,8,8,12,1,0,3,2,1,0,2,3,0,1,5,0,0,7,0.375,8,3,0.2406417112299465,0.3850267379679144,0.1443850267379679,0.3240740740740741,0.7091008120419885,8.971428571428572,8.979999999999997,0.320411214953271,0.26666666666666666,L
20160407SKLT0,20160407,LT,SK,0,B,33,31,3,3,5,1,0,1,0,0,0,1,1,0,0,8,0,0,3,0.0,3,0,0.27918781725888325,0.4010152284263959,0.12182741116751268,0.3394495412844037,0.7404647697107996,1.778181818181818,1.966,0.3374337899543379,0.3227848101265823,W
20160407SSKT0,20160407,SS,KT,0,T,40,35,3,3,9,2,0,1,3,0,1,0,4,0,0,4,0,1,10,0.14285714300000002,14,2,0.3131868131868132,0.4395604395604396,0.12637362637362634,0.3872549019607843,0.8268153415212238,5.563999999999999,5.447999999999999,0.3736778846153847,0.35294117647058826,W
20160407SSKT0,20160407,KT,SS,0,B,34,30,1,1,4,1,0,0,0,1,0,0,4,0,0,9,0,1,6,0.25,4,1,0.2388059701492537,0.3880597014925373,0.1492537313432836,0.3389830508474576,0.7270427523399949,1.243529411764706,0.8480000000000002,0.3329493670886076,0.2611464968152866,L
20160407WOHH0,20160407,HH,WO,0,B,40,39,3,3,12,2,0,2,0,0,0,0,0,0,1,10,0,1,10,0.181818182,11,2,0.31313131313131315,0.4494949494949495,0.13636363636363635,0.3568075117370892,0.8063024612320386,6.5845,6.15,0.3536605504587156,0.3625,L
20160407WOHH0,20160407,WO,HH,0,T,37,33,7,7,7,1,1,2,1,0,0,0,4,1,0,4,1,0,3,0.428571429,7,3,0.2408376963350785,0.3298429319371728,0.08900523560209425,0.3624454148471616,0.6922883467843344,4.6756756756756745,4.847999999999999,0.32943421052631583,0.3006993006993007,W
20160408HHNC0,20160408,NC,HH,0,B,38,30,4,5,9,2,0,1,3,1,1,0,7,0,0,6,2,0,9,0.133333333,15,2,0.24352331606217614,0.35233160621761656,0.10880829015544037,0.3271889400921659,0.6795205463097824,6.123684210526315,5.8420000000000005,0.3154977168949772,0.2986111111111111,W
20160408HHNC0,20160408,HH,NC,0,T,39,31,4,4,5,2,0,1,0,0,0,0,6,0,2,9,1,1,8,0.2,5,1,0.2925764192139738,0.43231441048034935,0.13973799126637554,0.3531746031746032,0.7854890136549526,3.7169230769230763,3.818,0.3480933852140077,0.3425414364640884,L
20160408HTKT0,20160408,HT,KT,0,T,32,28,0,0,3,0,0,0,1,0,0,0,4,0,0,7,2,3,5,0.0,2,0,0.21656050955414013,0.34394904458598724,0.1273885350318471,0.30113636363636365,0.6450854082223509,0.7125000000000001,-0.00599999999999945,0.2984406779661017,0.2743362831858407,W
20160408HTKT0,20160408,KT,HT,0,B,33,31,3,4,8,2,0,0,1,0,1,0,1,0,0,3,3,1,5,0.181818182,11,2,0.2413793103448276,0.3793103448275862,0.1379310344827586,0.33208955223880604,0.7113998970663922,2.0545454545454547,1.7959999999999994,0.3254296296296296,0.2648648648648649,L
20160408LGSK0,20160408,SK,LG,0,B,41,36,1,3,8,0,0,0,0,0,0,1,4,0,0,4,0,1,9,0.0,7,0,0.2376681614349776,0.3587443946188341,0.12107623318385648,0.31906614785992216,0.6778105424787562,2.7980487804878047,3.1780000000000004,0.3102274509803921,0.26229508196721313,W
20160408LGSK0,20160408,LG,SK,0,T,36,33,2,2,4,0,0,1,0,0,0,0,2,0,1,4,1,3,4,0.2,5,1,0.22994652406417115,0.3475935828877005,0.1176470588235294,0.31100478468899523,0.6585983675766958,1.2966666666666666,0.948,0.3054619047619048,0.2714285714285714,L
20160408SSLT0,20160408,SS,LT,0,T,42,35,7,7,10,1,0,3,0,0,1,0,5,0,1,8,1,0,8,0.333333333,9,3,0.3087557603686636,0.4608294930875576,0.15207373271889402,0.3877551020408163,0.8485845951283739,7.885714285714285,7.435999999999999,0.3794600000000001,0.3446327683615819,L
20160408SSLT0,20160408,LT,SS,0,B,36,34,3,3,10,2,0,1,1,0,0,0,2,0,0,9,2,2,6,0.28571428600000004,7,2,0.2813852813852814,0.4069264069264069,0.1255411255411255,0.33858267716535434,0.7455090840917613,4.455555555555555,4.267999999999999,0.3389960784313726,0.3296703296703297,W
20160408WOOB0,20160408,OB,WO,0,B,40,29,6,6,8,2,0,1,2,2,1,1,8,0,1,7,0,0,10,0.214285714,14,3,0.2552083333333333,0.3958333333333333,0.140625,0.3640350877192983,0.7598684210526316,6.5325000000000015,6.623999999999999,0.3503565217391305,0.2913907284768212,L
20160408WOOB0,20160408,WO,OB,0,T,36,32,4,4,9,2,0,1,2,2,0,0,4,0,0,12,1,2,5,0.28571428600000004,7,2,0.2466367713004484,0.3452914798206278,0.09865470852017938,0.3622641509433962,0.7075556307640241,4.466666666666666,4.424,0.33411742424242424,0.3148148148148148,W
20160409HHNC0,20160409,HH,NC,0,T,32,29,1,1,7,0,0,0,0,1,1,0,2,0,0,8,3,0,4,0.5,2,1,0.2868217054263566,0.4108527131782946,0.12403100775193797,0.3462897526501767,0.7571424658284713,1.25625,0.7459999999999998,0.3375847750865052,0.3415841584158416,W
20160409HHNC0,20160409,NC,HH,0,B,41,36,10,10,13,2,0,2,0,0,0,1,3,0,1,4,0,0,7,0.5,10,5,0.2620087336244541,0.38864628820960706,0.12663755458515286,0.34108527131782945,0.7297315595274365,9.354146341463414,8.447999999999999,0.3344115384615385,0.3085714285714285,L
20160409HTKT0,20160409,HT,KT,0,T,41,36,5,6,9,2,0,0,3,0,0,1,3,0,1,9,0,0,8,0.333333333,9,3,0.22279792746113988,0.3367875647668393,0.11398963730569947,0.30414746543778803,0.6409350302046274,4.477073170731708,4.708,0.2981330275229357,0.28368794326241137,L
20160409HTKT0,20160409,KT,HT,0,B,38,35,3,3,11,2,0,0,2,0,1,0,2,0,0,7,1,3,8,0.4,10,4,0.250936329588015,0.3782771535580524,0.12734082397003746,0.3344262295081967,0.7127033830662491,4.762105263157895,4.433999999999998,0.32598051948051954,0.28169014084507044,W
20160409LGSK0,20160409,SK,LG,0,B,32,27,4,4,5,0,0,3,0,1,0,0,5,0,0,7,1,1,4,0.333333333,3,1,0.23199999999999998,0.376,0.14400000000000002,0.31833910034602075,0.6943391003460208,3.825,4.2940000000000005,0.3150696864111498,0.25,W
20160409LGSK0,20160409,LG,SK,0,T,38,32,3,3,8,2,0,1,0,0,0,0,6,0,0,5,3,0,8,0.0,8,0,0.2328767123287671,0.3561643835616438,0.1232876712328767,0.319838056680162,0.6760024402418058,4.214736842105263,4.1099999999999985,0.31368145161290323,0.2710843373493976,L
20160409SSLT0,20160409,SS,LT,0,T,42,36,4,4,11,0,0,1,1,2,0,0,6,0,0,9,1,0,11,0.375,8,3,0.308300395256917,0.4505928853754941,0.1422924901185771,0.3902439024390244,0.8408367878145184,5.3599999999999985,5.327999999999999,0.3790582191780823,0.3497536945812808,W
20160409SSLT0,20160409,LT,SS,0,B,41,37,7,7,15,1,0,1,1,0,0,0,4,0,0,6,2,1,10,0.28571428600000004,14,4,0.29850746268656714,0.4216417910447761,0.12313432835820898,0.3559322033898305,0.7775739944346066,8.524878048780486,7.432,0.3543074324324325,0.3490566037735849,L
20160409WOOB0,20160409,OB,WO,0,B,49,46,8,9,13,1,0,2,0,1,0,0,3,0,0,11,2,0,4,0.5,10,5,0.2605042016806723,0.4033613445378152,0.14285714285714285,0.3574007220216607,0.7607620665594759,5.513061224489796,5.501999999999998,0.3488602150537635,0.2989130434782609,D
20160409WOOB0,20160409,WO,OB,0,T,57,49,8,9,16,1,1,0,2,1,1,0,6,0,1,9,1,1,12,0.333333333,18,6,0.2610294117647059,0.35294117647058826,0.09191176470588236,0.3707165109034268,0.723657687374015,8.245263157894737,7.808,0.3411869158878505,0.3316831683168317,D
20160410HHNC0,20160410,NC,HH,0,B,34,29,1,1,2,0,0,0,2,0,1,0,3,0,1,9,0,0,6,0.2,5,1,0.24031007751937986,0.3527131782945737,0.1124031007751938,0.3230240549828179,0.6757372332773915,0.8117647058823528,0.2580000000000003,0.31241496598639457,0.2871794871794872,W
20160410HHNC0,20160410,HH,NC,0,T,38,29,2,2,6,1,0,0,0,0,4,0,4,0,1,12,0,0,9,0.181818182,11,2,0.2787456445993031,0.3937282229965157,0.11498257839721256,0.3438485804416404,0.7375768034381559,3.0047368421052636,2.914,0.3281865443425077,0.3424657534246575,L
20160410HTKT0,20160410,HT,KT,0,T,43,38,6,6,14,3,2,1,0,1,0,0,5,0,0,6,2,3,10,0.333333333,12,4,0.24675324675324675,0.3852813852813853,0.13852813852813853,0.3269230769230769,0.7122044622044622,9.413953488372094,8.112,0.3261877394636016,0.3081395348837209,W
20160410HTKT0,20160410,KT,HT,0,B,44,37,9,9,11,3,0,2,1,0,0,0,5,0,2,10,1,0,11,0.125,16,2,0.2565789473684211,0.3980263157894737,0.1414473684210526,0.3438395415472779,0.7418658573367516,8.631363636363636,7.81,0.3379659090909091,0.28991596638655465,L
20160410LGSK0,20160410,SK,LG,0,B,37,33,7,7,9,1,0,2,0,0,0,0,2,1,2,5,1,1,6,0.5,4,2,0.23674911660777384,0.3886925795053003,0.1519434628975265,0.3220858895705521,0.7107784690758525,5.4421621621621625,5.299999999999999,0.3202879256965945,0.25221238938053103,W
20160410LGSK0,20160410,LG,SK,0,T,38,37,5,6,10,0,0,2,1,1,0,0,1,0,0,6,0,1,5,0.333333333,3,1,0.23828125,0.3671875,0.12890625,0.3157894736842105,0.6829769736842105,4.415789473684211,4.6019999999999985,0.3142937062937063,0.2717948717948718,L
20160410SSLT0,20160410,LT,SS,0,B,37,33,4,5,11,3,0,1,2,2,0,0,4,0,0,6,1,0,8,0.25,12,3,0.3023255813953488,0.4318936877076412,0.12956810631229235,0.3614457831325301,0.7933394708401713,6.188108108108107,5.781999999999997,0.36092492492492495,0.35294117647058826,W
20160410SSLT0,20160410,SS,LT,0,T,40,31,1,1,6,1,0,0,1,0,1,0,8,0,0,9,1,1,12,0.125,8,1,0.29577464788732394,0.426056338028169,0.13028169014084506,0.38650306748466257,0.8125594055128316,3.2889999999999997,3.4679999999999995,0.3694397590361446,0.3422222222222222,L
20160410WOOB0,20160410,WO,OB,0,T,41,32,5,5,8,2,1,0,0,0,1,2,5,1,1,10,0,0,9,0.4,5,2,0.2598684210526316,0.35526315789473684,0.09539473684210524,0.3684210526315789,0.7236842105263157,5.074146341463415,5.4700000000000015,0.3382770083102493,0.33185840707964603,L
20160410WOOB0,20160410,OB,WO,0,B,39,35,4,4,10,2,0,0,0,0,1,0,3,0,0,4,0,0,8,0.333333333,12,4,0.2637362637362637,0.3956043956043956,0.13186813186813184,0.3555555555555556,0.7511599511599512,4.433333333333334,4.217999999999999,0.34487735849056605,0.3023255813953488,W
20160412HTSK0,20160412,HT,SK,0,T,44,37,7,7,10,1,0,4,0,0,0,0,6,0,1,9,0,2,10,0.333333333,9,3,0.25,0.41791044776119396,0.167910447761194,0.3355263157894737,0.7534367635506677,9.589545454545457,8.858000000000002,0.3409049180327869,0.3010204081632653,L
20160412HTSK0,20160412,SK,HT,0,B,40,33,6,6,7,0,0,2,3,1,0,1,4,0,2,11,0,0,7,0.4,5,2,0.23417721518987344,0.3892405063291139,0.15506329113924053,0.3224043715846995,0.7116448779138134,4.992,5.582000000000001,0.3209504132231405,0.25101214574898784,W
20160412KTWO0,20160412,KT,WO,0,T,35,33,2,2,7,0,0,2,1,1,0,0,1,0,1,6,0,1,6,0.0,2,0,0.2522255192878338,0.3976261127596439,0.1454005934718101,0.3359375,0.7335636127596439,3.2091428571428566,3.5319999999999987,0.33333591731266143,0.2813688212927757,L
20160412KTWO0,20160412,WO,KT,0,B,35,33,4,5,11,3,0,1,0,0,0,0,2,0,0,5,0,0,6,0.428571429,7,3,0.2670623145400593,0.370919881305638,0.1038575667655786,0.3686868686868687,0.7396067499925066,6.507428571428571,5.759999999999999,0.3432752525252525,0.3359683794466403,W
20160412LTLG0,20160412,LG,LT,0,B,55,41,12,12,17,3,1,0,1,1,1,2,11,3,0,10,1,1,14,0.333333333,18,6,0.26262626262626265,0.39057239057239057,0.12794612794612792,0.3480825958702065,0.7386549864425971,12.366545454545452,11.2,0.33586982248520714,0.30701754385964913,W
20160412LTLG0,20160412,LT,LG,0,T,46,44,10,11,16,3,1,1,0,1,0,0,2,0,0,10,0,0,5,0.8,10,8,0.3101449275362319,0.4463768115942029,0.136231884057971,0.36507936507936506,0.8114561766735681,9.061739130434784,7.899999999999999,0.3676833773087072,0.36531365313653136,L
20160412NCSS0,20160412,SS,NC,0,B,47,42,13,16,18,4,1,2,0,0,0,1,2,0,2,8,1,1,7,0.666666667,15,10,0.3128834355828221,0.4631901840490798,0.15030674846625766,0.3967828418230563,0.8599730258721361,14.101276595744679,11.435999999999995,0.3866411609498681,0.36046511627906974,W
20160412NCSS0,20160412,NC,SS,0,T,39,37,5,5,10,1,0,3,0,0,0,1,1,0,0,4,0,2,7,0.3,10,3,0.2440677966101695,0.37627118644067803,0.13220338983050847,0.3181818181818182,0.6944530046224962,5.861025641025642,6.287999999999999,0.316,0.27876106194690264,L
20160412OBHH0,20160412,HH,OB,0,B,37,34,1,2,9,2,0,0,0,0,0,0,2,0,1,7,3,0,8,0.181818182,11,2,0.2772585669781931,0.3862928348909657,0.1090342679127726,0.3418079096045198,0.7281007444954855,2.865405405405405,2.543999999999999,0.3262060439560439,0.3414634146341464,L
