,G_ID,GDAY_DS,T_ID,VS_T_ID,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H1,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,K/BB,OOPS,WHIP,BABIP,kFIP,HEADER_NO_1,HEADER_NO_2,TB_SC_T
17,20160402LTWO0,20160402,LT,WO,0,L,0,24,127,0.375,0.8571428571428571,0.2571428571428571,0.2571428571428571,0.0,0.0,0.0,1,1,0.0,0.0,0.11428571428571428,0.0,0.02857142857142857,0.17142857142857143,1,0,0,0.0,5,4,0.1388888888888889,0.08403361342857142,0.13888888891666668,0.10714285714285714,0.7,0.3657718120805369,0.375,0.17438775510204085,0,0,1
18,20160402OBSS0,20160402,SS,OB,0,W,0,27,160,0.5208333333333334,0.9047619047619048,0.2857142857142857,0.11904761904761904,0.14285714285714285,0.0,0.023809523809523808,1,0,0.0,0.0,0.09523809523809523,0.0,0.0,0.14285714285714285,1,0,1,0.0,6,6,0.03846153844444444,0.08333333333333333,0.41666666666666663,0.10714285714285714,0.9335839598997494,0.4026845637583892,0.3548387096774194,0.24156462585034016,0,0,0
19,20160402OBSS0,20160402,OB,SS,0,L,0,24,135,0.5,0.8780487804878049,0.3902439024390244,0.24390243902439024,0.07317073170731707,0.024390243902439025,0.04878048780487805,1,1,0.04878048780487805,0.0,0.04878048780487805,0.0,0.024390243902439025,0.17073170731707318,1,0,0,0.3333333333333333,10,10,0.10416666666666666,0.10389610390476191,0.175,0.25,1.2371794871794872,0.5167785234899329,0.5185185185185185,0.3351020408163266,0,0,1
20,20160403KTSK0,20160403,SK,KT,0,L,0,27,167,0.47916666666666663,0.825,0.175,0.1,0.05,0.0,0.025,0,1,0.0,0.0,0.15,0.0,0.025,0.225,0,0,0,0.3333333333333333,5,5,0.09523809522222222,0.07453416147619048,0.13888888891666668,0.10714285714285714,0.7136363636363636,0.3221476510067114,0.2608695652173913,0.28238095238095234,0,0,0
21,20160403KTSK0,20160403,KT,SK,0,W,2,27,158,0.4375,0.8421052631578947,0.21052631578947367,0.15789473684210525,0.05263157894736842,0.0,0.0,1,1,0.0,0.02631578947368421,0.07894736842105263,0.0,0.05263157894736842,0.10526315789473684,0,0,0,0.0,4,4,0.05555555555555555,0.045454545476190475,0.17857142858333333,0.09523809523809523,0.6546052631578947,0.2684563758389262,0.27586206896551724,0.18034013605442173,0,0,1
22,20160403LTWO0,20160403,WO,LT,0,W,0,27,152,0.5416666666666666,0.8837209302325582,0.27906976744186046,0.23255813953488372,0.023255813953488372,0.023255813953488372,0.0,0,0,0.0,0.023255813953488372,0.09302325581395349,0.0,0.0,0.11627906976744186,1,0,0,0.0,5,4,0.10416666666666666,0.07142857142857142,0.06818181816666666,0.08928571428571427,0.7668298653610771,0.4026845637583892,0.35294117647058826,0.1531292517006803,0,0,0
23,20160403LTWO0,20160403,LT,WO,0,L,0,25,178,0.5208333333333334,0.8095238095238095,0.2619047619047619,0.21428571428571427,0.047619047619047616,0.0,0.0,3,0,0.023809523809523808,0.0,0.16666666666666666,0.023809523809523808,0.0,0.16666666666666666,0,1,0,0.0,6,6,0.14814814816666666,0.15873015871428572,0.15,0.07142857142857142,0.8213773314203728,0.4950335570469799,0.4074074074074074,0.20836734693877557,0,0,1
24,20160405LGHT0,20160405,HT,LG,0,W,2,27,137,0.375,0.9714285714285714,0.2,0.2,0.0,0.0,0.0,1,0,0.0,0.0,0.02857142857142857,0.0,0.0,0.2571428571428571,0,0,0,0.0,1,1,0.041666666666666664,0.047619047619047616,0.049999999999999996,0.6428571428571428,0.43445378151260505,0.1879194630872483,0.28,0.06469387755102046,0,0,0
25,20160405LGHT0,20160405,LG,HT,0,L,0,24,123,0.29166666666666663,0.9032258064516129,0.1935483870967742,0.12903225806451613,0.03225806451612903,0.0,0.03225806451612903,0,0,0.0,0.0,0.0967741935483871,0.0,0.0,0.3225806451612903,2,1,0,0.0,4,2,0.1111111111111111,0.07563025209523809,0.049999999999999996,0.23809523809523805,0.6474654377880185,0.24496644295302014,0.29411764705882354,0.20500000000000007,0,0,1
26,20160405NCOB0,20160405,OB,NC,0,W,0,27,146,0.41666666666666663,0.8378378378378378,0.13513513513513514,0.13513513513513514,0.0,0.0,0.0,0,0,0.0,0.0,0.13513513513513514,0.0,0.02702702702702703,0.24324324324324326,1,0,0,0.0,2,2,0.09999999999999999,0.047619047619047616,0.125,0.12857142857142856,0.4585876198779425,0.24161073825503357,0.2272727272727273,0.16673469387755108,0,0,0
27,20160405NCOB0,20160405,NC,OB,0,L,0,24,156,0.45833333333333337,0.717948717948718,0.15384615384615385,0.10256410256410256,0.02564102564102564,0.02564102564102564,0.0,2,1,0.0,0.0,0.1794871794871795,0.0,0.10256410256410256,0.1282051282051282,0,0,0,0.0,6,6,0.1388888888888889,0.14285714285714285,0.15625,0.05102040816326531,0.7573260073260073,0.3657718120805369,0.2608695652173913,0.319795918367347,0,0,1
28,20160405SKLT0,20160405,LT,SK,0,W,3,27,152,0.375,0.8571428571428571,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.0,0.0,1,0,0.0,0.02857142857142857,0.05714285714285714,0.0,0.05714285714285714,0.34285714285714286,0,0,0,0.3333333333333333,1,1,0.041666666666666664,0.03174603176190476,0.05555555558333333,0.42857142857142855,0.4285714285714286,0.1342281879194631,0.21052631578947367,0.1055102040816327,0,0,0
29,20160405SKLT0,20160405,SK,LT,0,L,0,24,111,0.35416666666666663,0.8823529411764706,0.14705882352941177,0.14705882352941177,0.0,0.0,0.0,0,0,0.0,0.0,0.08823529411764706,0.0,0.029411764705882353,0.20588235294117646,0,1,0,0.3333333333333333,2,2,0.020833333333333332,0.047619047619047616,0.11111111108333332,0.16666666666666663,0.4313725490196079,0.21476510067114093,0.21739130434782608,0.1437755102040817,0,0,1
30,20160405SSKT0,20160405,KT,SS,0,W,0,27,181,0.5833333333333334,0.8444444444444444,0.2222222222222222,0.17777777777777778,0.044444444444444446,0.0,0.0,0,0,0.0,0.0,0.13333333333333333,0.0,0.022222222222222223,0.13333333333333333,1,1,0,0.0,3,2,0.08333333333333333,0.03571428571428571,0.038461538499999996,0.07142857142857142,0.6935672514619883,0.4026845637583892,0.3125,0.20755102040816337,0,0,0
31,20160405SSKT0,20160405,SS,KT,0,L,0,24,159,0.5208333333333334,0.7619047619047619,0.2619047619047619,0.14285714285714285,0.09523809523809523,0.0,0.023809523809523808,2,0,0.0,0.047619047619047616,0.19047619047619047,0.0,0.0,0.14285714285714285,1,1,0,0.0,8,8,0.10256410255555555,0.2244897959047619,0.16666666666666666,0.05357142857142857,1.0148809523809523,0.5469798657718121,0.3703703703703704,0.35040816326530616,0,0,1
32,20160405WOHH0,20160405,HH,WO,0,W,0,27,180,0.47916666666666663,0.8,0.175,0.15,0.0,0.0,0.025,2,2,0.0,0.0,0.175,0.0,0.025,0.275,1,1,0,0.3333333333333333,5,3,0.13333333333333333,0.10317460319047618,0.09999999999999999,0.11224489795918366,0.6875,0.34899328859060397,0.3,0.28918367346938784,0,0,0
33,20160405WOHH0,20160405,WO,HH,0,L,0,24,129,0.5,0.8536585365853658,0.3170731707317073,0.21951219512195122,0.0975609756097561,0.0,0.0,1,0,0.0,0.024390243902439025,0.0975609756097561,0.0,0.024390243902439025,0.024390243902439025,1,1,0,0.0,9,8,0.1296296296111111,0.11764705880952381,0.13888888891666668,0.017857142857142856,0.924738675958188,0.48657718120805366,0.37142857142857133,0.21265306122448985,0,0,1
34,20160406NCOB0,20160406,OB,NC,0,W,0,27,118,0.25,0.9655172413793104,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0,0,0.0,0.0,0.034482758620689655,0.0,0.0,0.41379310344827586,1,0,0,0.0,0,0,0.0,0.015873015857142857,0.07142857141666667,0.8571428571428571,0.1748768472906404,0.053691275167785234,0.125,0.044285714285714345,0,0,0
35,20160406NCOB0,20160406,NC,OB,0,L,0,24,133,0.3125,0.9375,0.15625,0.125,0.0,0.0,0.03125,0,0,0.0,0.0,0.03125,0.0,0.03125,0.25,0,0,1,0.0,2,2,0.015151515166666666,0.03571428571428571,0.024999999999999998,0.5714285714285714,0.4854166666666666,0.15436241610738255,0.19047619047619047,0.1973469387755103,0,0,1
36,20160406SKLT0,20160406,LT,SK,0,W,0,15,74,0.08333333333333337,0.7619047619047619,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0,0,0.0,0.0,0.19047619047619047,0.0,0.047619047619047616,0.09523809523809523,1,0,0,0.0,1,0,0.08333333333333333,0.06349206347619046,0.03571428575,0.03571428571428571,0.3482142857142857,0.21476510067114093,0.07142857142857142,0.2646938775510205,0,0,0
37,20160406SKLT0,20160406,SK,LT,0,L,0,15,112,0.29166666666666663,0.8709677419354839,0.45161290322580644,0.25806451612903225,0.0967741935483871,0.0,0.0967741935483871,1,1,0.03225806451612903,0.0,0.06451612903225806,0.0,0.03225806451612903,0.06451612903225806,0,0,0,0.0,11,11,0.1388888888888889,0.16326530614285711,0.5,0.07142857142857142,1.5296296296296297,0.7463087248322148,0.5,0.7055102040816327,0,0,1
38,20160406SSKT0,20160406,KT,SS,0,L,0,27,170,0.625,0.8723404255319149,0.2978723404255319,0.2127659574468085,0.06382978723404255,0.02127659574468085,0.0,2,0,0.02127659574468085,0.0,0.10638297872340426,0.0,0.0,0.06382978723404255,1,1,1,0.0,11,7,0.09090909088888889,0.08571428571428572,0.375,0.04285714285714285,0.8764581124072109,0.4832214765100669,0.3684210526315789,0.18714285714285717,0,0,0
39,20160406SSKT0,20160406,SS,KT,0,W,0,27,138,0.4375,0.9473684210526315,0.18421052631578946,0.05263157894736842,0.05263157894736842,0.0,0.07894736842105263,0,0,0.0,0.0,0.05263157894736842,0.0,0.0,0.15789473684210525,0,1,0,0.0,6,6,0.16666666666666666,0.020408163285714286,0.125,0.21428571428571427,0.7368421052631579,0.21476510067114093,0.14814814814814814,0.3912244897959183,0,0,1
40,20160406WOHH0,20160406,HH,WO,0,L,0,27,177,0.47916666666666663,0.8,0.15,0.1,0.05,0.0,0.0,0,0,0.0,0.0,0.175,0.0,0.025,0.3,0,1,0,0.3333333333333333,6,6,0.14285714283333334,0.0924369748095238,0.075,0.12244897959183672,0.6,0.3221476510067114,0.3,0.18714285714285717,0,0,0
41,20160406WOHH0,20160406,WO,HH,0,W,1,27,124,0.39583333333333337,0.9722222222222222,0.3055555555555556,0.16666666666666666,0.08333333333333333,0.0,0.05555555555555555,1,0,0.027777777777777776,0.0,0.0,0.0,0.0,0.1388888888888889,1,1,0,0.0,4,4,0.03333333333333333,0.06722689076190476,0.125,0.0,0.8857142857142857,0.2684563758389262,0.32142857142857145,0.2619727891156462,0,0,1
42,20160407LGHT0,20160407,HT,LG,0,L,0,27,162,0.5416666666666666,0.8837209302325582,0.2558139534883721,0.18604651162790697,0.023255813953488372,0.0,0.046511627906976744,2,0,0.0,0.0,0.09302325581395349,0.0,0.023255813953488372,0.20930232558139536,0,0,0,0.0,8,8,0.10416666666666666,0.09821428571428571,0.21875,0.1607142857142857,0.8457772337821297,0.3758389261744966,0.3333333333333333,0.3368027210884354,0,0,0
43,20160407LGHT0,20160407,LG,HT,0,W,2,27,137,0.41666666666666663,0.918918918918919,0.24324324324324326,0.10810810810810811,0.13513513513513514,0.0,0.0,1,1,0.0,0.0,0.05405405405405406,0.0,0.02702702702702703,0.16216216216216217,1,1,0,0.0,4,4,0.16666666666666666,0.05102040814285714,0.05555555558333333,0.21428571428571427,0.7360890302066773,0.2684563758389262,0.32142857142857145,0.1259183673469388,0,0,1
44,20160407NCOB0,20160407,OB,NC,0,L,0,27,159,0.5416666666666666,0.9534883720930233,0.3488372093023256,0.27906976744186046,0.046511627906976744,0.023255813953488372,0.0,0,1,0.0,0.0,0.046511627906976744,0.0,0.0,0.09302325581395349,0,0,0,0.0,8,8,0.23333333333333334,0.18367346938095236,0.19444444441666667,0.14285714285714285,0.8587634713556438,0.4295302013422818,0.40540540540540543,0.11911564625850338,0,0,0
45,20160407NCOB0,20160407,NC,OB,0,W,0,27,156,0.47916666666666663,0.9,0.25,0.225,0.025,0.0,0.0,0,0,0.0,0.0,0.05,0.0,0.05,0.225,1,1,0,0.0,2,2,0.041666666666666664,0.047619047619047616,0.09090909091666667,0.3214285714285714,0.6555555555555556,0.29530201342281875,0.3703703703703704,0.1259183673469388,0,0,1
46,20160407SKLT0,20160407,LT,SK,0,L,0,27,156,0.5208333333333334,0.8571428571428571,0.2857142857142857,0.19047619047619047,0.023809523809523808,0.0,0.07142857142857142,2,1,0.0,0.047619047619047616,0.07142857142857142,0.0,0.023809523809523808,0.11904761904761904,0,1,0,0.0,8,8,0.09523809522222222,0.07936507938095239,0.125,0.11904761904761904,0.992063492063492,0.3758389261744966,0.3,0.43884353741496585,0,0,0
47,20160407SKLT0,20160407,SK,LT,0,W,0,27,143,0.33333333333333337,0.9393939393939394,0.15151515151515152,0.09090909090909091,0.030303030303030304,0.0,0.030303030303030304,0,0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.24242424242424243,0,1,0,0.0,3,3,0.0,0.03174603176190476,0.049999999999999996,0.5714285714285714,0.4721407624633431,0.1342281879194631,0.17391304347826084,0.16673469387755108,0,0,1
48,20160407SSKT0,20160407,KT,SS,0,L,0,27,187,0.47916666666666663,0.875,0.225,0.15,0.05,0.0,0.025,3,0,0.025,0.0,0.1,0.0,0.0,0.1,0,0,0,0.0,3,3,0.03846153844444444,0.06878306876190476,0.09999999999999999,0.07142857142857142,0.7333333333333334,0.3221476510067114,0.26666666666666666,0.25517006802721093,0,0,0
49,20160407SSKT0,20160407,SS,KT,0,W,1,27,139,0.35416666666666663,0.8823529411764706,0.11764705882352941,0.08823529411764706,0.029411764705882353,0.0,0.0,0,1,0.0,0.0,0.11764705882352941,0.0,0.0,0.2647058823529412,0,1,0,0.0,1,1,0.1111111111111111,0.042328042333333336,0.08333333333333333,0.1607142857142857,0.4019607843137255,0.1879194630872483,0.19047619047619047,0.1259183673469388,0,0,1
50,20160407WOHH0,20160407,HH,WO,0,L,0,27,141,0.41666666666666663,0.8918918918918919,0.1891891891891892,0.08108108108108109,0.02702702702702703,0.02702702702702703,0.05405405405405406,1,0,0.0,0.0,0.10810810810810811,0.02702702702702703,0.0,0.10810810810810811,1,1,0,0.0,7,7,0.20833333333333331,0.14285714285714285,0.125,0.07142857142857142,0.7821457821457822,0.2684563758389262,0.1851851851851852,0.35040816326530616,0,0,0
51,20160407WOHH0,20160407,WO,HH,0,W,1,27,156,0.47916666666666663,0.975,0.3,0.2,0.05,0.0,0.05,0,0,0.0,0.0,0.0,0.0,0.025,0.25,0,0,0,0.0,3,3,0.037037037055555555,0.11428571428571427,0.13888888891666668,0.0,0.8378205128205127,0.29530201342281875,0.3703703703703704,0.24836734693877555,0,0,1
52,20160408HHNC0,20160408,NC,HH,0,W,1,27,150,0.45833333333333337,0.7948717948717948,0.1282051282051282,0.05128205128205128,0.05128205128205128,0.0,0.02564102564102564,0,0,0.0,0.0,0.15384615384615385,0.0,0.05128205128205128,0.23076923076923078,1,1,0,0.0,4,4,0.125,0.037593984952380956,0.17857142858333333,0.10714285714285714,0.6559139784946236,0.2684563758389262,0.19047619047619047,0.30278911564625854,0,0,0
53,20160408HHNC0,20160408,HH,NC,0,L,0,24,167,0.4375,0.7894736842105263,0.23684210526315788,0.15789473684210525,0.05263157894736842,0.0,0.02631578947368421,3,1,0.02631578947368421,0.0,0.18421052631578946,0.0,0.0,0.15789473684210525,2,1,0,0.0,5,5,0.0595238095,0.10714285714285714,0.25,0.06122448979591836,0.8990990990990991,0.45637583892617445,0.3478260869565217,0.3274489795918368,0,0,1
54,20160408HTKT0,20160408,KT,HT,0,W,0,27,143,0.3125,0.875,0.09375,0.09375,0.0,0.0,0.0,1,0,0.0,0.0,0.125,0.0,0.0,0.21875,2,0,0,0.0,0,0,0.0,0.03968253966666666,0.045454545416666665,0.125,0.32589285714285715,0.1610738255033557,0.14285714285714285,0.13952380952380955,0,0,0
55,20160408HTKT0,20160408,HT,KT,0,L,0,24,119,0.33333333333333337,0.9393939393939394,0.24242424242424243,0.18181818181818182,0.06060606060606061,0.0,0.0,1,0,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,0.09090909090909091,3,0,1,0.3333333333333333,4,2,0.04761904761111111,0.08035714285714285,0.09999999999999999,0.21428571428571427,0.6038306451612903,0.24496644295302014,0.2857142857142857,0.1055102040816327,0,0,1
56,20160408LGSK0,20160408,SK,LG,0,W,0,30,121,0.39583333333333337,0.9166666666666666,0.1111111111111111,0.08333333333333333,0.0,0.0,0.027777777777777776,0,0,0.0,0.0,0.05555555555555555,0.0,0.027777777777777776,0.1111111111111111,1,0,0,0.0,2,2,0.041666666666666664,0.028571428571428567,0.075,0.14285714285714285,0.4065656565656566,0.1181208053691275,0.10714285714285714,0.2218367346938776,0,0,0
57,20160408LGSK0,20160408,LG,SK,0,L,0,29,142,0.5,0.8780487804878049,0.1951219512195122,0.1951219512195122,0.0,0.0,0.0,0,0,0.0,0.024390243902439025,0.0975609756097561,0.0,0.0,0.0975609756097561,0,1,0,0.0,3,1,0.0,0.05911330047619047,0.09090909091666667,0.07142857142857142,0.5149051490514904,0.27308493404304557,0.24242424242424246,0.15617874736101334,0,0,1
58,20160408SSLT0,20160408,LT,SS,0,L,0,27,168,0.5208333333333334,0.8333333333333334,0.23809523809523808,0.14285714285714285,0.023809523809523808,0.0,0.07142857142857142,0,0,0.023809523809523808,0.0,0.11904761904761904,0.0,0.023809523809523808,0.19047619047619047,1,0,0,0.0,7,3,0.16666666666666666,0.14285714285714285,0.25,0.11428571428571428,0.9616724738675958,0.3758389261744966,0.2916666666666667,0.4592517006802719,0,0,0
59,20160408SSLT0,20160408,SS,LT,0,W,0,27,147,0.39583333333333337,0.9444444444444444,0.2777777777777778,0.19444444444444445,0.05555555555555555,0.0,0.027777777777777776,1,0,0.0,0.0,0.05555555555555555,0.0,0.0,0.25,2,0,0,0.0,3,3,0.05555555555555555,0.047619047619047616,0.13888888891666668,0.3214285714285714,0.7745098039215685,0.29530201342281875,0.375,0.18034013605442173,0,0,1
60,20160408WOOB0,20160408,OB,WO,0,W,1,27,164,0.39583333333333337,0.8888888888888888,0.25,0.16666666666666666,0.05555555555555555,0.0,0.027777777777777776,2,2,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,1,1,0,0.0,4,4,0.09523809522222222,0.08035714285714285,0.15625,0.21428571428571427,0.7986111111111112,0.3221476510067114,0.42105263157894735,0.20074829931972787,0,0,0
61,20160408WOOB0,20160408,WO,OB,0,L,0,24,176,0.47916666666666663,0.725,0.2,0.125,0.05,0.0,0.025,2,2,0.025,0.025,0.2,0.0,0.025,0.175,0,0,0,0.0,6,6,0.10256410255555555,0.14285714285714285,0.09999999999999999,0.0625,0.8841732979664014,0.45637583892617445,0.3181818181818182,0.3657142857142857,0,0,1
62,20160409HHNC0,20160409,NC,HH,0,W,0,27,104,0.3125,0.90625,0.21875,0.21875,0.0,0.0,0.0,0,1,0.03125,0.0,0.0625,0.0,0.0,0.25,3,0,0,0.0,1,1,0.08333333333333333,0.047619047619047616,0.075,0.2857142857142857,0.5317018909899889,0.21476510067114093,0.3333333333333333,0.0919047619047619,0,0,0
63,20160409HHNC0,20160409,HH,NC,0,L,0,24,160,0.5,0.8780487804878049,0.3170731707317073,0.21951219512195122,0.04878048780487805,0.0,0.04878048780487805,0,0,0.0,0.024390243902439025,0.07317073170731707,0.0,0.024390243902439025,0.0975609756097561,0,0,0,0.0,10,10,0.16666666666666666,0.07142857142857142,0.28571428574999996,0.09523809523809523,0.9979674796747968,0.45637583892617445,0.3548387096774194,0.3810204081632653,0,0,1
