G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
20200506LTKT0,20200506,KT,LT,0,B,38,35,4,4,8,2,0,1,1,0,0,1,2,0,0,3,0,2,7,0.111111111,9,1
20200506LTKT0,20200506,LT,KT,0,T,41,36,8,9,12,2,0,1,1,1,0,3,1,0,1,6,0,1,5,0.25,12,3
20200506NCSS0,20200506,SS,NC,0,B,34,32,3,3,5,1,0,3,0,0,0,0,1,0,1,11,0,1,4,0,3,0
20200506NCSS0,20200506,NC,SS,0,T,40,33,4,4,8,1,0,2,2,2,0,0,6,0,1,8,0,0,9,0.2,10,2
20200506OBLG0,20200506,LG,OB,0,B,36,33,2,2,6,0,0,0,1,0,0,0,2,0,1,6,1,0,7,0.111111111,9,1
20200506OBLG0,20200506,OB,LG,0,T,37,35,5,5,12,1,0,1,0,0,0,1,1,0,0,3,2,1,5,0.428571429,7,3
20200506WOHT0,20200506,HT,WO,0,B,37,35,2,2,9,2,0,1,0,0,1,0,1,0,0,9,0,1,8,0.166666667,6,1
20200506WOHT0,20200506,WO,HT,0,T,35,31,2,3,7,1,1,0,1,0,1,2,1,0,0,11,0,0,5,0,4,0
20200507HHSK0,20200507,SK,HH,0,B,45,39,3,4,15,2,2,0,0,0,0,0,4,0,2,8,3,0,14,0.1875,16,3
20200507HHSK0,20200507,HH,SK,0,T,42,37,7,8,13,1,0,0,4,0,0,0,5,0,0,7,3,0,7,0.363636364,11,4
20200507LTKT0,20200507,KT,LT,0,B,35,33,2,3,7,2,0,0,0,1,0,0,2,0,0,4,0,2,5,0.111111111,9,1
20200507LTKT0,20200507,LT,KT,0,T,45,40,7,7,14,2,0,1,0,0,1,0,4,0,0,3,1,0,11,0.266666667,15,4
20200507NCSS0,20200507,SS,NC,0,B,38,32,1,2,5,1,0,0,0,0,0,0,5,0,1,8,0,1,9,0.1,10,1
20200507NCSS0,20200507,NC,SS,0,T,44,35,7,8,9,2,0,1,0,0,1,1,5,0,2,6,0,0,9,0.230769231,13,3
20200507OBLG0,20200507,LG,OB,0,B,34,30,3,3,7,2,0,0,0,0,1,1,2,0,0,7,1,3,4,0.2,5,1
20200507OBLG0,20200507,OB,LG,0,T,42,40,7,9,14,2,0,1,0,1,0,1,0,0,1,4,0,0,6,0.333333333,9,3
20200507WOHT0,20200507,HT,WO,0,B,43,38,8,8,16,2,0,2,0,0,0,0,4,0,1,7,2,0,11,0.357142857,14,5
20200507WOHT0,20200507,WO,HT,0,T,38,34,5,5,9,4,0,1,1,0,0,1,3,0,0,6,0,0,6,0.153846154,13,2
20200508HHWO0,20200508,WO,HH,0,B,38,34,5,5,10,0,1,2,0,0,0,0,3,0,1,6,0,0,9,0.375,8,3
20200508HHWO0,20200508,HH,WO,0,T,33,31,3,3,6,0,0,1,0,1,0,0,2,0,0,7,1,0,3,0.2,5,1
20200508HTSS0,20200508,SS,HT,0,B,37,30,5,5,6,3,0,1,1,2,0,0,7,0,0,6,0,0,8,0.111111111,9,1
20200508HTSS0,20200508,HT,SS,0,T,36,30,0,0,5,1,0,0,0,1,0,0,6,0,0,9,1,1,9,0,7,0
20200508KTOB0,20200508,OB,KT,0,B,38,34,3,3,8,3,0,0,0,0,0,1,3,0,0,3,0,0,8,0.285714286,7,2
20200508KTOB0,20200508,KT,OB,0,T,51,47,12,12,22,4,1,1,0,0,0,1,2,0,1,7,0,0,12,0.411764706,17,7
20200508LGNC0,20200508,NC,LG,0,B,44,37,13,13,13,3,1,2,1,0,0,0,7,0,0,4,0,0,7,0.466666667,15,7
20200508LGNC0,20200508,LG,NC,0,T,41,34,5,5,9,3,0,0,0,0,0,1,4,0,2,9,0,0,9,0.272727273,11,3
20200508SKLT0,20200508,LT,SK,0,B,43,39,8,9,13,4,0,4,1,1,0,1,2,0,1,10,0,0,6,0.375,8,3
20200508SKLT0,20200508,SK,LT,0,T,45,40,8,8,13,3,1,2,4,0,1,2,2,0,0,7,0,0,7,0.5,6,3
20200509HHWO0,20200509,WO,HH,0,B,36,28,3,5,4,0,0,1,2,0,0,0,7,0,1,8,0,0,7,0.333333333,6,2
20200509HHWO0,20200509,HH,WO,0,T,36,33,3,3,10,2,0,1,0,1,1,0,1,0,1,4,1,1,6,0.25,8,2
20200509HTSS0,20200509,SS,HT,0,B,46,36,13,14,13,3,1,0,1,1,0,1,7,1,2,9,0,0,8,0.5,14,7
20200509HTSS0,20200509,HT,SS,0,T,35,29,2,2,7,2,0,1,0,0,0,0,4,0,2,4,4,1,6,0.25,4,1
20200510HHWO0,20200510,WO,HH,0,B,35,31,6,6,8,2,1,0,0,0,0,1,3,1,0,6,0,0,5,0.363636364,11,4
20200510HHWO0,20200510,HH,WO,0,T,36,35,3,3,12,1,0,1,1,0,0,0,1,0,0,7,1,1,6,0.125,8,1
20200510HTSS0,20200510,SS,HT,0,B,35,31,3,3,6,2,0,2,0,0,0,1,3,0,0,6,1,2,5,0,3,0
20200510HTSS0,20200510,HT,SS,0,T,49,42,12,12,15,4,0,2,0,0,0,1,5,0,1,7,1,0,10,0.470588235,17,8
20200510KTOB0,20200510,OB,KT,0,B,55,49,12,13,18,1,0,3,0,1,0,0,6,0,0,4,0,0,11,0.5,12,6
20200510KTOB0,20200510,KT,OB,0,T,52,48,12,12,16,2,0,3,0,0,0,1,3,0,0,8,0,2,7,0.5,12,6
20200510LGNC0,20200510,NC,LG,0,B,43,38,7,8,12,2,0,1,0,0,0,1,3,0,1,6,1,0,8,0.416666667,12,5
20200510LGNC0,20200510,LG,NC,0,T,46,40,10,10,15,4,0,4,3,0,0,1,5,0,0,6,1,1,9,0.363636364,11,4
20200510SKLT0,20200510,LT,SK,0,B,33,29,4,4,6,0,0,1,0,1,0,0,4,0,0,4,1,0,5,0.25,4,1
20200510SKLT0,20200510,SK,LT,0,T,29,29,0,0,3,1,0,0,0,0,0,0,0,0,0,12,1,0,2,0,2,0
20200512HTHH0,20200512,HH,HT,0,B,35,33,1,1,8,1,0,0,0,1,0,0,2,0,0,8,1,0,7,0.25,4,1
20200512HTHH0,20200512,HT,HH,0,T,34,30,2,2,4,1,0,1,1,0,0,1,3,0,0,8,0,1,5,0,7,0
20200512KTNC0,20200512,NC,KT,0,B,41,39,7,7,12,1,0,3,0,0,0,0,1,0,1,10,0,1,7,0.285714286,14,4
20200512KTNC0,20200512,KT,NC,0,T,46,43,5,6,14,1,0,2,0,1,0,0,3,0,0,11,0,0,10,0.333333333,9,3
20200512OBLT0,20200512,LT,OB,0,B,44,42,6,6,15,3,0,1,1,0,0,0,2,0,0,7,0,0,11,0.222222222,18,4
20200512OBLT0,20200512,OB,LT,0,T,44,41,10,11,20,5,0,2,0,2,0,0,3,0,0,3,2,0,6,0.4375,16,7
20200512SKLG0,20200512,LG,SK,0,B,39,37,8,9,12,1,1,1,1,0,0,0,2,0,0,7,0,0,6,0.272727273,11,3
20200512SKLG0,20200512,SK,LG,0,T,39,34,5,5,9,3,0,1,0,0,0,1,3,0,1,9,1,1,7,0,6,0
20200512SSWO0,20200512,WO,SS,0,B,34,30,3,3,7,2,0,1,1,1,0,0,2,1,2,4,0,2,7,0.285714286,7,2
20200512SSWO0,20200512,SS,WO,0,T,31,31,1,2,6,0,0,0,2,1,0,0,0,0,0,9,2,1,2,0.333333333,6,2
20200513HTHH0,20200513,HH,HT,0,B,38,35,3,3,9,2,0,0,2,0,0,0,2,0,1,6,1,1,8,0.428571429,7,3
20200513HTHH0,20200513,HT,HH,0,T,40,33,3,4,8,2,0,0,1,1,0,0,7,0,0,12,2,0,9,0.222222222,9,2
20200513KTNC0,20200513,NC,KT,0,B,44,37,5,5,11,1,0,2,1,0,1,1,3,1,2,5,0,1,10,0.428571429,7,3
20200513KTNC0,20200513,KT,NC,0,T,39,35,4,4,8,0,1,2,0,1,2,0,2,0,0,7,0,1,5,0.166666667,6,1
20200513OBLT0,20200513,LT,OB,0,B,44,35,9,10,12,4,0,1,1,0,0,0,9,0,0,5,1,0,10,0.416666667,12,5
20200513OBLT0,20200513,OB,LT,0,T,42,35,9,9,9,1,0,3,0,1,0,0,7,0,0,5,0,2,6,0.285714286,7,2
20200513SKLG0,20200513,LG,SK,0,B,44,36,13,14,12,6,0,0,0,0,0,1,6,0,1,5,0,0,6,0.375,16,6
20200513SKLG0,20200513,SK,LG,0,T,36,34,2,2,10,1,0,0,1,0,0,0,2,0,0,8,2,1,7,0.4,5,2
20200513SSWO0,20200513,WO,SS,0,B,32,30,0,0,2,0,0,0,0,0,0,0,2,0,0,12,0,2,5,0,3,0
20200513SSWO0,20200513,SS,WO,0,T,33,32,4,5,5,1,0,1,1,0,1,0,0,0,0,7,0,1,1,0.333333333,6,2
20200514HTHH0,20200514,HH,HT,0,B,34,32,4,4,8,3,0,0,1,0,0,0,2,0,0,13,0,0,6,0.285714286,7,2
20200514HTHH0,20200514,HT,HH,0,T,32,32,1,1,5,3,0,0,0,0,0,0,0,0,0,9,0,0,4,0.166666667,6,1
20200514KTNC0,20200514,NC,KT,0,B,33,31,1,1,9,3,0,0,2,0,0,0,2,1,0,10,1,0,8,0.142857143,7,1
20200514KTNC0,20200514,KT,NC,0,T,32,31,0,0,6,1,0,0,0,1,0,0,1,0,0,11,1,0,5,0,2,0
20200514OBLT0,20200514,LT,OB,0,B,38,34,4,4,9,3,0,1,0,0,0,1,2,0,1,8,0,1,7,0.222222222,9,2
20200514OBLT0,20200514,OB,LT,0,T,44,39,6,7,13,5,0,2,2,0,0,1,3,0,1,8,0,0,10,0.25,12,3
20200514SKLG0,20200514,LG,SK,0,B,36,32,3,3,11,2,0,1,2,1,1,0,3,1,0,12,2,0,8,0.2,10,2
20200514SKLG0,20200514,SK,LG,0,T,34,31,2,2,4,0,0,1,0,0,0,0,3,0,0,11,2,1,5,0,6,0
20200514SSWO0,20200514,WO,SS,0,B,37,35,5,5,8,3,0,1,0,0,0,0,2,0,0,8,0,0,5,0.5,6,3
20200514SSWO0,20200514,SS,WO,0,T,41,34,8,8,14,4,0,1,0,1,1,0,4,0,2,4,1,0,6,0.5,12,6
20200515LTHH0,20200515,HH,LT,0,B,33,30,2,2,8,2,1,0,0,1,0,0,3,0,0,12,0,0,7,0.111111111,9,1
20200515LTHH0,20200515,LT,HH,0,T,36,33,1,1,8,1,0,0,0,1,0,0,3,0,0,3,1,0,8,0.2,5,1
20200515NCSK0,20200515,SK,NC,0,B,38,30,2,2,2,1,0,1,0,2,1,0,7,0,0,6,0,1,6,0,4,0
20200515NCSK0,20200515,NC,SK,0,T,47,40,6,6,11,2,0,0,0,0,0,0,5,0,2,11,1,1,11,0.333333333,12,4
20200515OBHT0,20200515,HT,OB,0,B,40,36,2,4,8,1,0,0,0,0,0,0,4,0,0,3,0,3,9,0.125,8,1
20200515OBHT0,20200515,OB,HT,0,T,47,43,11,13,18,3,0,3,0,0,0,0,2,0,2,5,4,4,7,0.4,15,6
20200515SSKT0,20200515,KT,SS,0,B,44,41,13,14,16,5,2,3,1,0,0,0,3,1,0,3,0,1,6,0.3125,16,5
20200515SSKT0,20200515,SS,KT,0,T,41,39,6,6,12,2,0,0,0,0,0,1,1,0,0,5,0,1,8,0.272727273,11,3
20200516LTHH0,20200516,HH,LT,0,B,37,36,0,1,10,2,0,0,1,1,0,0,1,0,0,6,0,1,9,0.1,10,1
20200516LTHH0,20200516,LT,HH,0,T,42,36,4,5,11,4,0,0,1,0,0,0,2,0,4,6,2,0,10,0.2,15,3
20200516NCSK0,20200516,SK,NC,0,B,33,31,1,1,6,1,0,1,0,0,0,0,1,0,1,7,2,0,5,0,2,0
20200516NCSK0,20200516,NC,SK,0,T,34,29,2,2,5,1,0,0,1,0,1,0,4,0,0,8,2,0,5,0.2,5,1
20200516OBHT0,20200516,HT,OB,0,B,44,38,13,13,16,6,0,2,0,0,1,0,5,0,0,3,1,0,7,0.5,12,6
20200516OBHT0,20200516,OB,HT,0,T,38,35,4,4,9,2,1,1,0,0,0,0,2,0,1,10,1,0,7,0.272727273,11,3
20200516SSKT0,20200516,KT,SS,0,B,43,35,10,10,16,3,1,0,3,0,1,1,6,0,0,2,2,1,9,0.357142857,14,5
20200516SSKT0,20200516,SS,KT,0,T,37,34,4,4,8,1,0,0,1,0,0,0,3,0,0,7,2,2,6,0.3,10,3
20200516WOLG1,20200516,LG,WO,1,B,30,25,3,3,4,1,0,1,0,0,1,0,3,1,1,5,1,0,3,0.333333333,6,2
20200516WOLG1,20200516,WO,LG,1,T,37,33,1,1,6,1,0,0,1,0,0,0,4,0,0,7,0,1,9,0.111111111,9,1
20200516WOLG2,20200516,LG,WO,2,B,38,32,5,5,10,1,0,1,1,1,1,0,4,0,1,9,0,0,9,0.375,8,3
20200516WOLG2,20200516,WO,LG,2,T,37,32,2,3,9,1,0,0,0,1,0,0,4,0,1,5,3,0,7,0.6,5,3
20200517LTHH0,20200517,HH,LT,0,B,45,35,4,5,6,0,0,0,0,0,2,1,5,0,2,3,1,0,8,0.25,8,2
20200517LTHH0,20200517,LT,HH,0,T,43,39,4,4,7,0,0,3,2,0,0,0,4,0,0,12,1,1,6,0,5,0
20200517NCSK0,20200517,SK,NC,0,B,43,39,5,5,12,1,0,0,0,0,0,0,4,0,0,8,1,0,11,0.333333333,12,4
20200517NCSK0,20200517,NC,SK,0,T,47,36,11,11,12,3,0,4,0,0,1,1,9,0,0,6,1,1,9,0.25,12,3
20200517OBHT0,20200517,HT,OB,0,B,39,35,3,4,8,2,0,1,0,0,1,0,3,0,0,10,1,1,8,0,10,0
20200517OBHT0,20200517,OB,HT,0,T,41,40,6,6,15,4,0,0,2,0,0,0,1,0,0,11,2,1,8,0.285714286,14,4
20200517SSKT0,20200517,KT,SS,0,B,40,31,7,9,9,2,0,1,0,0,0,2,7,0,0,4,0,1,7,0.375,8,3
20200517SSKT0,20200517,SS,KT,0,T,34,33,2,2,7,1,0,0,1,1,0,0,1,0,0,5,1,1,5,0.4,5,2
20200517WOLG0,20200517,LG,WO,0,B,35,32,4,4,8,2,0,0,0,0,0,1,2,0,0,5,2,0,4,0.285714286,7,2
20200517WOLG0,20200517,WO,LG,0,T,47,43,9,9,17,6,0,3,0,0,1,0,3,0,0,9,0,0,11,0.266666667,15,4
20200519HHKT0,20200519,KT,HH,0,B,46,40,12,13,18,4,1,2,0,1,0,0,6,0,0,7,1,0,9,0.352941176,17,6
20200519HHKT0,20200519,HH,KT,0,T,44,38,11,11,11,2,0,2,0,0,0,0,2,0,4,10,0,1,6,0.5,12,6
20200519LGSS0,20200519,SS,LG,0,B,38,35,6,6,11,2,0,2,0,0,0,1,2,0,0,6,2,0,5,0.285714286,7,2
20200519LGSS0,20200519,LG,SS,0,T,42,37,10,10,12,1,0,3,0,0,0,0,5,0,0,5,2,0,5,0.5,8,4
20200519LTHT0,20200519,HT,LT,0,B,44,37,9,9,16,0,0,3,2,0,0,1,4,0,2,6,1,1,11,0.285714286,14,4
20200519LTHT0,20200519,LT,HT,0,T,37,32,2,2,6,1,0,0,0,0,0,1,4,0,0,12,0,0,8,0.2,5,1
20200519NCOB0,20200519,OB,NC,0,B,46,36,4,4,10,2,0,0,0,0,0,1,8,0,1,8,0,2,15,0.166666667,12,2
20200519NCOB0,20200519,NC,OB,0,T,47,39,5,5,12,1,0,0,1,0,1,1,4,1,2,7,0,0,15,0.210526316,19,4
20200519SKWO0,20200519,WO,SK,0,B,45,38,10,11,14,3,0,1,1,0,0,0,5,0,2,7,2,2,10,0.352941176,17,6
20200519SKWO0,20200519,SK,WO,0,T,38,33,6,6,6,1,0,1,0,0,0,0,4,0,1,9,1,2,5,0.375,8,3
20200520HHKT0,20200520,KT,HH,0,B,43,38,8,8,17,4,1,0,2,0,0,3,2,0,0,6,0,1,11,0.272727273,11,3
20200520HHKT0,20200520,HH,KT,0,T,37,32,1,1,7,1,0,0,0,0,0,0,4,0,1,5,2,0,9,0.125,8,1
20200520LGSS0,20200520,SS,LG,0,B,29,26,3,3,5,1,0,0,3,0,0,2,1,0,0,7,1,0,2,0.25,4,1
20200520LGSS0,20200520,LG,SS,0,T,36,32,1,1,6,0,0,1,0,0,0,0,3,0,1,6,1,1,8,0,4,0
20200520LTHT0,20200520,HT,LT,0,B,37,33,6,6,9,3,0,2,0,0,0,0,4,0,0,8,0,0,7,0.142857143,7,1
20200520LTHT0,20200520,LT,HT,0,T,32,28,0,0,3,0,0,0,1,0,0,0,3,0,1,10,1,0,5,0,4,0
20200520NCOB0,20200520,OB,NC,0,B,38,33,2,2,3,1,0,0,0,0,1,0,4,1,0,9,0,1,5,0.333333333,3,1
20200520NCOB0,20200520,NC,OB,0,T,39,36,1,1,5,1,0,1,1,1,1,0,2,1,0,14,0,0,5,0,7,0
20200520SKWO0,20200520,WO,SK,0,B,38,34,2,3,7,1,0,1,5,0,0,0,4,0,0,8,0,1,8,0.083333333,12,1
20200520SKWO0,20200520,SK,WO,0,T,40,38,5,5,10,0,0,1,0,0,0,0,2,0,0,9,0,0,8,0.444444444,9,4
20200521HHKT0,20200521,KT,HH,0,B,42,34,4,4,10,4,0,1,1,0,1,1,5,0,1,7,1,0,11,0.166666667,12,2
20200521HHKT0,20200521,HH,KT,0,T,41,37,9,9,12,1,0,1,2,0,0,0,4,0,0,9,2,0,5,0.6,10,6
20200521LGSS0,20200521,SS,LG,0,B,32,27,0,0,2,0,0,0,0,0,0,0,5,0,0,4,2,1,5,0,0,0
20200521LGSS0,20200521,LG,SS,0,T,35,33,2,2,6,1,0,1,1,0,0,0,2,0,0,8,0,1,6,0.2,5,1
20200521LTHT0,20200521,HT,LT,0,B,37,32,5,6,9,1,0,0,1,1,0,0,5,0,0,5,0,0,7,0.428571429,7,3
20200521LTHT0,20200521,LT,HT,0,T,31,31,1,1,7,1,0,0,0,0,0,0,0,0,0,5,3,0,3,0.333333333,3,1
20200521NCOB0,20200521,OB,NC,0,B,40,35,5,6,11,0,1,0,0,1,0,1,3,0,1,2,1,0,7,0.272727273,11,3
20200521NCOB0,20200521,NC,OB,0,T,48,44,12,12,19,3,0,2,1,0,0,0,3,0,1,4,1,1,9,0.454545455,11,5
20200521SKWO0,20200521,WO,SK,0,B,44,40,9,9,13,5,0,0,2,0,0,0,4,0,0,11,1,1,8,0.5,12,6
20200521SKWO0,20200521,SK,WO,0,T,44,37,7,8,12,1,1,1,0,1,2,1,4,0,0,7,1,1,6,0.416666667,12,5
20200522HHNC0,20200522,NC,HH,0,B,33,29,3,3,6,0,0,1,0,0,0,1,3,0,0,10,2,1,3,0.2,5,1
20200522HHNC0,20200522,HH,NC,0,T,35,34,5,5,8,2,0,3,1,1,0,0,1,0,0,6,0,0,3,0,4,0
20200522HTSK0,20200522,SK,HT,0,B,33,32,1,1,6,1,0,0,1,2,0,0,1,0,0,8,1,0,5,0.166666667,6,1
20200522HTSK0,20200522,HT,SK,0,T,39,33,2,2,8,1,0,0,1,0,0,1,4,0,1,6,0,2,10,0,8,0
20200522KTLG0,20200522,LG,KT,0,B,38,35,6,6,10,2,0,1,0,0,0,0,3,1,0,5,0,1,7,0.333333333,9,3
20200522KTLG0,20200522,KT,LG,0,T,41,35,5,5,9,1,0,0,2,0,1,0,2,0,3,7,1,0,9,0.363636364,11,4
20200522OBSS0,20200522,SS,OB,0,B,42,35,7,7,12,1,0,1,0,0,2,1,4,0,0,4,1,0,8,0.363636364,11,4
20200522OBSS0,20200522,OB,SS,0,T,50,37,11,12,15,2,0,1,0,0,1,2,9,0,1,6,2,0,11,0.411764706,17,7
20200522WOLT0,20200522,LT,WO,0,B,44,36,8,9,12,4,0,0,1,0,0,1,7,0,0,6,0,0,11,0.214285714,14,3
20200522WOLT0,20200522,WO,LT,0,T,39,29,6,7,6,2,0,1,0,1,0,2,8,0,0,10,1,2,5,0.25,4,1
20200523HHNC0,20200523,NC,HH,0,B,36,32,3,3,10,1,0,0,3,1,0,0,3,0,1,9,0,0,9,0.363636364,11,4
20200523HHNC0,20200523,HH,NC,0,T,31,30,0,0,6,2,0,0,1,1,0,0,1,0,0,9,1,0,4,0,4,0
20200523HTSK0,20200523,SK,HT,0,B,36,32,3,3,9,1,0,1,0,0,0,0,3,0,1,8,2,0,6,0.285714286,7,2
20200523HTSK0,20200523,HT,SK,0,T,42,34,8,8,9,2,0,1,0,0,1,1,6,0,0,9,0,0,7,0.333333333,12,4
20200523KTLG0,20200523,LG,KT,0,B,40,32,2,2,7,0,0,0,1,0,0,0,8,0,0,3,2,1,11,0.2,10,2
20200523KTLG0,20200523,KT,LG,0,T,38,36,6,6,10,0,1,2,0,1,0,1,1,0,0,5,0,0,5,0.2,5,1
20200523OBSS0,20200523,SS,OB,0,B,41,37,6,6,10,4,0,4,0,0,0,1,2,0,1,5,0,0,8,0.142857143,14,2
20200523OBSS0,20200523,OB,SS,0,T,45,37,10,10,13,3,0,3,0,1,0,2,5,0,1,9,0,1,8,0.444444444,9,4
20200523WOLT0,20200523,LT,WO,0,B,40,35,3,4,8,4,0,0,0,0,0,1,4,0,0,6,0,1,9,0.090909091,11,1
20200523WOLT0,20200523,WO,LT,0,T,46,43,12,12,15,4,0,4,0,0,0,0,3,0,0,12,0,1,7,0.5,14,7
20200524HHNC0,20200524,NC,HH,0,B,44,35,10,10,13,2,0,1,1,0,2,1,5,0,1,10,0,0,10,0.375,16,6
20200524HHNC0,20200524,HH,NC,0,T,39,33,5,5,7,2,0,1,0,0,0,1,4,0,1,6,0,0,7,0.25,8,2
20200524HTSK0,20200524,SK,HT,0,B,46,41,2,4,8,0,1,0,0,0,1,0,3,0,1,4,2,2,7,0.125,8,1
20200524HTSK0,20200524,HT,SK,0,T,53,50,3,3,15,2,0,0,0,1,0,0,3,0,0,6,1,1,14,0.4,10,4
20200524KTLG0,20200524,LG,KT,0,B,40,33,9,9,10,1,0,1,2,0,0,0,6,0,1,5,1,2,6,0.428571429,14,6
20200524KTLG0,20200524,KT,LG,0,T,42,37,6,7,10,2,0,0,1,0,2,0,3,0,0,10,0,0,8,0.352941176,17,6
20200524OBSS0,20200524,SS,OB,0,B,45,34,12,13,15,6,0,0,1,1,2,1,7,0,1,8,0,0,8,0.5,20,10
20200524OBSS0,20200524,OB,SS,0,T,36,35,0,0,11,1,0,0,0,0,0,0,0,0,1,8,3,0,9,0,7,0
20200524WOLT0,20200524,LT,WO,0,B,34,33,2,2,9,3,0,0,2,0,0,0,0,0,1,3,0,0,8,0.2,10,2
20200524WOLT0,20200524,WO,LT,0,T,34,29,0,0,4,0,0,0,1,0,0,0,5,0,0,5,2,0,7,0,3,0
20200526HTKT0,20200526,KT,HT,0,B,33,31,0,1,4,0,0,0,1,0,0,0,1,0,1,14,1,1,5,0,8,0
20200526HTKT0,20200526,HT,KT,0,T,44,35,4,4,12,1,0,0,0,0,1,1,6,0,1,5,1,2,13,0.266666667,15,4
20200526LGHH0,20200526,HH,LG,0,B,30,28,0,0,3,0,0,0,0,0,0,0,2,0,0,3,2,1,3,0,2,0
20200526LGHH0,20200526,LG,HH,0,T,38,35,3,3,9,0,1,2,0,0,0,0,3,0,0,10,2,0,8,0.333333333,3,1
20200526SKOB0,20200526,OB,SK,0,B,32,26,5,6,4,1,1,0,0,0,1,2,3,0,0,9,0,0,2,0.333333333,6,2
20200526SKOB0,20200526,SK,OB,0,T,37,32,3,4,7,0,0,0,0,0,1,0,4,1,0,7,1,2,6,0.222222222,9,2
20200526SSLT0,20200526,LT,SS,0,B,33,30,1,1,6,2,0,0,0,0,0,0,3,0,0,6,0,1,8,0.090909091,11,1
20200526SSLT0,20200526,SS,LT,0,T,33,29,0,0,4,1,0,0,3,0,0,0,4,0,0,9,1,0,6,0.125,8,1
20200526WONC0,20200526,NC,WO,0,B,35,28,7,7,8,4,0,1,1,0,2,1,3,0,1,4,1,0,4,0.428571429,7,3
20200526WONC0,20200526,WO,NC,0,T,38,32,2,2,5,0,0,0,0,0,0,0,6,0,0,8,0,0,9,0.25,8,2
20200527HTKT0,20200527,KT,HT,0,B,34,30,5,5,9,3,1,0,0,1,1,1,2,0,0,6,1,0,5,0.25,8,2
20200527HTKT0,20200527,HT,KT,0,T,35,31,0,0,5,0,0,0,0,0,0,0,3,0,1,8,1,0,8,0,4,0
20200527LGHH0,20200527,HH,LG,0,B,36,34,4,4,10,2,0,2,1,1,0,1,1,0,0,9,2,1,5,0,5,0
20200527LGHH0,20200527,LG,HH,0,T,50,46,15,15,19,4,1,5,1,0,0,0,3,0,1,6,0,1,8,0.5,12,6
20200527SKOB0,20200527,OB,SK,0,B,34,31,4,4,7,1,0,0,1,1,0,1,1,0,1,3,0,0,6,0.285714286,7,2
20200527SKOB0,20200527,SK,OB,0,T,37,31,2,2,6,1,1,0,0,0,0,1,5,0,0,6,0,2,8,0.2,5,1
20200527SSLT0,20200527,LT,SS,0,B,34,33,0,1,5,0,0,0,0,0,0,0,1,0,0,7,0,1,6,0.25,4,1
20200527SSLT0,20200527,SS,LT,0,T,51,34,11,11,11,4,0,2,0,1,0,3,11,0,3,5,0,1,13,0.272727273,11,3
20200527WONC0,20200527,NC,WO,0,B,40,35,8,10,13,0,0,3,0,0,0,0,4,0,1,5,2,0,6,0.333333333,9,3
20200527WONC0,20200527,WO,NC,0,T,40,36,2,3,11,1,0,1,0,0,0,0,4,0,0,9,2,2,10,0.2,10,2
20200528HTKT0,20200528,KT,HT,0,B,39,36,6,6,12,1,0,0,0,1,0,0,3,0,0,6,0,1,9,0.454545455,11,5
20200528HTKT0,20200528,HT,KT,0,T,38,33,5,5,9,1,0,2,1,0,1,0,4,0,0,6,2,0,6,0.285714286,7,2
20200528LGHH0,20200528,HH,LG,0,B,34,31,0,0,5,1,0,0,0,0,0,0,3,0,0,13,2,1,7,0,8,0
