,G_ID,GDAY_DS,VISIT_KEY,HOME_KEY,HEADER_NO,GWEEK,STADIUM
151,20160510OBSK0,20160510,OB,SK,0,화,문학
152,20160510SSLG0,20160510,SS,LG,0,화,잠실
153,20160511KTHT0,20160511,KT,HT,0,수,광주
154,20160511NCHH0,20160511,NC,HH,0,수,대전
155,20160511OBSK0,20160511,OB,SK,0,수,문학
156,20160511SSLG0,20160511,SS,LG,0,수,잠실
157,20160511WOLT0,20160511,WO,LT,0,수,사직
158,20160512KTHT0,20160512,KT,HT,0,목,광주
159,20160512NCHH0,20160512,NC,HH,0,목,대전
160,20160512OBSK0,20160512,OB,SK,0,목,문학
161,20160512SSLG0,20160512,SS,LG,0,목,잠실
162,20160512WOLT0,20160512,WO,LT,0,목,사직
163,20160513HHHT0,20160513,HH,HT,0,금,광주
164,20160513KTNC0,20160513,KT,NC,0,금,마산
165,20160513LTSS0,20160513,LT,SS,0,금,대구
166,20160513OBWO0,20160513,OB,WO,0,금,고척
167,20160513SKLG0,20160513,SK,LG,0,금,잠실
168,20160514HHHT0,20160514,HH,HT,0,토,광주
169,20160514KTNC0,20160514,KT,NC,0,토,마산
170,20160514LTSS0,20160514,LT,SS,0,토,대구
171,20160514OBWO0,20160514,OB,WO,0,토,고척
172,20160514SKLG0,20160514,SK,LG,0,토,잠실
173,20160515HHHT0,20160515,HH,HT,0,일,광주
174,20160515KTNC0,20160515,KT,NC,0,일,마산
175,20160515LTSS0,20160515,LT,SS,0,일,대구
176,20160515OBWO0,20160515,OB,WO,0,일,고척
177,20160517HHSS0,20160517,HH,SS,0,화,포항
178,20160517HTOB0,20160517,HT,OB,0,화,잠실
179,20160517LGKT0,20160517,LG,KT,0,화,수원
180,20160517LTSK0,20160517,LT,SK,0,화,문학
181,20160517NCWO0,20160517,NC,WO,0,화,고척
182,20160518HHSS0,20160518,HH,SS,0,수,포항
183,20160518HTOB0,20160518,HT,OB,0,수,잠실
184,20160518LGKT0,20160518,LG,KT,0,수,수원
185,20160518LTSK0,20160518,LT,SK,0,수,문학
186,20160518NCWO0,20160518,NC,WO,0,수,고척
187,20160519HHSS0,20160519,HH,SS,0,목,포항
188,20160519HTOB0,20160519,HT,OB,0,목,잠실
189,20160519LGKT0,20160519,LG,KT,0,목,수원
190,20160519LTSK0,20160519,LT,SK,0,목,문학
191,20160519NCWO0,20160519,NC,WO,0,목,고척
192,20160520KTHH0,20160520,KT,HH,0,금,대전
193,20160520OBLT0,20160520,OB,LT,0,금,사직
194,20160520SKHT0,20160520,SK,HT,0,금,광주
195,20160520SSNC0,20160520,SS,NC,0,금,마산
196,20160520WOLG0,20160520,WO,LG,0,금,잠실
197,20160521KTHH0,20160521,KT,HH,0,토,대전
198,20160521OBLT0,20160521,OB,LT,0,토,사직
199,20160521SKHT0,20160521,SK,HT,0,토,광주
200,20160521SSNC0,20160521,SS,NC,0,토,마산
201,20160521WOLG0,20160521,WO,LG,0,토,잠실
202,20160522KTHH0,20160522,KT,HH,0,일,대전
203,20160522OBLT0,20160522,OB,LT,0,일,사직
204,20160522SKHT0,20160522,SK,HT,0,일,광주
205,20160522SSNC0,20160522,SS,NC,0,일,마산
206,20160522WOLG0,20160522,WO,LG,0,일,잠실
207,20160524HHWO0,20160524,HH,WO,0,화,고척
208,20160524HTSS0,20160524,HT,SS,0,화,대구
209,20160524KTOB0,20160524,KT,OB,0,화,잠실
210,20160525HHWO0,20160525,HH,WO,0,수,고척
211,20160525HTSS0,20160525,HT,SS,0,수,대구
212,20160525KTOB0,20160525,KT,OB,0,수,잠실
213,20160525LGLT0,20160525,LG,LT,0,수,울산
214,20160525SKNC0,20160525,SK,NC,0,수,마산
215,20160526HHWO0,20160526,HH,WO,0,목,고척
216,20160526HTSS0,20160526,HT,SS,0,목,대구
217,20160526KTOB0,20160526,KT,OB,0,목,잠실
218,20160526LGLT0,20160526,LG,LT,0,목,울산
219,20160526SKNC0,20160526,SK,NC,0,목,마산
220,20160527LGOB0,20160527,LG,OB,0,금,잠실
221,20160527LTHH0,20160527,LT,HH,0,금,대전
222,20160527NCHT0,20160527,NC,HT,0,금,광주
223,20160527SSSK0,20160527,SS,SK,0,금,문학
224,20160527WOKT0,20160527,WO,KT,0,금,수원
225,20160528LGOB0,20160528,LG,OB,0,토,잠실
226,20160528LTHH0,20160528,LT,HH,0,토,대전
227,20160528NCHT0,20160528,NC,HT,0,토,광주
228,20160528SSSK0,20160528,SS,SK,0,토,문학
229,20160528WOKT0,20160528,WO,KT,0,토,수원
230,20160529LGOB0,20160529,LG,OB,0,일,잠실
231,20160529LTHH0,20160529,LT,HH,0,일,대전
232,20160529NCHT0,20160529,NC,HT,0,일,광주
233,20160529SSSK0,20160529,SS,SK,0,일,문학
234,20160529WOKT0,20160529,WO,KT,0,일,수원
235,20160531HTLG0,20160531,HT,LG,0,화,잠실
236,20160531KTLT0,20160531,KT,LT,0,화,사직
237,20160531OBNC0,20160531,OB,NC,0,화,마산
238,20160531SKHH0,20160531,SK,HH,0,화,대전
239,20160531SSWO0,20160531,SS,WO,0,화,고척
240,20160601HTLG0,20160601,HT,LG,0,수,잠실
241,20160601KTLT0,20160601,KT,LT,0,수,사직
242,20160601OBNC0,20160601,OB,NC,0,수,마산
243,20160601SKHH0,20160601,SK,HH,0,수,대전
244,20160601SSWO0,20160601,SS,WO,0,수,고척
245,20160602HTLG0,20160602,HT,LG,0,목,잠실
246,20160602KTLT0,20160602,KT,LT,0,목,사직
247,20160602OBNC0,20160602,OB,NC,0,목,마산
248,20160602SKHH0,20160602,SK,HH,0,목,대전
249,20160602SSWO0,20160602,SS,WO,0,목,고척
250,20160603HHSS0,20160603,HH,SS,0,금,대구
251,20160603LGKT0,20160603,LG,KT,0,금,수원
252,20160603NCLT0,20160603,NC,LT,0,금,사직
253,20160603SKOB0,20160603,SK,OB,0,금,잠실
254,20160603WOHT0,20160603,WO,HT,0,금,광주
255,20160604HHSS0,20160604,HH,SS,0,토,대구
256,20160604LGKT0,20160604,LG,KT,0,토,수원
257,20160604SKOB0,20160604,SK,OB,0,토,잠실
258,20160605HHSS0,20160605,HH,SS,0,일,대구
259,20160605LGKT0,20160605,LG,KT,0,일,수원
260,20160605NCLT0,20160605,NC,LT,0,일,사직
261,20160605SKOB0,20160605,SK,OB,0,일,잠실
262,20160605WOHT0,20160605,WO,HT,0,일,광주
263,20160607HTHH0,20160607,HT,HH,0,화,대전
264,20160607LTSK0,20160607,LT,SK,0,화,문학
265,20160607OBKT0,20160607,OB,KT,0,화,수원
266,20160607SSLG0,20160607,SS,LG,0,화,잠실
267,20160607WONC0,20160607,WO,NC,0,화,마산
268,20160608HTHH0,20160608,HT,HH,0,수,대전
269,20160608LTSK0,20160608,LT,SK,0,수,문학
270,20160608OBKT0,20160608,OB,KT,0,수,수원
271,20160608SSLG0,20160608,SS,LG,0,수,잠실
272,20160608WONC0,20160608,WO,NC,0,수,마산
273,20160609HTHH0,20160609,HT,HH,0,목,대전
274,20160609LTSK0,20160609,LT,SK,0,목,문학
275,20160609OBKT0,20160609,OB,KT,0,목,수원
276,20160609SSLG0,20160609,SS,LG,0,목,잠실
277,20160609WONC0,20160609,WO,NC,0,목,마산
278,20160610KTWO0,20160610,KT,WO,0,금,고척
279,20160610LGHH0,20160610,LG,HH,0,금,대전
280,20160610LTOB0,20160610,LT,OB,0,금,잠실
281,20160610NCSK0,20160610,NC,SK,0,금,문학
282,20160610SSHT0,20160610,SS,HT,0,금,광주
283,20160611KTWO0,20160611,KT,WO,0,토,고척
284,20160611LGHH0,20160611,LG,HH,0,토,대전
285,20160611LTOB0,20160611,LT,OB,0,토,잠실
286,20160611NCSK0,20160611,NC,SK,0,토,문학
287,20160611SSHT0,20160611,SS,HT,0,토,광주
288,20160612KTWO0,20160612,KT,WO,0,일,고척
289,20160612LGHH0,20160612,LG,HH,0,일,대전
290,20160612LTOB0,20160612,LT,OB,0,일,잠실
291,20160612NCSK0,20160612,NC,SK,0,일,문학
292,20160612SSHT0,20160612,SS,HT,0,일,광주
293,20160614HHKT0,20160614,HH,KT,0,화,수원
294,20160614LTWO0,20160614,LT,WO,0,화,고척
295,20160614NCLG0,20160614,NC,LG,0,화,잠실
296,20160614OBHT0,20160614,OB,HT,0,화,광주
297,20160614SKSS0,20160614,SK,SS,0,화,대구
298,20160615LTWO0,20160615,LT,WO,0,수,고척
299,20160615OBHT0,20160615,OB,HT,0,수,광주
300,20160615SKSS0,20160615,SK,SS,0,수,대구
301,20160616HHKT0,20160616,HH,KT,0,목,수원
302,20160616LTWO0,20160616,LT,WO,0,목,고척
303,20160616NCLG0,20160616,NC,LG,0,목,잠실
304,20160616OBHT0,20160616,OB,HT,0,목,광주
305,20160616SKSS0,20160616,SK,SS,0,목,대구
306,20160617HTLG0,20160617,HT,LG,0,금,잠실
307,20160617NCKT0,20160617,NC,KT,0,금,수원
308,20160617OBSS0,20160617,OB,SS,0,금,대구
309,20160617SKLT0,20160617,SK,LT,0,금,사직
310,20160617WOHH0,20160617,WO,HH,0,금,청주
311,20160618HTLG0,20160618,HT,LG,0,토,잠실
312,20160618NCKT0,20160618,NC,KT,0,토,수원
313,20160618OBSS0,20160618,OB,SS,0,토,대구
314,20160618SKLT0,20160618,SK,LT,0,토,사직
315,20160618WOHH0,20160618,WO,HH,0,토,청주
316,20160619HTLG0,20160619,HT,LG,0,일,잠실
317,20160619NCKT0,20160619,NC,KT,0,일,수원
318,20160619OBSS0,20160619,OB,SS,0,일,대구
319,20160619SKLT0,20160619,SK,LT,0,일,사직
320,20160619WOHH0,20160619,WO,HH,0,일,청주
321,20160621HHNC0,20160621,HH,NC,0,화,마산
322,20160621KTOB0,20160621,KT,OB,0,화,잠실
323,20160621LGSK0,20160621,LG,SK,0,화,문학
324,20160621LTHT0,20160621,LT,HT,0,화,광주
325,20160621SSWO0,20160621,SS,WO,0,화,고척
326,20160622LGSK0,20160622,LG,SK,0,수,문학
327,20160622LTHT0,20160622,LT,HT,0,수,광주
328,20160622SSWO0,20160622,SS,WO,0,수,고척
329,20160623HHNC0,20160623,HH,NC,0,목,마산
330,20160623KTOB0,20160623,KT,OB,0,목,잠실
331,20160623LGSK0,20160623,LG,SK,0,목,문학
332,20160623LTHT0,20160623,LT,HT,0,목,광주
333,20160623SSWO0,20160623,SS,WO,0,목,고척
334,20160624HTNC0,20160624,HT,NC,0,금,마산
335,20160624KTSS0,20160624,KT,SS,0,금,대구
336,20160624LTHH0,20160624,LT,HH,0,금,대전
337,20160624OBSK0,20160624,OB,SK,0,금,문학
338,20160624WOLG0,20160624,WO,LG,0,금,잠실
339,20160625HTNC0,20160625,HT,NC,0,토,마산
340,20160625KTSS0,20160625,KT,SS,0,토,대구
341,20160625LTHH0,20160625,LT,HH,0,토,대전
342,20160625OBSK0,20160625,OB,SK,0,토,문학
343,20160625WOLG0,20160625,WO,LG,0,토,잠실
344,20160626HTNC0,20160626,HT,NC,0,일,마산
345,20160626KTSS0,20160626,KT,SS,0,일,대구
346,20160626LTHH0,20160626,LT,HH,0,일,대전
347,20160626OBSK0,20160626,OB,SK,0,일,문학
348,20160626WOLG0,20160626,WO,LG,0,일,잠실
349,20160628HHWO0,20160628,HH,WO,0,화,고척
350,20160628LGHT0,20160628,LG,HT,0,화,광주
351,20160628NCOB0,20160628,NC,OB,0,화,잠실
352,20160628SKKT0,20160628,SK,KT,0,화,수원
353,20160628SSLT0,20160628,SS,LT,0,화,사직
354,20160629HHWO0,20160629,HH,WO,0,수,고척
355,20160629LGHT0,20160629,LG,HT,0,수,광주
356,20160629NCOB0,20160629,NC,OB,0,수,잠실
357,20160629SKKT0,20160629,SK,KT,0,수,수원
358,20160629SSLT0,20160629,SS,LT,0,수,사직
359,20160630HHWO0,20160630,HH,WO,0,목,고척
360,20160630LGHT0,20160630,LG,HT,0,목,광주
361,20160630NCOB0,20160630,NC,OB,0,목,잠실
362,20160630SKKT0,20160630,SK,KT,0,목,수원
363,20160630SSLT0,20160630,SS,LT,0,목,사직
364,20160701HTWO0,20160701,HT,WO,0,금,고척
365,20160702HTWO0,20160702,HT,WO,0,토,고척
366,20160702OBHH0,20160702,OB,HH,0,토,대전
367,20160702SKLG0,20160702,SK,LG,0,토,잠실
368,20160703HTWO0,20160703,HT,WO,0,일,고척
369,20160703SKLG0,20160703,SK,LG,0,일,잠실
370,20160705LGSS0,20160705,LG,SS,0,화,대구
371,20160706HHSK0,20160706,HH,SK,0,수,문학
372,20160706HTKT0,20160706,HT,KT,0,수,수원
373,20160706LTNC0,20160706,LT,NC,0,수,마산
374,20160706WOOB0,20160706,WO,OB,0,수,잠실
375,20160707HHSK0,20160707,HH,SK,0,목,문학
376,20160707HTKT0,20160707,HT,KT,0,목,수원
377,20160707LGSS0,20160707,LG,SS,0,목,대구
378,20160707LTNC0,20160707,LT,NC,0,목,마산
379,20160707WOOB0,20160707,WO,OB,0,목,잠실
380,20160708HTOB0,20160708,HT,OB,0,금,잠실
381,20160708KTSK0,20160708,KT,SK,0,금,문학
382,20160708LGLT0,20160708,LG,LT,0,금,사직
383,20160708NCWO0,20160708,NC,WO,0,금,고척
384,20160708SSHH0,20160708,SS,HH,0,금,대전
385,20160709HTOB0,20160709,HT,OB,0,토,잠실
386,20160709KTSK0,20160709,KT,SK,0,토,문학
387,20160709LGLT0,20160709,LG,LT,0,토,사직
388,20160709NCWO0,20160709,NC,WO,0,토,고척
389,20160709SSHH0,20160709,SS,HH,0,토,대전
390,20160710HTOB0,20160710,HT,OB,0,일,잠실
391,20160710KTSK0,20160710,KT,SK,0,일,문학
392,20160710LGLT0,20160710,LG,LT,0,일,사직
393,20160710NCWO0,20160710,NC,WO,0,일,고척
394,20160710SSHH0,20160710,SS,HH,0,일,대전
395,20160712HHLG0,20160712,HH,LG,0,화,잠실
396,20160712LTSS0,20160712,LT,SS,0,화,포항
397,20160712OBNC0,20160712,OB,NC,0,화,마산
398,20160712SKHT0,20160712,SK,HT,0,화,광주
399,20160712WOKT0,20160712,WO,KT,0,화,수원
400,20160713HHLG0,20160713,HH,LG,0,수,잠실
401,20160713LTSS0,20160713,LT,SS,0,수,포항
402,20160713OBNC0,20160713,OB,NC,0,수,마산
403,20160713SKHT0,20160713,SK,HT,0,수,광주
404,20160713WOKT0,20160713,WO,KT,0,수,수원
405,20160714HHLG0,20160714,HH,LG,0,목,잠실
406,20160714LTSS0,20160714,LT,SS,0,목,포항
407,20160714OBNC0,20160714,OB,NC,0,목,마산
408,20160714SKHT0,20160714,SK,HT,0,목,광주
409,20160714WOKT0,20160714,WO,KT,0,목,수원
410,20160719HTLT0,20160719,HT,LT,0,화,사직
411,20160719KTHH0,20160719,KT,HH,0,화,대전
412,20160719LGWO0,20160719,LG,WO,0,화,고척
413,20160719SKNC0,20160719,SK,NC,0,화,마산
414,20160719SSOB0,20160719,SS,OB,0,화,잠실
415,20160720HTLT0,20160720,HT,LT,0,수,사직
416,20160720KTHH0,20160720,KT,HH,0,수,대전
417,20160720LGWO0,20160720,LG,WO,0,수,고척
418,20160720SKNC0,20160720,SK,NC,0,수,마산
419,20160720SSOB0,20160720,SS,OB,0,수,잠실
420,20160721HTLT0,20160721,HT,LT,0,목,사직
421,20160721KTHH0,20160721,KT,HH,0,목,대전
422,20160721LGWO0,20160721,LG,WO,0,목,고척
423,20160721SKNC0,20160721,SK,NC,0,목,마산
424,20160721SSOB0,20160721,SS,OB,0,목,잠실
425,20160722HHLT0,20160722,HH,LT,0,금,사직
426,20160722NCHT0,20160722,NC,HT,0,금,광주
427,20160722OBLG0,20160722,OB,LG,0,금,잠실
428,20160722SSKT0,20160722,SS,KT,0,금,수원
429,20160722WOSK0,20160722,WO,SK,0,금,문학
430,20160723HHLT0,20160723,HH,LT,0,토,사직
431,20160723NCHT0,20160723,NC,HT,0,토,광주
432,20160723OBLG0,20160723,OB,LG,0,토,잠실
433,20160723SSKT0,20160723,SS,KT,0,토,수원
434,20160723WOSK0,20160723,WO,SK,0,토,문학
435,20160724HHLT0,20160724,HH,LT,0,일,사직
436,20160724NCHT0,20160724,NC,HT,0,일,광주
437,20160724OBLG0,20160724,OB,LG,0,일,잠실
438,20160724SSKT0,20160724,SS,KT,0,일,수원
439,20160724WOSK0,20160724,WO,SK,0,일,문학
440,20160726KTHT0,20160726,KT,HT,0,화,광주
441,20160726LTLG0,20160726,LT,LG,0,화,잠실
442,20160726NCSS0,20160726,NC,SS,0,화,대구
443,20160726OBWO0,20160726,OB,WO,0,화,고척
444,20160726SKHH0,20160726,SK,HH,0,화,대전
445,20160727KTHT0,20160727,KT,HT,0,수,광주
446,20160727LTLG0,20160727,LT,LG,0,수,잠실
447,20160727NCSS0,20160727,NC,SS,0,수,대구
448,20160727OBWO0,20160727,OB,WO,0,수,고척
449,20160727SKHH0,20160727,SK,HH,0,수,대전
450,20160728KTHT0,20160728,KT,HT,0,목,광주
451,20160728LTLG0,20160728,LT,LG,0,목,잠실
452,20160728NCSS0,20160728,NC,SS,0,목,대구
453,20160728OBWO0,20160728,OB,WO,0,목,고척
454,20160728SKHH0,20160728,SK,HH,0,목,대전
455,20160729HHOB0,20160729,HH,OB,0,금,잠실
456,20160729HTSK0,20160729,HT,SK,0,금,문학
457,20160729LGNC0,20160729,LG,NC,0,금,마산
458,20160729LTKT0,20160729,LT,KT,0,금,수원
459,20160729WOSS0,20160729,WO,SS,0,금,대구
460,20160730HHOB0,20160730,HH,OB,0,토,잠실
461,20160730HTSK0,20160730,HT,SK,0,토,문학
462,20160730LGNC0,20160730,LG,NC,0,토,마산
463,20160730LTKT0,20160730,LT,KT,0,토,수원
464,20160731HHOB0,20160731,HH,OB,0,일,잠실
465,20160731HTSK0,20160731,HT,SK,0,일,문학
466,20160731LGNC0,20160731,LG,NC,0,일,마산
467,20160731LTKT0,20160731,LT,KT,0,일,수원
468,20160802HHHT0,20160802,HH,HT,0,화,광주
469,20160802LGOB0,20160802,LG,OB,0,화,잠실
470,20160803HHHT0,20160803,HH,HT,0,수,광주
471,20160803LGOB0,20160803,LG,OB,0,수,잠실
472,20160803SSSK0,20160803,SS,SK,0,수,문학
473,20160803WOLT0,20160803,WO,LT,0,수,사직
474,20160804HHHT0,20160804,HH,HT,0,목,광주
475,20160804KTNC0,20160804,KT,NC,0,목,마산
476,20160804LGOB0,20160804,LG,OB,0,목,잠실
477,20160804SSSK0,20160804,SS,SK,0,목,문학
478,20160804WOLT0,20160804,WO,LT,0,목,사직
479,20160805HTSS0,20160805,HT,SS,0,금,대구
480,20160805KTLG0,20160805,KT,LG,0,금,잠실
481,20160805NCHH0,20160805,NC,HH,0,금,대전
482,20160805OBLT0,20160805,OB,LT,0,금,사직
483,20160805SKWO0,20160805,SK,WO,0,금,고척
484,20160806HTSS0,20160806,HT,SS,0,토,대구
485,20160806KTLG0,20160806,KT,LG,0,토,잠실
486,20160806NCHH0,20160806,NC,HH,0,토,대전
487,20160806OBLT0,20160806,OB,LT,0,토,사직
488,20160806SKWO0,20160806,SK,WO,0,토,고척
489,20160807HTSS0,20160807,HT,SS,0,일,대구
490,20160807KTLG0,20160807,KT,LG,0,일,잠실
491,20160807NCHH0,20160807,NC,HH,0,일,대전
