,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,H1,CUM_HIT,CUM_AB,CUM_H1,CUM_H2,CUM_H3,CUM_HR,CUM_BB,CUM_HP,CUM_SF,CUM_CS,CUM_GD,CUM_SB,CUM_SH,CUM_IB,CUM_KK,CUM_PA,wBB,wHBP,w1B,w2B,w3B,wHR,AVG,SLG,IsoP,OBP,OPS,RC,XR,wOBA,BABIP
10,20180407HHKT0,20180407,HH,KT,0,T,36,35,1,2,8,2,1,0,1,0,0,0,1,0,0,10,1,1,7,0.222222222,9,2,5,100,374,72,15,4,9,33,8,3,5,10,9,1,1,87,419,0.726,0.753,0.92,1.242,1.533,1.857,0.26737967914438504,0.4010695187165775,0.1336898395721925,0.3373205741626794,0.7383900928792569,0.1107871720116618,0.20028123744475695,0.3276818181818182,0.3238434163701068
11,20180408HHKT0,20180408,HH,KT,0,T,49,41,10,12,14,2,0,1,2,1,0,1,7,1,0,12,1,0,7,0.4,10,4,11,114,415,83,17,4,10,40,8,4,6,11,11,1,2,99,468,0.726,0.753,0.92,1.242,1.533,1.857,0.2746987951807229,0.4072289156626506,0.13253012048192775,0.3468950749464668,0.7541239906091175,0.3449562682215743,0.4797107271996785,0.3343090128755365,0.335483870967742
12,20180410HTHH0,20180410,HH,HT,0,B,36,30,4,4,7,0,0,2,1,0,0,0,4,0,2,8,0,0,8,0.0,5,0,5,121,445,88,17,4,12,44,10,4,6,11,12,1,2,107,504,0.726,0.753,0.92,1.242,1.533,1.857,0.2719101123595505,0.40898876404494383,0.1370786516853933,0.34791252485089463,0.7569012888958384,0.2171363783608681,0.3432101245480113,0.3356812749003984,0.3303030303030303
13,20180411HTHH0,20180411,HH,HT,0,B,37,31,6,6,11,1,0,0,2,1,0,1,3,0,2,3,0,1,7,0.4166666670000001,12,5,10,132,476,98,18,4,12,47,12,5,7,11,14,1,2,110,541,0.726,0.753,0.92,1.242,1.533,1.857,0.2773109243697479,0.407563025210084,0.13025210084033612,0.3537037037037037,0.7612667289137878,0.24075959341265465,0.3703294495781438,0.3388460111317254,0.3342618384401114
14,20180412HTHH0,20180412,HH,HT,0,B,44,40,15,15,17,6,0,2,0,0,0,0,3,0,1,7,1,0,5,0.5,18,9,9,149,516,107,24,4,14,50,13,5,7,12,14,1,2,117,585,0.726,0.753,0.92,1.242,1.533,1.857,0.28875968992248063,0.4321705426356589,0.14341085271317827,0.363013698630137,0.7951842412657959,0.5521971905645374,0.5992366412213741,0.3516552315608919,0.3461538461538461
15,20180413SSHH0,20180413,HH,SS,0,B,35,32,2,2,5,1,0,0,0,0,0,0,3,0,0,6,0,3,6,0.25,8,2,4,154,548,111,25,4,14,53,13,5,7,12,14,1,2,123,620,0.726,0.753,0.92,1.242,1.533,1.857,0.28102189781021897,0.4178832116788321,0.13686131386861314,0.3554119547657512,0.7732951664445833,0.058122448979591845,0.1320811570912013,0.34322815533980583,0.3365384615384616
16,20180414SSHH0,20180414,HH,SS,0,B,45,42,14,14,17,3,0,4,0,0,0,0,2,0,1,7,0,0,7,0.466666667,15,7,10,171,590,121,28,4,18,55,14,5,7,12,14,1,2,130,665,0.726,0.753,0.92,1.242,1.533,1.857,0.28983050847457625,0.4423728813559322,0.15254237288135594,0.3614457831325301,0.8038186644884624,0.5895173307418203,0.652973081558859,0.3539577677224736,0.3422818791946309
17,20180415SSHH0,20180415,HH,SS,0,B,40,32,6,7,10,0,0,0,1,1,0,1,6,0,1,4,1,0,9,0.266666667,15,4,10,181,622,131,28,4,18,61,15,6,8,13,15,1,2,134,705,0.726,0.753,0.92,1.242,1.533,1.857,0.2909967845659164,0.4356913183279743,0.14469453376205788,0.3650568181818182,0.8007481365097924,0.19170553935860055,0.3312575331458417,0.3541721194879089,0.342436974789916
18,20180417HHOB0,20180417,HH,OB,0,T,39,35,5,5,12,3,0,2,0,3,0,1,3,0,0,9,0,0,7,0.25,4,1,7,193,657,138,31,4,20,64,15,7,11,13,15,1,2,143,744,0.726,0.753,0.92,1.242,1.533,1.857,0.2937595129375951,0.4444444444444444,0.1506849315068493,0.3660834454912517,0.810527889935696,0.2749315990132317,0.411611088790679,0.3571981132075472,0.34530938123752497
19,20180418HHOB0,20180418,HH,OB,0,T,43,37,4,4,13,2,0,1,1,0,0,0,4,0,2,12,1,1,12,0.25,12,3,10,206,694,148,33,4,21,68,17,7,11,14,16,1,2,155,787,0.726,0.753,0.92,1.242,1.533,1.857,0.2968299711815562,0.446685878962536,0.14985590778097985,0.3702290076335878,0.8169148865961238,0.3379537595769204,0.4440538368822819,0.3604993630573249,0.3523809523809524
20,20180419HHOB0,20180419,HH,OB,0,T,36,33,2,2,7,2,0,0,1,1,0,0,3,0,0,10,0,0,7,0.111111111,9,1,5,213,727,153,35,4,21,71,17,7,12,14,17,1,2,165,823,0.726,0.753,0.92,1.242,1.533,1.857,0.2929848693259973,0.43878954607978,0.14580467675378267,0.3661800486618005,0.8049695947415805,0.09997084548104956,0.18923262354359183,0.35597320341047506,0.35036496350364965
21,20180420WOHH0,20180420,HH,WO,0,B,36,35,1,1,8,3,0,0,0,0,0,0,0,0,1,5,0,1,8,0.14285714300000002,7,1,5,221,762,158,38,4,21,71,18,7,12,14,17,1,2,170,859,0.726,0.753,0.92,1.242,1.533,1.857,0.2900262467191601,0.4330708661417323,0.14304461942257218,0.3613053613053613,0.7943762274470936,0.1097667638483965,0.19576134993973487,0.3516137689614936,0.3460207612456747
22,20180421WOHH0,20180421,HH,WO,0,B,35,33,3,3,8,2,0,1,1,0,0,0,2,0,0,4,2,0,5,0.333333333,6,2,5,229,795,163,40,4,22,73,18,7,12,16,18,1,2,174,894,0.726,0.753,0.92,1.242,1.533,1.857,0.2880503144654088,0.4314465408805032,0.14339622641509436,0.3583426651735722,0.7897892060540754,0.12585422740524776,0.23031337886701492,0.34946860986547085,0.3415841584158416
23,20180422WOHH0,20180422,HH,WO,0,B,30,30,0,1,5,1,0,0,1,0,0,0,0,0,0,8,2,0,2,0.25,4,1,4,234,825,167,41,4,22,73,18,7,12,18,19,1,2,182,924,0.726,0.753,0.92,1.242,1.533,1.857,0.28363636363636363,0.42303030303030303,0.1393939393939394,0.35211267605633795,0.7751429790866411,0.021481049562682212,0.060968260345520296,0.34343600867678964,0.3375796178343949
24,20180425HHHT0,20180425,HH,HT,0,T,36,34,3,3,6,1,0,1,0,0,0,0,2,0,0,7,0,1,6,0.25,4,1,4,240,859,171,42,4,23,75,18,7,12,18,19,1,2,189,960,0.726,0.753,0.92,1.242,1.533,1.857,0.27939464493597205,0.4179278230500582,0.13853317811408614,0.3472367049009385,0.7651645279509967,0.09028830579850987,0.18240257131378065,0.3391221294363257,0.3318042813455658
25,20180426HHHT0,20180426,HH,HT,0,T,37,34,2,3,7,1,0,0,0,0,0,0,3,0,0,9,0,1,7,0.166666667,6,1,6,247,893,177,43,4,23,78,18,7,12,18,19,1,2,198,997,0.726,0.753,0.92,1.242,1.533,1.857,0.2765957446808511,0.41097424412094063,0.13437849944008956,0.34437751004016065,0.7553517541611012,0.09172484437790558,0.18109682603455207,0.3354964824120603,0.32989690721649484
26,20180427HHLT0,20180427,HH,LT,0,T,38,38,3,3,12,0,0,1,0,0,0,0,0,0,0,6,1,0,8,0.111111111,9,1,11,259,931,188,43,4,24,78,18,7,12,19,19,1,2,204,1035,0.726,0.753,0.92,1.242,1.533,1.857,0.2781954887218045,0.4103114930182599,0.13211600429645542,0.34332688588007737,0.7536383788983373,0.1720975909160657,0.2787263961430294,0.3347492739593417,0.3309859154929577
27,20180428HHLT0,20180428,HH,LT,0,T,36,29,3,4,6,2,0,0,2,1,1,1,3,1,2,9,0,2,5,0.25,8,2,4,265,960,192,45,4,24,81,20,8,13,19,21,2,3,213,1071,0.726,0.753,0.92,1.242,1.533,1.857,0.2760416666666667,0.40625,0.13020833333333331,0.3423760523854069,0.7486260523854069,0.12094590217039196,0.23734431498593817,0.3323202247191011,0.32968536251709984
28,20180429HHLT0,20180429,HH,LT,0,T,41,37,3,3,12,2,0,1,0,1,0,0,4,1,0,7,1,1,11,0.066666667,15,1,9,277,997,201,47,4,25,85,20,8,14,20,21,2,4,220,1112,0.726,0.753,0.92,1.242,1.533,1.857,0.2778335005015045,0.4082246740220662,0.13039117352056168,0.3441441441441441,0.7523688181662103,0.24267368271350348,0.3526516673362795,0.3336796028880867,0.33157894736842103
29,20180501LGHH0,20180501,HH,LG,0,B,39,34,6,6,11,0,1,3,0,1,1,0,3,0,1,6,1,2,9,0.111111111,9,1,7,288,1031,208,47,5,28,88,21,8,15,21,21,3,4,226,1151,0.726,0.753,0.92,1.242,1.533,1.857,0.2793404461687682,0.4161008729388943,0.13676042677012604,0.34581881533101044,0.7619196882699046,0.3154130223517978,0.44294897549216555,0.33669747166521363,0.3312101910828025
30,20180502LGHH0,20180502,HH,LG,0,B,36,34,4,4,9,3,0,1,1,0,0,0,2,0,0,11,0,0,7,0.3,10,3,5,297,1065,213,50,5,29,90,21,8,15,21,22,3,4,237,1187,0.726,0.753,0.92,1.242,1.533,1.857,0.2788732394366197,0.4169014084507042,0.1380281690140845,0.34459459459459457,0.7614960030452989,0.1949141561386459,0.30082362394535955,0.336286559594252,0.33209417596034696
31,20180503LGHH0,20180503,HH,LG,0,B,36,31,6,7,11,2,0,1,0,0,1,1,3,1,0,3,2,0,5,0.444444444,9,4,8,308,1096,221,52,5,30,93,21,9,15,23,22,4,5,240,1223,0.726,0.753,0.92,1.242,1.533,1.857,0.28102189781021897,0.4197080291970803,0.1386861313868613,0.34618539786710417,0.7658934270641844,0.2337803692905733,0.35275210928083567,0.3374220032840723,0.332934131736527
32,20180504HHSS0,20180504,HH,SS,0,T,44,37,8,9,13,4,0,2,1,0,0,1,5,0,1,3,3,1,8,0.333333333,15,5,7,321,1133,228,56,5,32,98,22,10,15,26,23,4,5,243,1267,0.726,0.753,0.92,1.242,1.533,1.857,0.2833186231244484,0.4263018534863195,0.1429832303618711,0.3491686460807601,0.7754704995670796,0.3748316989133315,0.49839292888710335,0.3411133122028527,0.33294930875576034
33,20180505HHSS0,20180505,HH,SS,0,T,36,35,3,3,9,2,0,0,0,1,0,0,0,0,1,9,0,0,6,0.375,8,3,7,330,1168,235,58,5,32,98,23,10,16,26,23,4,5,252,1303,0.726,0.753,0.92,1.242,1.533,1.857,0.2825342465753425,0.4229452054794521,0.1404109589041096,0.34719014626635875,0.7701353517458108,0.1097667638483965,0.19666532744073922,0.3391078582434515,0.3333333333333333
34,20180508HHWO0,20180508,HH,WO,0,T,42,41,10,10,15,3,0,2,0,0,0,0,0,0,1,8,1,0,5,0.428571429,14,6,10,345,1209,245,61,5,34,98,24,10,16,27,23,4,5,260,1345,0.726,0.753,0.92,1.242,1.533,1.857,0.2853598014888337,0.4284532671629446,0.14309346567411085,0.3482475764354959,0.7767008435984405,0.3485131195335277,0.45068300522298116,0.3414589552238806,0.3362162162162162
35,20180509HHWO0,20180509,HH,WO,0,T,37,33,4,4,7,1,0,2,0,0,1,0,3,0,0,5,0,0,6,0.166666667,6,1,4,352,1242,249,62,5,36,101,24,10,16,27,23,5,5,265,1382,0.726,0.753,0.92,1.242,1.533,1.857,0.2834138486312399,0.42834138486312395,0.1449275362318841,0.3464052287581699,0.7747466136212939,0.16364983058860608,0.2836480514262756,0.3401372549019608,0.3322818086225026
36,20180510HHWO0,20180510,HH,WO,0,T,39,36,2,3,10,1,1,0,0,1,0,0,2,0,1,8,1,0,9,0.4,10,4,8,362,1278,257,63,6,36,103,25,10,17,28,23,5,5,273,1421,0.726,0.753,0.92,1.242,1.533,1.857,0.28325508607198746,0.4264475743348983,0.1431924882629108,0.34604519774011305,0.7724927720750112,0.1535082604470359,0.2538167938931297,0.33948375706214684,0.3329928498467825
37,20180511NCHH0,20180511,HH,NC,0,B,44,41,2,2,9,1,0,1,0,1,0,0,3,0,0,9,0,0,9,0.0,4,0,7,371,1319,264,64,6,37,106,25,10,18,28,23,5,5,282,1465,0.726,0.753,0.92,1.242,1.533,1.857,0.2812736921910538,0.4230477634571645,0.1417740712661107,0.3438356164383561,0.7668833798955206,0.1354810495626822,0.23985536359983928,0.3372780821917808,0.3306930693069307
38,20180513NCHH0,20180513,HH,NC,0,B,35,35,2,4,11,0,0,0,1,0,0,0,0,0,0,8,1,0,7,0.571428571,7,4,11,382,1354,275,64,6,37,106,25,10,18,29,24,5,5,290,1500,0.726,0.753,0.92,1.242,1.533,1.857,0.2821270310192024,0.4202363367799114,0.138109305760709,0.3431438127090301,0.7633801494889415,0.12921282798833816,0.22368421052631582,0.33615117056856186,0.3326904532304725
39,20180515KTHH0,20180515,HH,KT,0,B,36,33,0,0,8,1,0,0,0,0,0,0,2,1,1,7,2,0,9,0.0,5,0,7,390,1387,282,65,6,37,108,26,10,18,31,24,5,6,297,1536,0.726,0.753,0.92,1.242,1.533,1.857,0.281182408074982,0.4167267483777938,0.13554434030281182,0.3422599608099281,0.7589867091877219,0.09201166180758016,0.1743672157492969,0.3344490196078431,0.33207902163687675
40,20180516KTHH0,20180516,HH,KT,0,B,32,27,5,5,4,2,0,1,0,0,0,1,4,0,0,7,0,1,3,0.5,2,1,1,394,1414,283,67,6,38,112,26,11,18,31,24,5,6,304,1568,0.726,0.753,0.92,1.242,1.533,1.857,0.27864214992927866,0.4151343705799152,0.1364922206506365,0.34037108125399873,0.7555054518339139,0.10262390670553936,0.2185616713539575,0.3328245838668374,0.3287165281625116
41,20180517KTHH0,20180517,HH,KT,0,B,35,31,4,5,10,2,0,0,0,0,1,2,1,0,0,5,0,0,6,0.25,12,3,8,404,1445,291,69,6,38,113,26,13,18,31,24,6,6,309,1603,0.726,0.753,0.92,1.242,1.533,1.857,0.2795847750865052,0.4145328719723184,0.13494809688581316,0.3400125234815279,0.7545453954538462,0.17215160349854225,0.3012253917235838,0.3321490294301816,0.32943294329432943
42,20180518HHLG0,20180518,HH,LG,0,T,35,32,3,4,10,0,0,1,0,1,0,0,2,0,1,4,4,1,4,0.125,8,1,9,414,1477,300,69,6,39,115,27,13,19,35,24,6,6,313,1638,0.726,0.753,0.92,1.242,1.533,1.857,0.2802979011509817,0.4143534190927556,0.13405551794177384,0.34068627450980393,0.7550396936025595,0.1234285714285714,0.22679791080755318,0.33258823529411763,0.3295254833040422
43,20180519HHLG0,20180519,HH,LG,0,T,34,31,2,2,6,2,0,0,0,0,1,0,1,0,1,6,1,0,5,0.333333333,6,2,4,420,1508,304,71,6,39,116,28,13,19,36,24,7,6,319,1672,0.726,0.753,0.92,1.242,1.533,1.857,0.27851458885941643,0.4111405835543767,0.13262599469496025,0.3387387387387387,0.7498793222931154,0.07083519121934488,0.14363198071514666,0.33038835534213684,0.3276010318142734
44,20180520HHLG0,20180520,HH,LG,0,T,36,31,2,2,7,0,0,1,2,1,0,0,5,0,0,7,2,1,7,0.14285714300000002,7,1,6,427,1539,310,71,6,40,121,28,13,20,38,26,7,6,326,1708,0.726,0.753,0.92,1.242,1.533,1.857,0.2774528914879792,0.4093567251461988,0.13190383365821962,0.3386243386243386,0.7479810637705374,0.1207871720116618,0.23061470470068302,0.3298672150411281,0.3263069139966273
45,20180522OBHH0,20180522,HH,OB,0,B,48,41,7,8,11,0,0,3,1,0,0,0,6,0,1,10,1,0,10,0.25,12,3,8,438,1580,318,71,6,43,127,29,13,20,39,27,7,6,336,1756,0.726,0.753,0.92,1.242,1.533,1.857,0.2772151898734177,0.4113924050632912,0.13417721518987347,0.33962264150943394,0.7510150465727251,0.31781098153547127,0.4569104057854561,0.33112800000000003,0.32537067545304776
46,20180523OBHH0,20180523,HH,OB,0,B,38,31,4,5,9,3,0,2,1,1,0,0,5,0,2,4,1,0,9,0.2,10,2,4,447,1611,322,74,6,45,132,31,13,21,40,28,7,6,340,1794,0.726,0.753,0.92,1.242,1.533,1.857,0.2774674115456238,0.4146492861576661,0.13718187461204226,0.3413542249580302,0.7560035111156962,0.30073346631885833,0.4151265568501406,0.33318232662192393,0.324455205811138
47,20180524OBHH0,20180524,HH,OB,0,B,36,33,0,1,9,0,0,0,0,0,0,0,3,0,0,3,4,0,8,0.0,8,0,9,456,1644,331,74,6,45,135,31,13,21,44,28,7,6,343,1830,0.726,0.753,0.92,1.242,1.533,1.857,0.2773722627737226,0.4118004866180049,0.13442822384428227,0.34119583104772355,0.7529963176657284,0.08357628765792031,0.16191241462434716,0.3323399122807018,0.32387706855791965
48,20180525HHSK0,20180525,HH,SK,0,T,29,28,1,1,3,0,0,1,1,0,0,0,1,0,0,7,1,0,1,0.0,2,0,2,459,1672,333,74,6,46,136,31,13,21,45,29,7,6,350,1859,0.726,0.753,0.92,1.242,1.533,1.857,0.27452153110047844,0.4084928229665072,0.13397129186602874,0.3380129589632829,0.7465057819297901,0.023496531617573133,0.08296504620329452,0.32952563410685376,0.32040341349883633
49,20180526HHSK0,20180526,HH,SK,0,T,35,33,2,2,7,3,0,1,0,0,0,0,1,0,1,13,1,1,6,0.14285714300000002,7,1,3,466,1705,336,77,6,47,137,32,13,21,46,29,7,6,363,1894,0.726,0.753,0.92,1.242,1.533,1.857,0.27331378299120235,0.40821114369501466,0.1348973607038123,0.3365129835718071,0.7447241272668217,0.12100291545189505,0.21765769385295303,0.32861917372881355,0.32033639143730885
50,20180527HHSK0,20180527,HH,SK,0,T,48,45,6,7,14,3,1,1,0,0,1,0,1,0,1,6,0,1,11,0.0625,16,1,9,480,1750,345,80,7,48,138,33,13,21,46,29,8,6,369,1942,0.726,0.753,0.92,1.242,1.533,1.857,0.2742857142857143,0.4102857142857143,0.136,0.3366080661840745,0.7468937804697888,0.3083381924198251,0.42135395741261555,0.3291880165289256,0.3209509658246657
51,20180529NCHH0,20180529,HH,NC,0,B,41,29,7,7,8,2,1,0,0,1,0,2,10,0,0,4,0,0,10,0.307692308,13,4,5,488,1779,350,82,8,48,148,33,15,22,46,29,8,6,373,1983,0.726,0.753,0.92,1.242,1.533,1.857,0.27431141090500283,0.4103428892636313,0.13603147835862844,0.3387341772151899,0.7490770664788211,0.259557704614947,0.41412213740458015,0.33039200809307034,0.3204661325564457
52,20180530NCHH0,20180530,HH,NC,0,B,44,41,8,10,15,2,0,1,1,0,0,0,3,0,0,5,2,2,10,0.375,16,6,12,503,1820,362,84,8,49,151,33,15,22,48,30,8,6,378,2027,0.726,0.753,0.92,1.242,1.533,1.857,0.2763736263736264,0.4120879120879121,0.13571428571428568,0.34026745913818723,0.7523553712260993,0.31100980652001065,0.41824025713137797,0.3318871845620979,0.3224431818181818
53,20180531NCHH0,20180531,HH,NC,0,B,34,30,3,4,5,0,0,0,2,1,0,0,4,0,0,10,1,1,3,0.28571428600000004,7,2,5,508,1850,367,84,8,49,155,33,15,23,49,32,8,6,388,2061,0.726,0.753,0.92,1.242,1.533,1.857,0.2745945945945946,0.4081081081081081,0.13351351351351348,0.3390160740379932,0.7471241821461012,0.05436460298405077,0.1289674568099639,0.3300476885644769,0.32142857142857145
54,20180601HHLT0,20180601,HH,LT,0,T,47,40,12,13,14,3,0,2,1,1,0,1,6,1,0,13,1,0,7,0.545454545,11,6,9,522,1890,376,87,8,51,161,33,16,24,50,33,8,7,401,2108,0.726,0.753,0.92,1.242,1.533,1.857,0.2761904761904762,0.4116402116402117,0.13544973544973546,0.3409523809523809,0.7525925925925926,0.3909782271571242,0.5159702691844114,0.33203141361256544,0.3239339752407153
55,20180602HHLT0,20180602,HH,LT,0,T,37,34,2,3,10,2,1,0,5,0,2,0,1,1,0,9,2,0,7,0.230769231,13,3,7,532,1924,383,89,9,51,162,33,16,24,52,38,10,8,410,2145,0.726,0.753,0.92,1.242,1.533,1.857,0.2765072765072765,0.4116424116424117,0.13513513513513514,0.3405152224824356,0.7521576341248473,0.17000393979985814,0.2815387705905987,0.3313313055685541,0.32521974306964163
56,20180603HHLT0,20180603,HH,LT,0,T,33,33,0,0,6,1,0,0,0,1,0,0,0,0,0,8,0,1,6,0.0,3,0,5,538,1957,388,90,9,51,162,33,16,25,52,38,10,8,418,2178,0.726,0.753,0.92,1.242,1.533,1.857,0.27491057741440983,0.40827797649463465,0.13336739908022482,0.33809963099631,0.7463776074909446,0.03815884795476632,0.08909200482121335,0.3289847926267281,0.3238031914893617
57,20180605HHLG0,20180605,HH,LG,0,T,37,35,3,3,7,1,0,1,0,0,0,0,2,0,0,12,0,0,7,0.25,8,2,5,545,1992,393,91,9,52,164,33,16,25,52,38,10,8,430,2215,0.726,0.753,0.92,1.242,1.533,1.857,0.2735943775100402,0.4066265060240964,0.1330321285140562,0.3365079365079365,0.743134442532033,0.10924277046726025,0.2055042185616714,0.3276157680108745,0.3230668414154653
58,20180606HHLG0,20180606,HH,LG,0,T,39,35,5,5,9,2,0,1,1,1,0,0,4,0,0,9,0,1,7,0.222222222,9,2,6,554,2027,399,93,9,53,168,33,16,26,52,39,10,8,439,2254,0.726,0.753,0.92,1.242,1.533,1.857,0.27331031080414403,0.4065120868278244,0.13320177602368033,0.33645276292335113,0.7429648497511755,0.19028481722359267,0.30413820811570913,0.3276104185218166,0.3230174081237911
59,20180607HHLG0,20180607,HH,LG,0,T,40,37,4,5,13,5,0,0,1,0,0,2,1,0,0,8,1,2,8,0.214285714,14,3,8,567,2064,407,98,9,53,169,33,18,26,53,40,10,8,447,2294,0.726,0.753,0.92,1.242,1.533,1.857,0.2747093023255814,0.4079457364341085,0.13323643410852715,0.3366900175131349,0.7446357539472435,0.2577871720116618,0.38338690237042994,0.32813167104111984,0.324905183312263
60,20180608SKHH0,20180608,HH,SK,0,B,38,34,7,7,11,1,1,4,1,1,0,0,4,0,0,11,0,1,7,0.428571429,7,3,5,578,2098,412,99,10,57,173,33,18,27,53,41,10,8,458,2332,0.726,0.753,0.92,1.242,1.533,1.857,0.2755004766444233,0.4137273593898951,0.13822688274547185,0.3376399655469423,0.7513673249368374,0.40930489489028693,0.5248091603053436,0.3303855421686747,0.325421611492817
61,20180609SKHH0,20180609,HH,SK,0,B,40,36,2,2,7,0,0,0,3,1,0,0,4,0,0,9,0,0,8,0.222222222,9,2,7,585,2134,419,99,10,57,177,33,18,28,53,44,10,8,467,2372,0.726,0.753,0.92,1.242,1.533,1.857,0.27413308341143394,0.4100281162136832,0.1358950328022493,0.3365791701947502,0.7466072864084334,0.09282798833819243,0.18913218159903578,0.3287478849407784,0.32432432432432434
62,20180610SKHH0,20180610,HH,SK,0,B,41,36,4,4,10,2,0,2,1,0,0,0,3,0,2,10,0,0,12,0.0,10,0,6,595,2170,425,101,10,59,180,35,18,28,53,45,10,8,477,2413,0.726,0.753,0.92,1.242,1.533,1.857,0.27419354838709675,0.4115207373271889,0.13732718894009216,0.33707865168539325,0.7485993890125822,0.290836948019626,0.4092004821213338,0.3295476091476092,0.324455205811138
