,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,H1,CUM_HIT,CUM_AB,CUM_H1,CUM_H2,CUM_H3,CUM_HR,CUM_BB,CUM_HP,CUM_SF,CUM_CS,CUM_GD,CUM_SB,CUM_SH,CUM_IB,CUM_KK,CUM_PA,wBB,wHBP,w1B,w2B,w3B,wHR,AVG,SLG,IsoP,OBP,OPS,RC,XR,wOBA,BABIP
27,20190428HHNC0,20190428,HH,NC,0,T,38,36,4,4,9,1,0,2,0,0,0,0,2,0,0,11,0,1,7,0.166666667,6,1,6,253,949,175,56,1,21,107,14,12,7,33,20,8,3,235,1090,0.721,0.752,0.945,1.317,1.653,2.074,0.2665964172813488,0.3940990516332982,0.12750263435194942,0.3456561922365989,0.7397552438698971,0.15561582740961316,0.29137960006721564,0.34024471021159153,0.32907801418439714
28,20190430OBHH0,20190430,HH,OB,0,B,32,26,2,2,5,1,0,1,1,0,1,0,4,1,1,5,1,1,6,0.125,8,1,3,258,975,178,57,1,22,111,15,12,7,34,21,9,4,240,1122,0.721,0.752,0.945,1.317,1.653,2.074,0.26461538461538464,0.3928205128205128,0.1282051282051282,0.3450134770889488,0.7378339899094617,0.10120273656153464,0.2253402789447152,0.3389865831842576,0.3255172413793103
29,20190501OBHH0,20190501,HH,OB,0,B,32,26,4,4,5,4,0,0,0,0,1,0,4,1,1,4,1,0,4,0.333333333,6,2,1,263,1001,179,61,1,22,115,16,12,7,35,21,10,5,244,1154,0.721,0.752,0.945,1.317,1.653,2.074,0.2627372627372627,0.3916083916083916,0.1288711288711289,0.34440559440559443,0.736013986013986,0.09642566215865647,0.20635187363468327,0.3377850304612707,0.32262382864792505
30,20190502OBHH0,20190502,HH,OB,0,B,41,36,4,4,9,3,0,0,3,0,0,1,4,0,0,5,0,1,10,0.230769231,13,3,6,272,1037,185,64,1,22,119,16,13,7,35,24,10,5,249,1195,0.721,0.752,0.945,1.317,1.653,2.074,0.26229508196721313,0.3895853423336548,0.12729026036644164,0.3434599156118143,0.7330452579454692,0.15600913426059682,0.2996975298269199,0.336655462184874,0.3209242618741977
31,20190503KTHH0,20190503,HH,KT,0,B,37,33,3,4,7,1,1,0,0,0,1,0,3,0,0,11,0,2,6,0.2,10,2,5,279,1070,190,65,2,22,122,16,13,7,35,24,11,5,260,1232,0.721,0.752,0.945,1.317,1.653,2.074,0.2607476635514019,0.3869158878504673,0.12616822429906538,0.3415233415233415,0.7284392293738088,0.09917118332159497,0.21282137455889766,0.3345378973105134,0.3208489388264669
32,20190504KTHH0,20190504,HH,KT,0,B,47,40,9,10,16,3,0,2,3,0,0,1,4,0,2,5,1,0,11,0.28571428600000004,14,4,11,295,1110,201,68,2,24,126,18,14,7,36,27,11,5,265,1279,0.721,0.752,0.945,1.317,1.653,2.074,0.26576576576576577,0.3954954954954955,0.12972972972972974,0.3462145110410095,0.7417100065365051,0.41739919377812057,0.55007561754327,0.3401569858712716,0.32455089820359284
33,20190505KTHH0,20190505,HH,KT,0,B,35,30,6,6,8,2,0,0,0,2,0,0,5,0,0,6,0,0,5,0.4,10,4,6,303,1140,207,70,2,24,131,18,14,9,36,27,11,5,271,1314,0.721,0.752,0.945,1.317,1.653,2.074,0.2657894736842105,0.393859649122807,0.1280701754385965,0.3468917881811205,0.7407514373039275,0.11541730349659468,0.23718702739035463,0.3401596638655462,0.32479627473806755
34,20190507HHSK0,20190507,HH,SK,0,T,34,32,2,2,7,2,0,1,0,1,0,0,2,0,0,10,2,0,5,0.2,5,1,4,310,1172,211,72,2,25,133,18,14,10,38,27,11,5,281,1348,0.721,0.752,0.945,1.317,1.653,2.074,0.2645051194539249,0.3933447098976109,0.12883959044368604,0.3448017950635752,0.7381465049611862,0.07158199316751922,0.18249033775835996,0.3389419210722263,0.32386363636363635
35,20190508HHSK0,20190508,HH,SK,0,T,35,33,2,2,6,2,0,1,0,0,0,0,2,0,0,11,0,2,6,0.0,7,0,3,316,1205,214,74,2,26,135,18,14,10,38,27,11,5,292,1383,0.721,0.752,0.945,1.317,1.653,2.074,0.2622406639004149,0.39170124481327795,0.12946058091286305,0.34183673469387754,0.7335379795071555,0.08542264243510406,0.19811796336750126,0.33685341074020314,0.3218645948945616
36,20190509HHSK0,20190509,HH,SK,0,T,39,37,6,6,10,1,0,3,1,0,0,0,2,0,0,10,0,1,6,0.2,10,2,6,326,1242,220,75,2,29,137,18,14,10,38,28,11,5,302,1422,0.721,0.752,0.945,1.317,1.653,2.074,0.2624798711755233,0.3961352657004831,0.13365539452495973,0.3408929836995039,0.7370282493999869,0.21087444009480447,0.3597714669803394,0.3379216654904728,0.3210810810810811
37,20190510HHLG0,20190510,HH,LG,0,T,40,36,5,5,8,1,0,0,1,0,0,0,1,0,3,11,0,1,8,0.3,10,3,7,334,1278,227,76,2,29,138,21,14,10,38,29,11,5,313,1462,0.721,0.752,0.945,1.317,1.653,2.074,0.2613458528951487,0.39201877934272295,0.13067292644757433,0.3397656788421778,0.7317844581849008,0.10289308596563002,0.2237439085867921,0.33613177762525737,0.32105263157894737
38,20190511HHLG0,20190511,HH,LG,0,T,39,34,2,4,8,1,1,0,3,0,0,1,4,0,0,6,0,0,8,0.2,5,1,6,342,1312,233,77,3,29,142,21,15,10,38,32,11,5,319,1501,0.721,0.752,0.945,1.317,1.653,2.074,0.2606707317073171,0.3902439024390244,0.12957317073170732,0.3389261744966443,0.7291700769356687,0.14132576450155362,0.2863384305158797,0.33507219251336895,0.31971399387129723
39,20190512HHLG0,20190512,HH,LG,0,T,32,28,0,0,2,0,0,0,0,0,0,0,3,0,1,6,1,0,5,0.0,3,0,2,344,1340,235,77,3,29,145,22,15,10,39,32,11,5,325,1533,0.721,0.752,0.945,1.317,1.653,2.074,0.2567164179104477,0.3835820895522388,0.12686567164179108,0.33574244415243104,0.7193245337046699,0.014929589439469588,0.07460930935977149,0.3311996073298429,0.3146853146853147
40,20190514WOHH0,20190514,HH,WO,0,B,37,30,6,7,8,2,0,2,2,1,0,0,7,0,0,5,0,0,6,0.222222222,9,2,4,352,1370,239,79,3,31,152,22,15,11,39,34,11,5,330,1570,0.721,0.752,0.945,1.317,1.653,2.074,0.2569343065693431,0.3868613138686132,0.1299270072992701,0.3373957665169981,0.7242570803856112,0.23250993459176758,0.3736346832465132,0.3333431309904153,0.3134765625
41,20190515WOHH0,20190515,HH,WO,0,B,39,39,5,5,9,1,0,2,1,0,0,0,0,0,0,9,1,1,3,0.4,5,2,6,361,1409,245,80,3,33,152,22,15,11,40,35,11,5,339,1609,0.721,0.752,0.945,1.317,1.653,2.074,0.2562100780695529,0.3875088715400994,0.13129879347054652,0.33479349186483104,0.7223023634049304,0.11010256331999783,0.2441606452697026,0.332180174563591,0.311787072243346
42,20190516WOHH0,20190516,HH,WO,0,B,45,39,15,15,18,1,0,2,1,1,0,0,6,0,0,8,1,0,6,0.666666667,12,8,15,379,1448,260,81,3,35,158,22,15,12,41,36,11,5,347,1654,0.721,0.752,0.945,1.317,1.653,2.074,0.2617403314917127,0.3943370165745856,0.13259668508287292,0.3402312842361534,0.7345683008107391,0.43185340799934624,0.5398252394555537,0.3376488781079442,0.31822386679000925
43,20190517HTHH0,20190517,HH,HT,0,B,34,32,0,2,4,1,0,0,1,0,0,0,1,0,1,10,0,0,5,0.0,5,0,3,383,1480,263,82,3,35,159,23,15,12,41,37,11,5,357,1688,0.721,0.752,0.945,1.317,1.653,2.074,0.2587837837837838,0.3891891891891892,0.1304054054054054,0.33691115086463924,0.7261003400538284,0.03423002679569338,0.1114938665770459,0.3341699346405229,0.3155031731640979
44,20190518HTHH0,20190518,HH,HT,0,B,38,31,5,5,7,2,0,1,1,0,1,0,5,0,1,2,0,0,9,0.3,10,3,4,390,1511,267,84,3,36,164,24,15,12,41,38,12,5,359,1726,0.721,0.752,0.945,1.317,1.653,2.074,0.25810721376571805,0.3891462607544672,0.1310390469887492,0.3372228704784131,0.7263691312328804,0.1625611735500101,0.2998655688119644,0.33425508425334105,0.3129973474801061
45,20190519HTHH0,20190519,HH,HT,0,B,32,32,0,0,4,1,0,0,0,0,0,0,0,0,0,10,0,2,5,0.0,7,0,3,394,1543,270,85,3,36,164,24,15,12,41,38,12,5,369,1758,0.721,0.752,0.945,1.317,1.653,2.074,0.25534672715489304,0.3843162670123137,0.12896953985742066,0.3333333333333333,0.7176496003456471,0.019829152929601062,0.07536548479247185,0.33052196235025666,0.3104943625325238
46,20190521HHSS0,20190521,HH,SS,0,T,34,31,3,3,5,1,1,2,0,1,0,1,1,0,1,10,0,0,4,0.0,5,0,1,399,1574,271,86,4,38,165,25,16,13,41,38,12,5,379,1792,0.721,0.752,0.945,1.317,1.653,2.074,0.2534942820838628,0.3856416772554003,0.1321473951715375,0.3308988764044944,0.7165405536598947,0.0861077578676737,0.23626281297260965,0.32956966983771685,0.30775788576300084
47,20190522HHSS0,20190522,HH,SS,0,T,53,47,5,5,12,2,0,2,1,0,0,0,6,1,0,9,3,0,12,0.3,10,3,8,411,1621,279,88,4,40,171,25,16,13,44,39,12,6,388,1845,0.721,0.752,0.945,1.317,1.653,2.074,0.25354719309068474,0.3867982726711906,0.13325107958050586,0.3311511183851609,0.7179493910563515,0.2011284094968245,0.3483448159973114,0.33000978792822183,0.3068651778329198
48,20190523HHSS0,20190523,HH,SS,0,T,34,33,1,1,7,1,0,0,2,0,0,0,1,0,0,6,1,1,6,0.0,5,0,6,418,1654,285,89,4,40,172,25,16,13,45,41,12,6,394,1879,0.721,0.752,0.945,1.317,1.653,2.074,0.252720677146312,0.3839177750906893,0.13119709794437728,0.3294054633101232,0.7133232384008125,0.061955791957496203,0.16114938665770462,0.32813454351308063,0.3058252427184466
49,20190524HHOB0,20190524,HH,OB,0,T,41,37,3,4,9,1,0,0,4,0,0,0,4,0,0,3,0,0,10,0.083333333,12,1,8,427,1691,293,90,4,40,176,25,16,13,45,45,12,6,397,1920,0.721,0.752,0.945,1.317,1.653,2.074,0.25251330573625075,0.381431105854524,0.1289178001182732,0.3291404612159329,0.7105715670704569,0.1352955325136995,0.27012266845908256,0.3272502612330198,0.3047244094488189
50,20190525HHOB0,20190525,HH,OB,0,T,44,39,4,4,16,2,0,0,1,0,1,1,3,0,0,3,1,1,13,0.166666667,12,2,14,443,1730,307,92,4,40,179,25,17,13,46,46,13,6,400,1964,0.721,0.752,0.945,1.317,1.653,2.074,0.2560693641618497,0.3832369942196532,0.12716763005780346,0.3316248077908765,0.7148618020105297,0.2712064542975284,0.410015123508654,0.3291031664964249,0.3083397092578424
51,20190526HHOB0,20190526,HH,OB,0,T,38,32,1,1,7,0,1,0,2,1,1,0,3,0,2,7,0,0,10,0.125,8,1,6,450,1762,313,92,5,40,182,27,17,14,46,48,14,6,407,2002,0.721,0.752,0.945,1.317,1.653,2.074,0.25539160045402953,0.3813847900113507,0.1259931895573212,0.33148893360160964,0.7128737236129603,0.11155413890011506,0.23895143673332214,0.3283436873747495,0.3078078078078078
52,20190528HTHH0,20190528,HH,HT,0,B,34,28,2,2,9,1,0,0,0,1,1,1,4,0,0,5,1,1,8,0.14285714300000002,7,1,8,459,1790,321,93,5,40,186,27,18,15,47,48,15,6,412,2036,0.721,0.752,0.945,1.317,1.653,2.074,0.25642458100558657,0.3810055865921788,0.1245810055865922,0.33250865907966354,0.7135142456718423,0.12707195144006705,0.2614686607292892,0.32863793103448274,0.3089970501474926
53,20190529HTHH0,20190529,HH,HT,0,B,31,29,1,1,5,1,0,0,1,1,0,1,1,0,0,10,1,1,3,0.0,4,0,4,464,1819,325,94,5,40,187,27,19,16,48,49,15,6,422,2067,0.721,0.752,0.945,1.317,1.653,2.074,0.2550852116547553,0.3782297965915338,0.12314458493677848,0.3304093567251462,0.70863915331668,0.030181456432943368,0.1198958158292724,0.3265177098495876,0.3081395348837209
54,20190530HTHH0,20190530,HH,HT,0,B,36,32,1,2,7,0,0,0,0,1,1,0,2,0,1,7,1,0,7,0.1,10,1,7,471,1851,332,94,5,40,189,28,19,17,49,49,16,6,429,2103,0.721,0.752,0.945,1.317,1.653,2.074,0.2544570502431118,0.375472717450027,0.1210156672069152,0.3296597987541926,0.7051325162042197,0.05966078945122546,0.15703243152411356,0.3251130185979972,0.3076374018558173
55,20190531HHSK0,20190531,HH,SK,0,T,33,31,1,1,6,0,0,1,0,0,1,0,1,0,0,1,1,1,5,0.0,4,0,5,477,1882,337,94,5,41,190,28,19,17,50,49,17,6,430,2136,0.721,0.752,0.945,1.317,1.653,2.074,0.2534537725823592,0.3740701381509033,0.1206163655685441,0.32798489853704577,0.702055036687949,0.05749640315524819,0.1624096790455386,0.323606572769953,0.3048951048951049
56,20190601HHSK0,20190601,HH,SK,0,T,40,34,6,6,8,0,0,1,1,0,2,0,4,0,0,9,0,1,7,0.3,10,3,7,485,1916,344,94,5,42,194,28,19,17,50,50,19,6,439,2176,0.721,0.752,0.945,1.317,1.653,2.074,0.2531315240083507,0.3731732776617954,0.12004175365344473,0.3277700509967548,0.7009433286585502,0.13268243198562937,0.2655856158628802,0.3229746543778801,0.3046767537826685
57,20190602HHSK0,20190602,HH,SK,0,T,32,31,2,2,6,2,0,0,0,1,0,0,1,0,0,11,1,1,3,0.333333333,3,1,4,491,1947,348,96,5,42,195,28,19,18,51,50,19,6,450,2208,0.721,0.752,0.945,1.317,1.653,2.074,0.2521828454031844,0.3713405238828968,0.11915767847971245,0.3261763362265875,0.6975168601094843,0.041570965917059485,0.12292051756007395,0.3215213442325158,0.3046132971506106
58,20190604HHLT0,20190604,HH,LT,0,T,38,36,1,2,7,1,0,0,1,2,0,1,1,0,0,9,1,0,3,0.0,6,0,6,498,1983,354,97,5,42,196,28,20,20,52,51,19,6,459,2246,0.721,0.752,0.945,1.317,1.653,2.074,0.25113464447806355,0.3686333837619768,0.11749873928391324,0.3242029636281994,0.6928363473901762,0.03938442826302055,0.12989413543942194,0.3195080357142857,0.303595206391478
59,20190605HHLT0,20190605,HH,LT,0,T,41,35,5,6,9,1,0,0,1,0,0,1,5,2,0,11,0,1,8,0.444444444,9,4,8,507,2018,362,98,5,42,201,28,21,20,52,52,19,8,470,2287,0.721,0.752,0.945,1.317,1.653,2.074,0.2512388503468781,0.367195242814668,0.11595639246778988,0.32451499118165783,0.6917102339963258,0.13124841340315185,0.2745757015627626,0.3188845985081176,0.3045186640471513
60,20190606HHLT0,20190606,HH,LT,0,T,41,33,4,4,8,2,0,0,1,0,2,1,5,0,0,9,0,0,10,0.153846154,13,2,6,515,2051,368,100,5,42,206,28,22,20,52,53,21,8,479,2328,0.721,0.752,0.945,1.317,1.653,2.074,0.25109702584105315,0.3661628473915163,0.1150658215504632,0.3246640658864326,0.690826913277949,0.13798830074079613,0.27818853974121993,0.3183823275862068,0.30476804123711343
61,20190607LGHH0,20190607,HH,LG,0,B,31,30,3,3,6,2,0,0,1,0,1,0,0,0,0,6,0,0,4,0.28571428600000004,7,2,4,521,2081,372,102,5,42,206,28,22,20,52,54,22,8,485,2359,0.721,0.752,0.945,1.317,1.653,2.074,0.25036040365209034,0.3647284959154253,0.11436809226333496,0.32306375695335904,0.6877922528687843,0.056565342409909423,0.15232733994286676,0.31691237771161196,0.3039340101522843
62,20190608LGHH0,20190608,HH,LG,0,B,33,31,1,2,6,2,0,0,1,0,0,0,2,0,0,9,2,0,4,0.166666667,6,1,4,527,2112,376,104,5,42,208,28,22,20,54,55,22,8,494,2392,0.721,0.752,0.945,1.317,1.653,2.074,0.24952651515151514,0.3631628787878788,0.11363636363636365,0.32194092827004217,0.685103807057921,0.053101643176221174,0.14333725424298438,0.3158208892617449,0.3035043804755945
