,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,H1,CUM_HIT,CUM_AB,CUM_H1,CUM_H2,CUM_H3,CUM_HR,CUM_BB,CUM_HP,CUM_SF,CUM_CS,CUM_GD,CUM_SB,CUM_SH,CUM_IB,CUM_KK,CUM_PA,wBB,wHBP,w1B,w2B,w3B,wHR,AVG,SLG,IsoP,OBP,OPS,RC,XR,wOBA,BABIP
18,20160424HHOB0,20160424,HH,OB,0,T,35,31,1,1,4,1,0,1,0,0,0,0,2,0,2,9,0,2,7,0.0,4,0,2,173,663,130,31,2,10,60,12,2,4,20,6,16,4,156,753,0.747,0.774,0.944,1.273,1.569,1.898,0.2609351432880845,0.35897435897435903,0.0980392156862745,0.3324287652645861,0.6914031242389451,0.09362557139806654,0.2036712264702444,0.31431375166889186,0.32665330661322645
19,20160426HTHH0,20160426,HH,HT,0,B,36,27,3,4,6,1,0,1,0,0,2,0,7,0,0,5,1,0,8,0.125,8,1,4,179,690,134,32,2,11,67,12,2,4,21,6,18,4,161,789,0.747,0.774,0.944,1.273,1.569,1.898,0.2594202898550725,0.3594202898550725,0.09999999999999998,0.3346303501945525,0.6940506400496249,0.20122107799822014,0.3382438910323865,0.3154101910828026,0.3230769230769231
20,20160428HTHH0,20160428,HH,HT,0,B,46,38,3,3,9,2,0,0,2,0,2,1,5,1,0,7,0,3,11,0.28571428600000004,7,2,7,188,728,141,34,2,11,72,12,3,4,21,8,20,5,168,835,0.747,0.774,0.944,1.273,1.569,1.898,0.2582417582417583,0.3557692307692308,0.09752747252747253,0.3337423312883436,0.6895115620575744,0.2094097995060141,0.3601075645972175,0.3129385542168675,0.32065217391304346
21,20160429SSHH0,20160429,HH,SS,0,B,41,38,10,10,15,1,0,3,0,0,0,0,2,0,1,6,1,0,7,0.5,10,5,11,203,766,152,35,2,14,74,13,3,4,22,8,20,5,174,876,0.747,0.774,0.944,1.273,1.569,1.898,0.2650130548302872,0.370757180156658,0.1057441253263708,0.338785046728972,0.7095422268856301,0.5114791734711962,0.6160411551502397,0.3207324913892079,0.3253012048192771
22,20160430SSHH0,20160430,HH,SS,0,B,36,31,2,3,7,1,0,0,0,1,0,1,2,0,2,7,0,4,6,0.4,5,2,6,210,797,158,36,2,14,76,15,4,5,22,8,20,5,181,912,0.747,0.774,0.944,1.273,1.569,1.898,0.26348808030112925,0.3663739021329988,0.1028858218318695,0.3374439461883408,0.7038178483213395,0.12218048537696408,0.25605050859347606,0.31900441014332964,0.3234323432343234
23,20160501SSHH0,20160501,HH,SS,0,B,37,28,9,9,8,4,0,1,1,0,1,2,6,1,0,8,1,0,4,0.363636364,11,4,3,218,825,161,40,2,15,82,15,6,5,23,9,21,6,189,949,0.747,0.774,0.944,1.273,1.569,1.898,0.2642424242424242,0.3721212121212121,0.10787878787878792,0.3394396551724138,0.7115608672936259,0.3064319706728798,0.465450719045949,0.321202545068929,0.3237639553429027
24,20160503HHSK0,20160503,HH,SK,0,T,41,28,7,7,5,2,0,1,2,0,2,0,10,1,1,6,1,0,7,0.2,10,2,2,223,853,163,42,2,16,92,16,6,5,24,11,23,7,195,990,0.747,0.774,0.944,1.273,1.569,1.898,0.26143024618991795,0.3716295427901524,0.11019929660023448,0.3422957600827301,0.7139253028728825,0.25375284157294414,0.4061732725359524,0.3222004069175992,0.3194444444444444
25,20160504HHSK0,20160504,HH,SK,0,T,39,32,1,1,7,1,0,1,0,1,0,0,6,0,1,6,1,0,11,0.0,7,0,5,230,885,168,43,2,17,98,17,6,6,25,11,23,7,201,1029,0.747,0.774,0.944,1.273,1.569,1.898,0.2598870056497175,0.3706214689265537,0.11073446327683616,0.3429423459244533,0.7135638148510071,0.18464591285096243,0.32257687361159837,0.32276908023483364,0.3164933135215453
26,20160505HHSK0,20160505,HH,SK,0,T,42,39,6,6,13,0,0,3,1,0,0,0,3,0,0,7,1,4,9,0.25,8,2,10,243,924,178,43,2,20,101,17,6,6,26,12,23,7,208,1071,0.747,0.774,0.944,1.273,1.569,1.898,0.262987012987013,0.3787878787878788,0.1158008658008658,0.34446564885496184,0.7232535276428407,0.3967380908280867,0.5389921664912897,0.3263580827067669,0.3176638176638177
27,20160506HHKT0,20160506,HH,KT,0,T,39,37,3,3,10,4,0,0,0,0,0,1,1,0,0,9,0,1,9,0.181818182,11,2,6,253,961,184,47,2,20,102,17,7,6,26,12,23,7,217,1110,0.747,0.774,0.944,1.273,1.569,1.898,0.263267429760666,0.3787721123829345,0.11550468262226847,0.3422263109475621,0.7209984233304966,0.1955055038095106,0.3246813983397639,0.3252475067996373,0.31874145006839943
28,20160507HHKT0,20160507,HH,KT,0,T,44,37,9,10,12,2,0,2,3,0,0,0,7,0,0,6,2,1,7,0.333333333,9,3,8,265,998,192,49,2,22,109,17,7,6,28,15,23,7,223,1154,0.747,0.774,0.944,1.273,1.569,1.898,0.2655310621242485,0.3847695390781563,0.11923847695390782,0.3457117595048629,0.7304812985830192,0.4312283214691846,0.5651818075529056,0.3294428945074106,0.31973684210526315
29,20160508HHKT0,20160508,HH,KT,0,T,36,30,4,4,4,0,0,1,0,0,0,0,5,0,1,9,1,1,5,0.4,5,2,3,269,1028,195,49,2,23,114,18,7,6,29,15,23,7,232,1190,0.747,0.774,0.944,1.273,1.569,1.898,0.2616731517509728,0.3803501945525292,0.1186770428015564,0.34361610968294776,0.7239663042354769,0.09719762776370602,0.21419385011107223,0.3272273879966188,0.3153846153846154
30,20160511NCHH0,20160511,HH,NC,0,B,40,36,5,6,13,4,0,0,0,0,1,0,3,0,0,7,1,3,10,0.333333333,12,4,9,282,1064,204,53,2,23,117,18,7,6,30,15,24,7,239,1230,0.747,0.774,0.944,1.273,1.569,1.898,0.2650375939849624,0.3834586466165413,0.11842105263157893,0.3457711442786069,0.7292297908951483,0.32604114192480527,0.4331813398807438,0.3294677023712183,0.3201483312731768
31,20160512NCHH0,20160512,HH,NC,0,B,36,33,1,1,6,1,1,0,0,0,0,0,3,0,0,10,0,0,8,0.0,9,0,4,288,1097,208,54,3,23,120,18,7,6,30,15,24,7,249,1266,0.747,0.774,0.944,1.273,1.569,1.898,0.2625341841385597,0.3801276207839562,0.11759343664539652,0.34299516908212563,0.7231227898660819,0.11197735710603217,0.21840289956740327,0.3270833995234313,0.31850961538461536
32,20160513HHHT0,20160513,HH,HT,0,T,36,32,2,2,6,1,0,0,0,1,0,0,4,0,0,6,0,1,7,0.333333333,3,1,5,294,1129,213,55,3,23,124,18,7,7,30,15,24,7,255,1302,0.747,0.774,0.944,1.273,1.569,1.898,0.2604074402125775,0.3755535872453499,0.11514614703277234,0.3411580594679186,0.7167116467132685,0.09089807099484569,0.19513620951712857,0.3249258687258687,0.3158508158508159
33,20160514HHHT0,20160514,HH,HT,0,T,30,30,0,0,5,0,0,0,0,0,0,0,0,0,0,6,2,1,3,0.0,0,0,5,299,1159,218,55,3,23,124,18,7,7,32,15,24,7,261,1332,0.747,0.774,0.944,1.273,1.569,1.898,0.2579810181190681,0.3701466781708369,0.11216566005176876,0.3371559633027523,0.7073026414735892,0.017726296218083408,0.054249970770489916,0.3211313207547169,0.3129251700680272
34,20160515HHHT0,20160515,HH,HT,0,T,47,42,7,7,18,2,0,0,3,1,0,0,5,0,0,7,2,0,13,0.28571428600000004,21,6,16,317,1201,234,57,3,23,129,18,7,8,34,18,24,7,268,1379,0.747,0.774,0.944,1.273,1.569,1.898,0.2639467110741049,0.3738551207327228,0.10990840965861788,0.3424354243542436,0.7162905450869663,0.4648814141648468,0.5769905296387234,0.32571720116618075,0.32061068702290074
35,20160517HHSS0,20160517,HH,SS,0,T,40,36,3,4,9,0,0,2,1,0,2,0,2,0,0,11,1,0,6,0.0,9,0,7,326,1237,241,57,3,25,131,18,7,8,35,19,26,7,279,1419,0.747,0.774,0.944,1.273,1.569,1.898,0.2635408245755861,0.37510105092966856,0.11156022635408247,0.34099066762383345,0.7160917185535021,0.20041344251503293,0.3447913012977903,0.32491643059490083,0.3202127659574468
36,20160518HHSS0,20160518,HH,SS,0,T,35,32,2,2,6,0,0,0,0,0,0,0,2,0,1,5,0,0,6,0.333333333,6,2,6,332,1269,247,57,3,25,133,19,7,8,35,19,26,7,284,1454,0.747,0.774,0.944,1.273,1.569,1.898,0.2616233254531127,0.3703703703703704,0.10874704491725767,0.3389355742296919,0.7093059446000622,0.07798051832375408,0.18157371682450607,0.3225390463026952,0.3174767321613237
37,20160519HHSS0,20160519,HH,SS,0,T,44,37,9,9,10,0,1,4,1,0,0,0,7,0,0,5,0,1,8,0.333333333,9,3,5,342,1306,252,57,4,29,140,19,7,8,35,20,26,7,289,1498,0.747,0.774,0.944,1.273,1.569,1.898,0.2618683001531393,0.3782542113323124,0.11638591117917307,0.34035326086956524,0.7186074722018776,0.4866467998973405,0.634631123582369,0.3258376928236083,0.314572864321608
38,20160520KTHH0,20160520,HH,KT,0,B,41,34,11,11,12,1,1,2,1,0,1,0,6,0,0,6,1,0,6,0.363636364,11,4,8,354,1340,260,58,5,31,146,19,7,8,36,21,27,7,295,1539,0.747,0.774,0.944,1.273,1.569,1.898,0.26417910447761195,0.3843283582089552,0.12014925373134328,0.34325396825396826,0.7275823264629235,0.46767775248546184,0.5827195136209519,0.3293054830287207,0.31635651322233105
39,20160521KTHH0,20160521,HH,KT,0,B,58,47,8,8,15,2,1,1,0,0,2,0,6,1,3,7,1,0,14,0.3125,16,5,11,369,1387,271,60,6,32,152,22,7,8,37,21,29,8,302,1597,0.747,0.774,0.944,1.273,1.569,1.898,0.2660418168709445,0.3871665465032444,0.12112472963229992,0.34630102040816324,0.7334675669114077,0.476207035273759,0.6214193850111074,0.3316236626809314,0.3179245283018868
40,20160522KTHH0,20160522,HH,KT,0,B,41,40,7,7,11,3,0,3,1,0,0,0,1,0,0,5,1,0,7,0.2,10,2,5,380,1427,276,63,6,35,153,22,7,8,38,22,29,8,307,1638,0.747,0.774,0.944,1.273,1.569,1.898,0.2662929222144359,0.39243167484232655,0.12613875262789065,0.3449347420758235,0.7373664169181501,0.3026600946865352,0.46451537472231985,0.33247239263803685,0.3159340659340659
41,20160524HHWO0,20160524,HH,WO,0,T,36,32,1,1,5,1,0,0,0,1,0,0,4,0,0,8,0,0,8,0.14285714300000002,7,1,4,385,1459,280,64,6,35,157,22,7,9,38,22,29,8,315,1674,0.747,0.774,0.944,1.273,1.569,1.898,0.26387936943111723,0.3879369431117203,0.1240575736806031,0.3428571428571429,0.7307940859688632,0.06930728241097396,0.15971004325967503,0.3301122448979591,0.31362007168458783
42,20160525HHWO0,20160525,HH,WO,0,T,42,37,8,8,14,3,0,2,0,0,1,1,3,0,0,5,1,1,7,0.222222222,9,2,9,399,1496,289,67,6,37,160,22,8,9,39,22,30,8,320,1716,0.747,0.774,0.944,1.273,1.569,1.898,0.2667112299465241,0.39371657754010697,0.1270053475935829,0.3446026097271649,0.7383191872672719,0.45168037898433744,0.5820180053782299,0.3327394613583138,0.3156059285091543
43,20160526HHWO0,20160526,HH,WO,0,T,44,38,5,7,13,2,0,0,0,1,0,0,5,0,1,5,1,0,10,0.333333333,12,4,11,412,1534,300,69,6,37,165,23,8,10,40,22,30,8,325,1760,0.747,0.774,0.944,1.273,1.569,1.898,0.2685788787483703,0.39374185136897,0.12516297262059972,0.3468208092485549,0.7405626606175248,0.30354115157728484,0.43645504501344573,0.3343367579908676,0.3177966101694915
44,20160527LTHH0,20160527,HH,LT,0,B,47,39,11,11,16,4,0,0,2,0,1,0,5,1,2,9,0,0,12,0.368421053,19,7,12,428,1573,312,73,6,37,170,25,8,10,40,24,31,9,334,1807,0.747,0.774,0.944,1.273,1.569,1.898,0.27209154481881753,0.39669421487603307,0.12460267005721555,0.3507882882882883,0.7474825031643213,0.5417545651773225,0.636852566350988,0.3374382647385984,0.3231404958677686
45,20160528LTHH0,20160528,HH,LT,0,B,39,36,8,9,12,5,0,1,0,0,1,0,2,1,0,6,0,2,6,0.375,16,6,6,440,1609,318,78,6,38,172,25,8,10,40,24,32,10,340,1846,0.747,0.774,0.944,1.273,1.569,1.898,0.27346177750155376,0.4002486016159105,0.12678682411435674,0.3511576626240353,0.7514062642399458,0.35497002367450753,0.46346311235823695,0.33844662309368195,0.324455205811138
46,20160529LTHH0,20160529,HH,LT,0,B,36,32,9,9,10,2,0,2,1,0,0,0,3,0,1,6,1,0,3,0.8,5,4,6,450,1641,324,80,6,40,175,26,8,10,41,25,32,10,346,1882,0.747,0.774,0.944,1.273,1.569,1.898,0.2742230347349177,0.4034125533211456,0.1291895185862279,0.3518918918918919,0.7553044452130375,0.33577314949721127,0.46346311235823706,0.3399620726495726,0.3246239113222486
47,20160531SKHH0,20160531,HH,SK,0,B,40,35,8,8,14,3,0,1,0,0,0,1,3,0,1,5,2,0,8,0.444444444,9,4,10,464,1676,334,83,6,41,178,27,9,10,43,25,32,10,351,1922,0.747,0.774,0.944,1.273,1.569,1.898,0.27684964200477324,0.40692124105011934,0.1300715990453461,0.35396825396825393,0.7608894950183733,0.41140013614286264,0.5334970185899685,0.3423540794979079,0.3271461716937355
48,20160601SKHH0,20160601,HH,SK,0,B,35,35,2,2,10,3,0,0,0,1,0,0,0,0,0,8,0,1,6,0.333333333,6,2,7,474,1711,341,86,6,41,178,27,9,11,43,25,32,10,359,1957,0.747,0.774,0.944,1.273,1.569,1.898,0.277030976037405,0.4061952074810053,0.12916423144360026,0.3527272727272727,0.7589224802082779,0.15548583435030383,0.26259791885888,0.34155521314843346,0.32803030303030295
49,20160602SKHH0,20160602,HH,SK,0,B,37,33,4,4,10,1,0,1,1,1,0,0,4,0,0,3,2,0,9,0.111111111,9,1,8,484,1744,349,87,6,42,182,27,9,12,45,26,32,10,362,1994,0.747,0.774,0.944,1.273,1.569,1.898,0.2775229357798165,0.4065366972477064,0.1290137614678899,0.3532110091743119,0.7597477064220184,0.21766191707758817,0.3514556296036479,0.34209627016129035,0.32765011119347665
50,20160603HHSS0,20160603,HH,SS,0,T,50,45,4,4,9,0,0,1,3,1,0,0,4,0,1,13,0,2,10,0.25,12,3,8,493,1789,357,87,6,43,186,28,9,13,45,29,32,10,375,2044,0.747,0.774,0.944,1.273,1.569,1.898,0.2755729457797652,0.40301844605925097,0.12744550027948576,0.3513916500994036,0.7544100961586546,0.18072005889299572,0.32047234888343273,0.3401823992133727,0.32608695652173914
51,20160604HHSS0,20160604,HH,SS,0,T,41,37,8,8,12,4,0,1,0,0,1,0,2,0,1,9,0,1,6,0.4,10,4,7,505,1826,364,91,6,44,188,29,9,13,45,29,33,10,384,2085,0.747,0.774,0.944,1.273,1.569,1.898,0.27656078860898137,0.4052573932092005,0.1286966046002191,0.35185185185185186,0.7571092450610524,0.35338748240126033,0.46907517830001194,0.3411069879518072,0.3276474769012083
52,20160605HHSS0,20160605,HH,SS,0,T,49,40,6,6,10,2,0,0,1,0,2,0,5,0,2,5,1,0,13,0.28571428600000004,14,4,8,515,1866,372,93,6,44,193,31,9,13,46,30,35,10,389,2134,0.747,0.774,0.944,1.273,1.569,1.898,0.2759914255091104,0.4030010718113612,0.1270096463022508,0.3520724154359219,0.7550734872472831,0.2368559333992563,0.37624225417982005,0.34047928436911484,0.32662968099861306
53,20160607HTHH0,20160607,HH,HT,0,B,36,29,5,5,8,0,0,2,0,1,0,1,6,0,0,6,1,0,7,0.28571428600000004,7,2,6,523,1895,378,93,6,46,199,31,10,14,47,30,35,10,395,2170,0.747,0.774,0.944,1.273,1.569,1.898,0.27598944591029023,0.404221635883905,0.1282321899736148,0.3526932084309133,0.7569148443148184,0.25323280311547713,0.41669589617678027,0.3412592592592593,0.32581967213114754
54,20160608HTHH0,20160608,HH,HT,0,B,40,36,5,5,12,1,0,1,2,0,0,0,4,0,0,10,0,1,11,0.2,15,3,10,535,1931,388,94,6,47,203,31,10,14,47,32,35,10,405,2210,0.747,0.774,0.944,1.273,1.569,1.898,0.27705851890212324,0.4049715173485241,0.12791299844640086,0.3535632183908046,0.7585347357393287,0.34394642058706587,0.4738688179586111,0.34214500000000003,0.3277367360644728
55,20160609HTHH0,20160609,HH,HT,0,B,34,31,1,1,5,0,0,1,0,0,1,0,2,0,0,10,2,2,6,0.0,5,0,4,540,1962,392,94,6,48,205,31,10,14,49,32,36,10,415,2244,0.747,0.774,0.944,1.273,1.569,1.898,0.27522935779816515,0.4026503567787971,0.12742099898063194,0.35144927536231885,0.754099632141116,0.0579180384990475,0.14415994387934064,0.3401463742166518,0.3260437375745527
56,20160610LGHH0,20160610,HH,LG,0,B,37,36,2,2,9,1,0,1,0,0,0,0,0,0,1,9,1,0,7,0.2,5,1,7,549,1998,399,95,6,49,205,32,10,14,50,32,36,10,424,2281,0.747,0.774,0.944,1.273,1.569,1.898,0.2747747747747748,0.4019019019019019,0.1271271271271271,0.35011135857461023,0.7520132604765122,0.14979434290662302,0.26856073892201576,0.3392514310876265,0.3257328990228013
57,20160611LGHH0,20160611,HH,LG,0,B,41,33,3,3,8,0,0,0,0,0,2,0,6,2,0,5,1,0,11,0.222222222,9,2,8,557,2031,407,95,6,49,211,32,10,14,51,32,38,12,429,2322,0.747,0.774,0.944,1.273,1.569,1.898,0.2742491383554899,0.3993106843919252,0.12506154603643527,0.3502626970227671,0.7495733814146923,0.14837413960078896,0.2774465099964925,0.3380865800865801,0.32501599488163785
58,20160612LGHH0,20160612,HH,LG,0,B,42,34,6,6,11,0,0,2,0,0,0,1,6,1,1,6,1,0,10,0.3,10,3,9,568,2065,416,95,6,51,217,33,11,14,52,32,38,13,435,2364,0.747,0.774,0.944,1.273,1.569,1.898,0.2750605326876513,0.4009685230024213,0.12590799031476996,0.35167669819432507,0.7526452211967463,0.3677324393319055,0.5271834444054718,0.3393368779242875,0.3251572327044025
59,20160614HHKT0,20160614,HH,KT,0,T,39,34,3,3,7,0,0,2,0,1,0,0,4,0,1,9,0,1,9,0.0,8,0,5,575,2099,421,95,6,53,221,34,11,15,52,32,38,13,444,2403,0.747,0.774,0.944,1.273,1.569,1.898,0.2739399714149595,0.4006669842782277,0.1267270128632682,0.3509513742071881,0.7516183584854159,0.1889450186537744,0.3346194317783235,0.33893682008368203,0.3236205827650341
60,20160616HHKT0,20160616,HH,KT,0,T,38,37,4,4,12,0,1,1,0,0,0,0,0,0,1,4,2,1,7,0.222222222,9,2,10,587,2136,431,95,7,54,221,35,11,15,54,32,38,13,448,2441,0.747,0.774,0.944,1.273,1.569,1.898,0.274812734082397,0.40168539325842695,0.12687265917602994,0.35081148564294634,0.7524968789013733,0.23560934672971823,0.36618730270080685,0.33926688632619434,0.32401215805471123
61,20160617WOHH0,20160617,HH,WO,0,B,37,30,8,8,11,1,0,3,1,2,2,1,4,0,0,7,0,0,5,0.428571429,7,3,7,598,2166,438,96,7,57,225,35,12,17,54,33,40,13,455,2478,0.747,0.774,0.944,1.273,1.569,1.898,0.2760849492151431,0.40581717451523547,0.12973222530009235,0.35192780968006565,0.7577449841953011,0.40416022973574,0.5606220039752133,0.34089371196754564,0.3247298919567827
62,20160618WOHH0,20160618,HH,WO,0,B,41,37,6,6,11,2,1,1,0,0,0,1,3,0,0,6,1,1,8,0.3,10,3,7,609,2203,445,98,8,58,228,35,13,17,55,33,40,13,461,2519,0.747,0.774,0.944,1.273,1.569,1.898,0.2764412165229233,0.4071720381298229,0.13073082160689964,0.3517547398144413,0.7589267779442643,0.29003734303711154,0.43949491406524044,0.34124700718276146,0.3246906305244549
