,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,H1,CUM_HIT,CUM_AB,CUM_H1,CUM_H2,CUM_H3,CUM_HR,CUM_BB,CUM_HP,CUM_SF,CUM_CS,CUM_GD,CUM_SB,CUM_SH,CUM_IB,CUM_KK,CUM_PA,wBB,wHBP,w1B,w2B,w3B,wHR,AVG,SLG,IsoP,OBP,OPS,RC,XR,wOBA,BABIP
22,20170427HHLT0,20170427,HH,LT,0,T,38,36,5,6,11,1,0,0,1,0,0,1,0,0,1,6,1,0,5,0.5555555560000001,9,5,10,222,813,169,35,5,13,66,11,5,6,19,9,15,2,165,910,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2730627306273063,0.3763837638376384,0.10332103321033208,0.3340782122905028,0.7104619761281412,0.15413842172820064,0.2938757363565633,0.3173337004405287,0.3265625
23,20170428WOHH0,20170428,HH,WO,0,B,34,33,2,2,6,2,0,1,0,0,0,0,0,0,1,10,0,0,5,0.0,3,0,3,228,846,172,37,5,14,66,12,5,6,19,9,15,2,175,944,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2695035460992908,0.3747044917257683,0.10520094562647753,0.3293864370290635,0.7040909287548318,0.09038006403673632,0.197621429365344,0.3143259023354565,0.32326283987915405
24,20170429WOHH0,20170429,HH,WO,0,B,37,35,3,3,9,2,0,0,1,0,0,0,2,0,0,9,0,3,7,0.25,8,2,7,237,881,179,39,5,14,68,12,5,6,19,10,15,2,184,981,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2690124858115778,0.3723041997729852,0.10329171396140746,0.3281573498964803,0.7004615496694655,0.14287740984590264,0.2630876958986328,0.31313381001021456,0.3241279069767442
25,20170430WOHH0,20170430,HH,WO,0,B,39,37,3,4,12,3,0,1,0,1,0,0,1,0,1,5,1,0,8,0.181818182,11,2,8,249,918,187,42,5,15,69,13,5,7,20,10,15,2,189,1020,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.27124183006535946,0.3769063180827887,0.10566448801742924,0.3293532338308457,0.7062595519136344,0.23107900633336456,0.3693453373346671,0.31545776031434186,0.325452016689847
26,20170502HHSK0,20170502,HH,SK,0,T,44,37,6,6,13,1,0,0,5,0,2,0,4,0,1,6,0,0,11,0.333333333,18,6,12,262,955,199,43,5,15,73,14,5,7,20,15,17,2,195,1064,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2743455497382199,0.3769633507853403,0.10261780104712044,0.3333333333333333,0.7102966841186736,0.3163968089044673,0.4744914971657219,0.3175018832391714,0.3293333333333333
27,20170503HHSK0,20170503,HH,SK,0,T,46,40,9,9,12,2,0,3,0,0,1,0,4,0,1,7,0,1,7,0.7142857140000001,7,5,7,274,995,206,45,5,18,77,15,5,7,20,15,18,2,202,1110,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.27537688442211056,0.3849246231155779,0.10954773869346733,0.33516483516483514,0.720089458280413,0.3756873239622453,0.5429587640324552,0.32090703971119144,0.3282051282051282
28,20170504HHSK0,20170504,HH,SK,0,T,41,35,1,2,10,2,0,0,1,1,0,0,5,0,1,8,1,0,12,0.076923077,13,1,8,284,1030,214,47,5,18,82,16,5,8,21,16,18,2,210,1151,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2757281553398058,0.383495145631068,0.10776699029126212,0.3371579876434245,0.7206531332744925,0.19400620675990107,0.33355562965432917,0.32192776327241085,0.32961586121437425
29,20170505KTHH0,20170505,HH,KT,0,B,45,39,12,13,18,5,0,1,0,0,1,1,3,0,1,4,1,0,8,0.466666667,15,7,12,302,1069,226,52,5,19,85,17,6,8,22,16,19,2,214,1196,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2825070159027128,0.3938260056127222,0.11131898971000936,0.3432455395072217,0.7370715451199439,0.5393280267706655,0.6593308880738025,0.3284380234505863,0.336104513064133
30,20170506KTHH0,20170506,HH,KT,0,B,36,35,5,5,14,0,0,3,0,1,0,0,1,0,0,5,2,0,7,0.25,4,1,11,316,1104,237,52,5,22,86,17,6,9,24,16,19,2,219,1232,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.286231884057971,0.4021739130434783,0.11594202898550725,0.3454245671887881,0.7475984802322664,0.31661123618851555,0.47326886740024454,0.33234390243902445,0.3383199079401611
31,20170507KTHH0,20170507,HH,KT,0,B,32,30,0,0,4,0,0,0,2,0,0,0,1,0,1,9,1,0,5,0.0,4,0,4,320,1134,241,52,5,22,87,18,6,9,25,18,19,2,228,1264,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2821869488536155,0.3950617283950617,0.1128747795414462,0.3413654618473896,0.7364271902424513,0.0300465144413141,0.08914082471935089,0.32803090332805074,0.3348314606741573
32,20170510LTHH0,20170510,HH,LT,0,B,34,30,1,1,5,0,0,0,1,0,1,0,3,0,0,8,1,0,6,0.0,5,0,5,325,1164,246,52,5,22,90,18,6,9,26,19,20,2,236,1298,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2792096219931272,0.3891752577319588,0.1099656357388316,0.33881064162754304,0.7279858993595019,0.052330721543443114,0.13348894075803047,0.3246867283950617,0.3322368421052632
33,20170511LTHH0,20170511,HH,LT,0,B,35,27,2,2,5,1,0,0,0,0,1,0,6,0,1,3,0,0,9,0.28571428600000004,7,2,4,330,1191,250,53,5,22,96,19,6,9,26,19,21,2,239,1333,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2770780856423174,0.3853904282115869,0.10831234256926953,0.3391768292682927,0.7245672574798796,0.11290675787064945,0.249083027675892,0.3237302779864764,0.32905982905982906
34,20170512HHLG0,20170512,HH,LG,0,T,41,37,5,5,9,3,0,0,0,0,0,0,3,1,1,8,0,0,9,0.307692308,13,4,6,339,1228,256,56,5,22,99,20,6,9,26,19,21,3,247,1374,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2760586319218241,0.3835504885993485,0.10749185667752442,0.3385070214338507,0.7220575100331992,0.16255461571630342,0.28854062465266206,0.32271043034281555,0.32849740932642485
35,20170513HHLG0,20170513,HH,LG,0,T,44,40,10,10,13,2,0,3,0,0,1,0,1,0,2,5,1,1,7,0.4,10,4,8,352,1268,264,58,5,25,100,22,6,9,27,19,22,3,252,1418,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.27760252365930604,0.3903785488958991,0.11277602523659308,0.3395415472779369,0.729920096173836,0.3528935939864424,0.5182838724019116,0.3253095406360424,0.3279839518555667
36,20170514HHLG0,20170514,HH,LG,0,T,35,33,1,1,9,1,0,0,0,1,1,1,0,0,0,5,0,0,7,0.0,8,0,8,361,1301,272,59,5,25,100,22,7,10,27,19,23,3,257,1453,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.27747886241352804,0.388162951575711,0.11068408916218296,0.3377622377622377,0.7259251893379488,0.09892105360284435,0.21985106146493275,0.32344,0.32748538011695905
37,20170516HHWO0,20170516,HH,WO,0,T,30,29,1,1,4,0,0,0,0,0,1,0,0,0,0,9,1,0,2,0.5,2,1,4,365,1330,276,59,5,25,100,22,7,10,28,19,24,3,266,1483,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2744360902255639,0.3827067669172932,0.1082706766917293,0.33379026730637423,0.7164970342236674,0.012699662496052887,0.03856841169278649,0.3193891891891892,0.32504780114722753
38,20170517HHWO0,20170517,HH,WO,0,T,43,38,7,8,12,3,1,0,1,0,0,0,2,0,3,2,1,1,8,0.307692308,13,4,8,377,1368,284,62,6,25,102,25,7,10,29,20,24,3,268,1526,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.27558479532163743,0.3845029239766082,0.10891812865497076,0.3355525965379494,0.7200555205145576,0.2853705595733234,0.42792041791708346,0.3211891004596192,0.32532347504621073
39,20170518HHWO0,20170518,HH,WO,0,T,42,35,6,6,9,1,0,1,0,1,1,0,6,0,0,7,0,0,9,0.6,5,3,7,386,1403,291,63,6,26,108,25,7,11,29,20,25,3,275,1568,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2751247327156094,0.3841767640769779,0.10905203136136854,0.33635774465327284,0.7205345087302508,0.20311613607874818,0.35400689118595086,0.3215258785942492,0.3246167718665464
40,20170519SSHH0,20170519,HH,SS,0,B,39,32,1,2,8,3,0,0,0,1,2,0,2,1,3,10,2,0,10,0.076923077,13,1,5,394,1435,296,66,6,26,110,28,7,12,31,20,27,4,285,1607,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2745644599303136,0.3832752613240418,0.10871080139372824,0.3367088607594937,0.7199841220835355,0.13348645457450492,0.24430365677448043,0.3210205864004991,0.3253757736516357
41,20170520SSHH0,20170520,HH,SS,0,B,52,41,8,8,14,2,0,2,1,0,1,0,9,0,1,7,1,0,17,0.2,15,3,10,408,1476,306,68,6,28,119,29,7,12,32,21,28,4,292,1659,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2764227642276423,0.3875338753387534,0.1111111111111111,0.3408951563458001,0.7284290316845535,0.4659350979184154,0.6352117372457485,0.3247697885196375,0.32674118658641443
42,20170521SSHH0,20170521,HH,SS,0,B,45,39,6,7,14,5,0,2,0,1,0,0,3,0,3,11,1,1,11,0.272727273,11,3,7,422,1515,313,73,6,30,122,32,7,13,33,21,28,4,303,1704,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2785478547854785,0.3940594059405941,0.11551155115511552,0.3436754176610978,0.7377348236016918,0.43610020955591366,0.5745248416138714,0.3285482352941177,0.3296888141295206
43,20170523HTHH0,20170523,HH,HT,0,B,44,40,8,8,15,3,1,2,0,0,0,1,2,0,1,6,1,0,9,0.384615385,13,5,9,437,1555,322,76,7,32,124,33,8,13,34,21,28,4,309,1748,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2810289389067524,0.4006430868167203,0.11961414790996787,0.3453488372093023,0.7459919240260227,0.4329254244150348,0.5917528064910526,0.33155045871559635,0.3314238952536825
44,20170524HTHH0,20170524,HH,HT,0,B,37,33,3,3,6,0,0,1,0,0,0,0,2,0,2,3,0,0,7,0.111111111,9,1,5,443,1588,327,76,7,33,126,35,8,13,34,21,28,4,312,1785,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2789672544080605,0.3979848866498741,0.1190176322418136,0.3437677859988617,0.7417526726487358,0.10683317201285288,0.23296654440369013,0.32999887703537345,0.32773780975219824
45,20170525HTHH0,20170525,HH,HT,0,B,38,33,3,4,6,0,0,1,1,0,0,0,4,0,0,10,0,1,7,0.25,4,1,5,449,1621,332,76,7,34,130,35,8,13,34,22,28,4,322,1823,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2769895126465145,0.3954349167180752,0.11844540407156072,0.34225195094760313,0.7376868676656784,0.11268304831534534,0.23985773035456262,0.3282990654205607,0.3260015710919089
46,20170526HHNC0,20170526,HH,NC,0,T,43,41,2,3,15,0,0,0,0,0,1,0,1,0,0,10,0,2,13,0.272727273,11,3,15,464,1662,347,76,7,34,131,35,8,13,34,22,29,4,332,1866,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2791817087845969,0.394705174488568,0.11552346570397115,0.3431372549019608,0.7378424293905288,0.23828690400950567,0.37823719017450264,0.3285762620837809,0.32975460122699385
47,20170527HHNC0,20170527,HH,NC,0,T,42,34,4,6,11,2,0,0,0,1,1,1,6,0,0,8,0,0,9,0.307692308,13,4,9,475,1696,356,78,7,34,137,35,9,14,34,22,30,4,340,1908,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2800707547169811,0.3944575471698113,0.11438679245283018,0.34469898774640384,0.7391565349162151,0.24125175826023482,0.40469045237301327,0.3293266806722689,0.3313298271975958
48,20170528HHNC0,20170528,HH,NC,0,T,44,39,8,8,12,2,0,1,2,0,1,0,3,0,1,8,0,0,9,0.454545455,11,5,9,487,1735,365,80,7,35,140,36,9,14,34,24,31,4,348,1952,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2806916426512968,0.3953890489913545,0.11469740634005765,0.3453125,0.7407015489913544,0.2905520144918296,0.44414804934978314,0.3299486652977412,0.3321087435709037
49,20170530OBHH0,20170530,HH,OB,0,B,38,33,5,5,12,2,0,0,1,0,0,0,4,1,1,6,2,0,9,0.230769231,13,3,10,499,1768,375,82,7,35,144,37,9,14,36,25,31,5,354,1990,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2822398190045249,0.3959276018099547,0.11368778280542985,0.3472931562819203,0.743220758091875,0.24954528589845618,0.38335000555740806,0.3312181360201511,0.33429394812680113
50,20170531OBHH0,20170531,HH,OB,0,B,35,29,3,3,7,1,0,1,0,1,2,0,3,0,1,8,0,0,8,0.25,8,2,5,506,1797,380,83,7,36,147,38,9,15,36,25,33,5,362,2025,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2815804117974402,0.39565943238731216,0.11407902058987195,0.3470617780010045,0.7427212103883167,0.14944084248858922,0.28242747582527516,0.33079356435643564,0.3338068181818182
51,20170601OBHH0,20170601,HH,OB,0,B,37,35,6,6,11,2,0,2,0,1,1,1,0,0,0,2,0,0,4,0.222222222,9,2,7,517,1832,387,85,7,38,147,38,10,16,36,25,34,5,364,2062,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2822052401746725,0.398471615720524,0.11626637554585155,0.3463246176615688,0.7447962333820928,0.21933079321463114,0.39346448816272095,0.33107049100631986,0.3326388888888889
52,20170602SKHH0,20170602,HH,SK,0,B,45,38,4,5,13,3,0,0,1,0,2,0,5,0,0,4,0,0,14,0.2,15,3,10,530,1870,397,88,7,38,152,38,10,16,36,26,36,5,368,2107,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2834224598930481,0.3989304812834225,0.1155080213903743,0.3478260869565217,0.7467565682399442,0.3078979204343671,0.4548182727575858,0.3319215033301617,0.3337856173677069
53,20170603SKHH0,20170603,HH,SK,0,B,40,35,2,2,10,2,0,1,1,1,0,0,5,0,0,5,1,0,11,0.2,10,2,7,540,1905,404,90,7,39,157,38,10,17,37,27,36,5,373,2147,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.28346456692913385,0.3994750656167979,0.11601049868766405,0.3483412322274881,0.7478162978442858,0.22142381145709022,0.3682338557296876,0.332514939309057,0.3333333333333333
54,20170604SKHH0,20170604,HH,SK,0,B,37,35,3,4,8,3,0,0,0,0,1,0,1,0,0,4,1,0,6,0.363636364,11,4,5,548,1940,409,93,7,39,158,38,10,17,38,27,37,5,377,2184,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2824742268041237,0.3979381443298969,0.11546391752577315,0.3466915191053122,0.7446296634352091,0.09990331854682333,0.1975102812048461,0.3310633318035796,0.3318122555410691
55,20170607HHHT0,20170607,HH,HT,0,T,33,31,0,0,5,0,0,0,1,0,0,0,2,0,0,7,1,1,6,0.333333333,3,1,5,553,1971,414,93,7,39,160,38,10,17,39,28,37,5,384,2217,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.28056823947234905,0.3942161339421613,0.11364789446981227,0.34465351078476364,0.7388696447269251,0.03959641193749186,0.10781371568300546,0.32887793851717895,0.3299101412066752
56,20170608HHHT0,20170608,HH,HT,0,T,36,33,4,4,11,2,1,0,0,0,0,2,1,0,0,4,2,0,5,0.6,5,3,8,564,2004,422,95,8,39,161,38,12,17,41,28,37,5,388,2253,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.281437125748503,0.39520958083832336,0.11377245508982035,0.344469525959368,0.7396791067976913,0.18235032517846886,0.34200288985217286,0.32904715302491105,0.3303964757709251
57,20170609SSHH0,20170609,HH,SS,0,B,38,37,5,5,10,4,0,1,3,0,0,0,1,0,0,4,0,0,6,0.5,8,4,5,574,2041,427,99,8,40,162,38,12,17,41,31,37,5,392,2291,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.28123468887800096,0.396374326310632,0.11513963743263105,0.34354194407456723,0.7399162703851992,0.22064938375366464,0.3658997443592309,0.3289580052493439,0.32942628007402835
58,20170610SSHH0,20170610,HH,SS,0,B,42,33,9,10,11,2,1,0,1,0,1,1,5,0,2,4,1,0,8,0.28571428600000004,14,4,8,585,2074,435,101,9,40,167,40,13,17,42,32,38,5,396,2333,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2820636451301832,0.39729990356798456,0.11523625843780133,0.34524847428073235,0.742548377848717,0.30354919096107286,0.46760031121484935,0.33017268041237113,0.3301029678982435
59,20170611SSHH0,20170611,HH,SS,0,B,40,34,4,4,8,2,0,1,0,0,0,0,6,0,0,4,2,0,9,0.181818182,11,2,5,593,2108,440,103,9,41,173,40,13,17,44,32,38,5,400,2373,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2813092979127135,0.3970588235294117,0.11574952561669828,0.3453299057412168,0.7423887292706286,0.17569971580773347,0.31421584972768696,0.3302635135135136,0.32857142857142857
60,20170613HHSK0,20170613,HH,SK,0,T,48,40,11,11,17,5,0,0,0,0,2,0,4,2,2,7,1,0,10,0.411764706,17,7,12,610,2148,452,108,9,41,177,42,13,17,45,32,40,7,407,2421,0.728,0.7559999999999999,0.927,1.259,1.558,1.901,0.2839851024208566,0.3999068901303538,0.11592178770949718,0.3483193277310924,0.7482262178614463,0.4532770963451425,0.5774146937868179,0.3324154929577465,0.3321657910099241
